Fornavne til kvinder, 1. januar 2025
(kun navne med tre eller flere forekomster)

Navn	ANTAL
ELENA-MIHAELA	7
ELEONOR	7
ELIAN	7
ELINDA	7
ELIONORA	7
ELISABETE	7
ÉLISE	7
ELIYANA	7
ELLENMARIE	7
ELMAZ	7
ELMINE	7
ELO	7
ELSUBA	7
ELVYRA	7
EMALY	7
EMELINA	7
EMER	7
EMIKO	7
EMMA-MAI	7
EMMA-SOFIA	7
EN	7
ENTESAR	7
ENVERA	7
ENY	7
ERENE	7
ERISA	7
ERMA	7
ERUM	7
ESTEL	7
EVA-LOUISE	7
EVAN	7
EVDOXIA	7
EVELEEN	7
EVELIINA	7
EWY	7
EZMIRA	7
FADHILA	7
FADIM	7
FADYA	7
FAMKE	7
FANICA	7
FARDOUS	7
FARDOWSO	7
FARDUS	7
FAREEHA	7
FARHIO	7
FATHI	7
FATI	7
FATUMATA	7
FAUSTYNA	7
FEKRIJE	7
FERAH	7
FERIZE	7
FIGNE	7
FILUCKA	7
FIRDAUS	7
FLORDELIZA	7
FLORENTA	7
FORTUNA	7
FOWSIA	7
FOWSIYA	7
FRANCESKA	7
FRANJA	7
FRANSISCA	7
FREA	7
FREDERIQUE	7
FREDRIKKE	7
FREEDA	7
FREJA-MARIE	7
FRO	7
FULLA	7
GABBI	7
GABRIELÉ	7
GADA	7
GAELLE	7
GALIA	7
GAY	7
GAYANE	7
GAYANI	7
GEA	7
GEMA	7
GENA	7
GENOVEVA	7
GÉRALDINE	7
GHEZAL	7
GHITTA	7
GIOIA	7
GIORGIANA	7
GIOVANA	7
GLADIS	7
GRACIA	7
GRETHE-MARIE	7
GUDBJÖRG	7
GUÐBJÖRG	7
GUDMUNDA	7
GULALA	7
GULALAI	7
GULL-MAI	7
GULZAR	7
GUNDULA	7
GURDEEP	7
GWYNETH	7
GÜLCIHAN	7
GYLNA	7
GÜLSAN	7
GYRID	7
GYULBAHAR	7
GYULDZHAN	7
GÜZIDE	7
GYÖRGYI	7
HADIJA	7
HADIJE	7
HADZIRA	7
HAE	7
HAFRÚN	7
HAJIRAH	7
HALAH	7
HALIMEH	7
HALISE	7
HALLDIS	7
HAMIYET	7
HANKA	7
HANNE-BIRGITTE	7
HANNE-BIRTHE	7
HANNE-LENE	7
HANNE-LORE	7
HANSY	7
HARI	7
HARJIT	7
HARLEEN	7
HARSHITA	7
HARSHITHA	7
HASSANA	7
HASSINA	7
HATHAIRAT	7
HAWLER	7
HAYRIE	7
HEA	7
HEDIJA	7
HEIÐRÚN	7
HELLE-MERETE	7
HELOISA	7
HERBORG	7
HERO	7
HEVAL	7
HIDA	7
HIVI	7
HOLMFRIDUR	7
HOORIYA	7
HORTENSIA	7
HOSAENA	7
HOSNIA	7
HYE	7
HYULIA	7
IDA-SOPHIA	7
IGNE	7
ILAY	7
ILENIA	7
ILIRIANA	7
ILIYANA	7
IN	7
INDA	7
INDIANNA	7
INDU	7
INGALILL	7
ING-BRITT	7
INGBRITT	7
INGE-BIRGIT	7
INGEBRITT	7
INGE-LOUISE	7
INGE-MARIA	7
INGER-JOHANNE	7
INIS	7
INTISAAR	7
IOANA-BIANCA	7
IOANA-DANIELA	7
IOANA-MARIA	7
IONELIA	7
IRINA-ELENA	7
ISHAAL	7
ISHIKA	7
ITA	7
ITAB	7
ITIDAL	7
IUSTINA	7
IVAYLA	7
IZMA	7
JACQUELINA	7
JAIME	7
JAINABA	7
JANNICA	7
JARMILA	7
JEEVITHA	7
JEMILA	7
JEN	7
JENNICA	7
JENNIEFER	7
JENNIFFER	7
JEYANTHY	7
JITTRA	7
JODY	7
JOE	7
JOHNNI	7
JOKE	7
JOLEEN	7
JONAH	7
JOSELYN	7
JOZEFINA	7
JU	7
JUANITTA	7
JUDDI	7
JUDDY	7
JUE	7
JULIENNE	7
JUTHAMAS	7
JYOTHI	7
KADA	7
KADIRIYE	7
KAE	7
KAFIA	7
KAILEY	7
KAINAAT	7
KAIRI	7
KAIZA	7
KAJIN	7
KALIA	7
KALLA	7
KAMER	7
KAMILÉ	7
KAMONCHANOK	7
KAMONWAN	7
KANZA	7
KAOUTAR	7
KAOUTHER	7
KARDI	7
KAREN-BENTE	7
KAREN-BIRGITTE	7
KARI-ANN	7
KARINNA	7
KARLINA	7
KARLOTTA	7
KARO	7
KAROLIINA	7
KARÓLÍNA	7
KARRINA	7
KARTHIGA	7
KASHVI	7
KASTURI	7
KATARA	7
KATARIINA	7
KATH	7
KEFAH	7
KELIMA	7
KENANA	7
KERLI	7
KERRI	7
KHALSA	7
KHANSAA	7
KHATEREH	7
KHATOUN	7
KHITAM	7
KHLOUD	7
KHORSHID	7
KHULOUD	7
KIAH	7
KIDDIE	7
KIMETA	7
KIMIYA	7
KIRANDEEP	7
KISMET	7
KITHA	7
KLARISSA	7
KONSTANZE	7
KRITHIKA	7
KRUAWAN	7
KULDIP	7
KURDISTAN	7
KYUNG	7
LAISA	7
LAJKA	7
LAL	7
LAMYAI	7
LANIE	7
LAUREL	7
LAURENE	7
LAVINIA-ELENA	7
LEEMA	7
LEILI	7
LEMAR	7
LENIKE	7
LENKE	7
LENYA	7
LEPOSAVA	7
LETITIA	7
LIE	7
LIEKE	7
LIENETTE	7
LIEZL	7
LIFANG	7
LIHUA	7
LILIEN	7
LILLIBETH	7
LINAH	7
LIS-ANN	7
LISE-LOTT	7
LISLOTTE	7
LIUCIJA	7
LÍVIA	7
LIVIJA	7
LIWEI	7
LORAINE	7
LOREEN	7
LORENE	7
LORESA	7
LOVÍSA	7
LUCI	7
LUDWIKA	7
LUH	7
LULJETE	7
LUSIA	7
MAARTJE	7
MADDI	7
MADIGAN	7
MAGBULE	7
MAGRETHE	7
MAHASSEN	7
MAHBOOBA	7
MAHFUZA	7
MAHIKA	7
MAHTA	7
MAHVASH	7
MAHWISH	7
MAIKO	7
MAIMOUNA	7
MAJA-LISA	7
MAJE	7
MAMA	7
MANAHEL	7
MANDIE	7
MANDIRA	7
MANIKA	7
MANINDER	7
MARBELLA	7
MAREM	7
MARETHE	7
MARGITA	7
MARIA-CHRISTINA	7
MARIA-GABRIELA	7
MARIAME	7
MARIA-SIMONA	7
MARIA-THERESA	7
MARIBETH	7
MARIDEL	7
MARIE-FRANCE	7
MARILU	7
MARITE	7
MARIZA	7
MARLEE	7
MARLINA	7
MARNI	7
MARZENNA	7
MASOMA	7
MAXIME	7
MAYAS	7
MEHLIKA	7
MEHR	7
MEIDA	7
MEIQIN	7
MEIYING	7
MELUCA	7
MELUKA	7
MEMONA	7
MERIT	7
MERJA	7
MERLINDA	7
MERSIDA	7
METTE-KRISTINE	7
METTINE	7
MIA-MARIE	7
MICOL	7
MIDORI	7
MIELA	7
MIHRET	7
MIINA	7
MILAV	7
MILOSAVA	7
MIMOUNA	7
MINAMI	7
MINIKA	7
MIRASOL	7
MIRAYA	7
MIREME	7
MIRIJE	7
MIRLA	7
MIRNESA	7
MITZY	7
MIYUKI	7
MOHANA	7
MON	7
MONALISE	7
MONIKE	7
MONTHA	7
MOUSUMI	7
MOZHDEH	7
MSGANA	7
MU	7
MUBASHRA	7
MUBINA	7
MUHAREMA	7
MUKHTAR	7
MUNAZZA	7
MUQADDAS	7
MUZAFERA	7
MWAMINI	7
MYRTHA	7
MÄRTHA	7
NADEREH	7
NADIAH	7
NADZIJE	7
NAELA	7
NAFIJA	7
NAIOMI	7
NAJARAQ	7
NAJIHA	7
NAJOUA	7
NANE	7
NARDANE	7
NASHMIL	7
NASSRIN	7
NATAZIA	7
NATNICHA	7
NATTAPORN	7
NAVJOT	7
NAWARAT	7
NAWRAS	7
NAZILE	7
NAZMA	7
NAZNIN	7
NAZO	7
NEDIME	7
NEELUM	7
NEETHU	7
NEFISE	7
NEFIZE	7
NELINA	7
NELLIKE	7
NEMI	7
NENYA	7
NEROZ	7
NEVZETA	7
NHAT	7
NIAH	7
NIAN	7
NICCA	7
NICKELINE	7
NICKY	7
NIEVES	7
NIKIE	7
NILUFAR	7
NIMISHA	7
NINIA	7
NISHTIMAN	7
NISSRINE	7
NITHIYA	7
NIVES	7
NORINA	7
NOSHABA	7
NOVIN	7
NUBIA	7
NUSHIN	7
OANA-ANDREEA	7
ODDRUN	7
ODELIA	7
ODILE	7
OLGICA	7
OMAYA	7
OMEGA	7
OMNIA	7
ONANONG	7
OPHÉLIE	7
ORANUCH	7
OTYLIA	7
OUAFAE	7
PAIVI	7
PANATDA	7
PANITA	7
PANIZ	7
PARBATI	7
PARMILA	7
PARMIN	7
PARMJIT	7
PARNUUNA	7
PAZ	7
PENSRI	7
PERRINE	7
PETRINA	7
PHANIDA	7
PHATCHAREE	7
PHATCHARIN	7
PHELIA	7
PHILOMENA	7
PHIONA	7
PIANNA	7
PIERINA	7
PIHLA	7
PIPER	7
PIYAWAN	7
POURAN	7
PRABHJOT	7
PRANITA	7
PRAPHAPORN	7
PRAVEENA	7
PREETHI	7
PRERNA	7
QUINNIE	7
RAANA	7
RABAH	7
RABIAH	7
RABIE	7
RADICA	7
RADINA	7
RAE	7
RAGAD	7
RAGINI	7
RAHAB	7
RAIFE	7
RAIJA	7
RAIN	7
RAINA	7
RALUCA-ELENA	7
RAMESH	7
RAMINA	7
RANJIT	7
RANKIN	7
RASTA	7
RATIBA	7
RAWIA	7
REGULA	7
REHINA	7
REINE	7
RENDA	7
RENEÉ	7
RESMIJA	7
RETE	7
REYHANA	7
RHODORA	7
RIAN	7
RICHEL	7
RIHAN	7
RIINA	7
RIKKE-MARIE	7
RIN	7
RIONA	7
RIZIKI	7
ROMI	7
ROMUALDA	7
ROSABEL	7
ROSABELLA	7
ROSAMUNDE	7
ROSEMUNDE	7
ROSLYN	7
ROSSELLA	7
ROXAN	7
ROXANA-ANDREEA	7
ROXANA-IOANA	7
ROXANA-MIHAELA	7
ROZALIN	7
ROZALINA	7
ROZHAN	7
RUCHIKA	7
RUFIJE	7
RUJIRA	7
RUKAIA	7
RUNGTHIP	7
RYAN	7
SABEENA	7
SADAN	7
SADEGÜL	7
SADIQA	7
SAE	7
SAFFIE	7
SAFFRON	7
SAFIYYA	7
SAHERA	7
SAHIDE	7
SAHZADE	7
SAINABOU	7
SAIPIN	7
SAJDA	7
SAKORN	7
SALADO	7
SALEEMA	7
SALIE	7
SALVA	7
SAMEEN	7
SAMEERAH	7
SAMILLA	7
SAMIRE	7
SAMITA	7
SAMMA	7
SANCHITA	7
SANTOSHI	7
SARABJIT	7
SARAH-EMILIE	7
SARAI	7
SARINYA	7
SAROJA	7
SARU	7
SASHJA	7
SASMITA	7
SASSIA	7
SATHYA	7
SAVA	7
SAWAT	7
SAYEH	7
SAYURI	7
SEBNEM	7
SEBRINE	7
SEHNAZ	7
SELENIA	7
SELLINA	7
SELVEDINA	7
SELVETE	7
SEMSIJE	7
SENAYT	7
SERAPHINE	7
SESSA	7
SEVIME	7
SHAD	7
SHAFIKA	7
SHANYA	7
SHANZAY	7
SHARIFAH	7
SHASHI	7
SHAYA	7
SHEIMA	7
SHEKIBA	7
SHELA	7
SHEMSIJE	7
SHERA	7
SHEVIN	7
SHEZA	7
SHIAN	7
SHIDEH	7
SHILLA	7
SHILOH	7
SHIN	7
SHOKOUFEH	7
SHUK	7
SHUKRIYA	7
SHUSHAN	7
SIARA	7
SIBBA	7
SIBILLE	7
SIDDHI	7
SIGRIÐ	7
SIGURRÓS	7
SIKKERNINNGUAQ	7
SILJE-MARIE	7
SILLE-SOFIE	7
SILPA	7
SIMI	7
SIMINA	7
SIMONA-ELENA	7
SIMONA-MIHAELA	7
SIMRAH	7
SINAM	7
SINDHUJA	7
SINDIJA	7
SIRAH	7
SIRIMA	7
SIRISHA	7
SIS	7
SISSER	7
SKYLER	7
SMILJA	7
SNIT	7
SNÆDÍS	7
SO	7
SODABEH	7
SOFIE-LOUISE	7
SOFIE-MAI	7
SOFJA	7
SOHAIR	7
SOHANA	7
SOHEIR	7
SOLAF	7
SOL-BRITT	7
SOLEIL	7
SOLUNA	7
SOLWEIG	7
SOMBAT	7
SONDUS	7
SONG	7
SOPA	7
SOUHEILA	7
SRAVANTHI	7
SRISUDA	7
STACIE	7
STEFANIJA	7
STELUTA	7
STERA	7
STERRE	7
SUCAAD	7
SUHAYLA	7
SUHEDA	7
SUHEIR	7
SUHER	7
SUHRETA	7
SUJANA	7
SUJITRA	7
SULAFA	7
SUNANTA	7
SUNCICA	7
SUPANNEE	7
SUPHAP	7
SUPRANEE	7
SURAT	7
SURAYYA	7
SURBHI	7
SUREKA	7
SUSSER	7
SÜKRÜYE	7
SZE	7
TABIA	7
TABINDA	7
TACHA	7
TAMAM	7
TAMIMOUNT	7
TATIANNA	7
TENNIE	7
THANJA	7
THANYAPORN	7
THANYARAT	7
THEKRA	7
THEODOR	7
THÉRÈSE	7
THORHILDUR	7
TIAL	7
TINI	7
TIPPAWAN	7
TOBI	7
TONKA	7
ÞÓREY	7
TORI	7
ÞÓRUNN	7
TOYA	7
TRINIDAD	7
TRINITY	7
TRISJA	7
TRUPTI	7
TULASI	7
TUQA	7
TUTTA	7
TUULI	7
TYTTE	7
ULFAT	7
UMAIZA	7
UMI	7
VAIANA	7
VALERY	7
VALIA	7
VANEEZA	7
VASANTHAKUMARI	7
VASILENA	7
VASILKA	7
VATHSALA	7
VELICHKA	7
VERNESA	7
VIBS	7
VICTOIRE	7
VICTORIYA	7
VIGGE	7
VILAI	7
VILBORG	7
VILLEMO	7
VIMALA	7
VINAYA	7
VIOLETTE	7
VIORELA	7
VIRPI	7
VIRVE	7
VIVIANNA	7
VIVIKA	7
VLADICA	7
VLASTA	7
VYTAUTE	7
WAED	7
WAFAE	7
WAHIBA	7
WANNAPHA	7
WARANYA	7
WATCHAREE	7
WEJDAN	7
WENDI	7
WENJUAN	7
WENTING	7
WISAL	7
WITTA	7
XIAN	7
XIANG	7
XIAOPING	7
XIAOXIA	7
XIAOXIAO	7
XIAOYI	7
XINA	7
XING	7
XINYAN	7
XUEPING	7
YA	7
YAMAMA	7
YANISA	7
YAPRAK	7
YASMA	7
YAZEL	7
YELENA	7
YEVGENIYA	7
YIJING	7
YIQI	7
YITING	7
YITONG	7
YOMNA	7
YOSTINA	7
YT	7
YUEN	7
YUJIA	7
YUJING	7
YUPING	7
YUWADEE	7
ZABINE	7
ZAIN	7
ZALOUKH	7
ZANDA	7
ZARGHUNA	7
ZEBIBA	7
ZENAN	7
ZERYA	7
ZESSA	7
ZHE	7
ZHIAN	7
ZHU	7
ZIAH	7
ZIGA	7
ZILHA	7
ZINAJDA	7
ZINET	7
ZIPPORAH	7
ZITHA	7
ZIYAN	7
ZMILLA	7
ZOFIIA	7
ZOHAR	7
ZONIA	7
ZORYANA	7
ZOUZAN	7
ZUHA	7
ZYDRUNE	7
ZÜHAL	7
ZÖHRE	7
ØZNUR	7
AALAA	6
AAMINA	6
AARNA	6
AARVI	6
AASHVI	6
AASMA	6
AASTA	6
AAVA	6
ABELLA	6
ABHA	6
ABI	6
ABSHIRO	6
ADALENA	6
ADELA-MARIA	6
ADELENA	6
ADELINA-MARIA	6
ADEVIYE	6
ADIA	6
ADRIANA-MARIA	6
ADRIELLE	6
AELA	6
AEMAN	6
AFF	6
AFRODITA	6
AGGIE	6
AGI	6
AGLAIA	6
AGNES-MARIE	6
AGUSTA	6
AHED	6
AISHAT	6
AISTÉ	6
AISYAH	6
AJAAJA	6
AJAJA	6
AJITA	6
AJLINA	6
AKANE	6
AL	6
ALAE	6
ALEKSA	6
ALEXANNDRA	6
ALFI	6
ALFIE	6
ALIEH	6
ALISIIA	6
ALISSIA	6
ALIZEH	6
ALLIA	6
ALPHONSINE	6
ALYONA	6
AMALE	6
AMALIA-ELENA	6
AMALIIA	6
AMANPREET	6
AMAYRA	6
AMBRIN	6
AMENE	6
AMIDE	6
AMILIYA	6
AMIYA	6
AMPARO	6
AMPHAI	6
ANAJA	6
ANALIZA	6
ANDELKA	6
ANDREEA-CATALINA	6
ANDREEA-IULIANA	6
ANEE	6
ANEGRETE	6
ANGÉLA	6
ANGÉLICA	6
ANGHAM	6
ANGKANA	6
ANICK	6
ANIEK	6
ANINNA	6
ANISAH	6
ANJULI	6
ANNA-AMALIE	6
ANNA-BIRGIT	6
ANNA-CARINA	6
ANNA-CATHRINE	6
ANNA-CHRISTINA	6
ANNALIZA	6
ANNALYN	6
ANNA-MAYA	6
ANNAMAYA	6
ANNAMIA	6
ANNA-MY	6
ANN-BRITH	6
ANN-CHARLOT	6
ANNECATRINE	6
ANNE-CLAIRE	6
ANNE-FIE	6
ANNE-LI	6
ANNE-MONE	6
ANNE-SOPHIA	6
ANNIINA	6
ANNLISA	6
ANN-MARY	6
ANN-THERESE	6
ANOSHA	6
ANOUCK	6
ANOUSHA	6
ANOUSHKA	6
ANSAM	6
ANSAR	6
ANTIGONE	6
ANUPA	6
ANVIKA	6
ANZELA	6
APINYA	6
ARANKA	6
ARBRESHA	6
AREESHA	6
AREEYA	6
ARJANA	6
ARNAARAQ	6
ARNANGUAK	6
ARNATSIAQ	6
ARNDÍS	6
ARNHILD	6
ARNICA	6
ÁRNÝ	6
AROOSA	6
ARSHI	6
ARTINA	6
ARVEN	6
ARZIJA	6
ASHLEIGH	6
ASIMINA	6
ASK	6
ASKE	6
ASMINA	6
ASSIL	6
ASSIYA	6
ASTHRID	6
ATEFA	6
ATHIRA	6
ATIYE	6
AUDRINA	6
AULI	6
AUNE	6
AUREJA	6
AUSTA	6
AWET	6
AYISE	6
AYMAN	6
AYNA	6
AYTAN	6
AYU	6
AZAL	6
AZALEA	6
BABETH	6
BADE	6
BADRIE	6
BADRIYA	6
BAHIRA	6
BAHJO	6
BAHRIJE	6
BAHRIYE	6
BALBIR	6
BALKIS	6
BANEEN	6
BAWI	6
BEGITTA	6
BEHARA	6
BELENDA	6
BENEDICKTE	6
BÉNÉDICTE	6
BENGISU	6
BÉRÉNICE	6
BERVIN	6
BESJANA	6
BESMIRA	6
BESMIRE	6
BHARGAVI	6
BHARTI	6
BIANCA-GABRIELA	6
BIANCA-MIHAELA	6
BINISHA	6
BISHARO	6
BISTRA	6
BODE	6
BOON	6
BOTILLA	6
BOWIE	6
BOZHENA	6
BRITNEY	6
BRKTI	6
BRONISLAWA	6
BRONWYN	6
BRYNHILDUR	6
CAILEY	6
CALA	6
CANDAN	6
CANNA	6
CANNIE	6
CAPELLA	6
CARLA-MARIA	6
CARLIJN	6
CARLINA	6
CARMEN-ELENA	6
CASJA	6
CATALAYA	6
CATH	6
CATHRYN	6
CECILLA	6
CECILYA	6
CELESTINA	6
CERINA	6
CEVRIYE	6
CHALISA	6
CHAMPA	6
CHANPEN	6
CHANPHEN	6
CHANTALL	6
CHARITA	6
CHARLEY	6
CHAWAN	6
CHETANA	6
CHIAKI	6
CHIHIRO	6
CHIKA	6
CHIOMA	6
CHIRIN	6
CHIRINE	6
CHLEO	6
CHRISTINA-MARIA	6
CHRISTINNE	6
CIELO	6
CILIANE	6
COLINE	6
CONJA	6
CZESLAWA	6
DAFNI	6
DAGNIJA	6
DAINORA	6
DAKSHA	6
DAMIEN	6
DAMIRA	6
DANAYT	6
DANIAH	6
DANIYAH	6
DAPHINE	6
DARIA-ELENA	6
DARIA-IOANA	6
DARIANA	6
DARSHANA	6
DAWAN	6
DEEDEE	6
DEEKSHA	6
DEISY	6
DELAN	6
DELPHINA	6
DESANKA	6
DHUHA	6
DIANA-ALEXANDRA	6
DIBE	6
DIDAR	6
DIGNA	6
DILEM	6
DILIN	6
DILVIN	6
DIMITRINA	6
DIMITRINKA	6
DIMPLE	6
DITHE	6
DJANA	6
DJENANA	6
DOMINGA	6
DONGMEI	6
DORITA	6
DORNA	6
DORTHE-MARIE	6
DOTH	6
DWI	6
DZENETA	6
DZEVAHIRA	6
DZEVIDA	6
DZEZIRE	6
DZHANAN	6
DØGG	6
DÖRTHE	6
EA-MARIE	6
EDLY	6
EDZHE	6
EFRA	6
EGE	6
EGIJA	6
EHLIMANA	6
EI	6
EILIDH	6
EIMEAR	6
EINAS	6
EKIN	6
ELENA-ALINA	6
ELENA-LAVINIA	6
ELFRIDE	6
ELISIA	6
ELIZABETT	6
ELLA-MARIA	6
ELLA-SOPHIA	6
ELLINA	6
ELLIOT	6
ÉLODIE	6
ELSBET	6
ELSE-GRETHE	6
ELSE-MARIA	6
ELVANA	6
ELVILDA	6
EM	6
EMILIAH	6
EMILIANA	6
EMILIEMARIE	6
EMILLE	6
EMMA-KIRSTINE	6
EMMA-LEE	6
EMMALINA	6
EMMA-LINE	6
EMMALOU	6
EMMALYN	6
EMMANOUELA	6
EMMA-ROSE	6
ENGEL	6
ENIDA	6
ENIS	6
ESI	6
ESMINA	6
EVALINE	6
EVA-LOTTE	6
EVERLY	6
EYÐDIS	6
FADAK	6
FADIMANA	6
FAEGHEH	6
FAHMA	6
FAIDRA	6
FAJAR	6
FAJIR	6
FANTA	6
FANUS	6
FAREEDA	6
FARIDAH	6
FARIMAH	6
FARKHUNDA	6
FARNOOSH	6
FARYAL	6
FATANA	6
FATANEH	6
FATEM	6
FAUSTINE	6
FAWZIYA	6
FAYZE	6
FAZIA	6
FELICIDAD	6
FELICJA	6
FERAY	6
FERDOS	6
FERIHAN	6
FEROZA	6
FERUZA	6
FESTINA	6
FÍA	6
FIEE	6
FILIA	6
FIROZA	6
FIRYAL	6
FLORE	6
FLORIE	6
FLORINE	6
FRIDAH	6
FULVIA	6
GABRÍELA	6
GAIANE	6
GALIT	6
GARANCE	6
GARGI	6
GAYE	6
GEHAN	6
GENTIJANA	6
GERLI	6
GERTHA	6
GERTHIE	6
GERTRAUD	6
GERTY	6
GHARIBA	6
GIDEY	6
GIEDRÉ	6
GINNE	6
GISELLA	6
GITT	6
GLADY	6
GLØD	6
GOFRAN	6
GOKCE	6
GOLBAHAR	6
GOLZAR	6
GRIET	6
GUDDE	6
GUÐLAUG	6
GULALAY	6
GULAY	6
GULI	6
GULL	6
GULTEN	6
GUNHIL	6
GUNTA	6
GUO	6
GÜLNAZ	6
GÜLPERI	6
GYNNA	6
GYULHAN	6
GØKCE	6
GØRIL	6
HABIBAH	6
HADIYAH	6
HADZERE	6
HADZHER	6
HAJA	6
HAKIMEH	6
HALLBJØRG	6
HALLGERD	6
HALLI	6
HANAH	6
HANIE	6
HANNE-LONE	6
HANYA	6
HARDEEP	6
HASIJE	6
HATIYCE	6
HAYLEE	6
HAZIMA	6
HEDA	6
HEDDIE	6
HEIÐA	6
HEIDII	6
HEJA	6
HEKMAT	6
HELOISE	6
HENDRIN	6
HENRIETA	6
HENRIETHE	6
HENRIKA	6
HERLA	6
HEVEN	6
HIFSA	6
HIKMAT	6
HILDEBJØRG	6
HILLEVI	6
HIMALAYA	6
HIRIJET	6
HIWOT	6
HNIN	6
HOMEIRA	6
HOMEYRA	6
HONGXIA	6
HONGYAN	6
HONYA	6
HOODO	6
HOURIEH	6
HRÖNN	6
HUILING	6
HUMIRA	6
HUNTER	6
IDALIA	6
IDALINE	6
IDA-MY	6
IEMAN	6
IFRA	6
ILENE	6
ILHAAM	6
ILIRJANA	6
ILMIE	6
ILVA	6
ILVANA	6
ILWAD	6
IMAYA	6
IMME	6
IMREN	6
INAM	6
INBAL	6
INGA-LISE	6
INGE-GRETE	6
INGELORE	6
INGER-MARGRETE	6
INGRI	6
INGSE	6
INSA	6
IOLANDA	6
IOLI	6
IRADA	6
IRFETE	6
IRINA-MARIA	6
IRLI	6
IRSHAD	6
ISABELE	6
ISJA	6
ISLIM	6
ISNIJE	6
ISOBELL	6
ISSABELL	6
ITANA	6
IVETTE	6
IVINNGUAQ	6
IVKA	6
IVON	6
IVORY	6
JA	6
JACKIELYN	6
JACQLINE	6
JACQUILINE	6
JACQULIN	6
JAFFA	6
JAKLIN	6
JAMAICA	6
JAMNIAN	6
JAMNONG	6
JANNETTE	6
JANNICKA	6
JANYA	6
JAQUELIN	6
JASMEET	6
JASMIA	6
JASWINDER	6
JAWERIA	6
JAWHARA	6
JEANINA	6
JEANNY	6
JENILYN	6
JENNYFER	6
JENNYLYN	6
JEONG	6
JEYANTHINI	6
JIALING	6
JIANI	6
JIANYING	6
JIAYU	6
JIEUN	6
JIHAD	6
JILA	6
JINGYU	6
JINHUA	6
JINKY	6
JIYA	6
JOAQUINA	6
JOEANNA	6
JOËLLE	6
JONVØR	6
JORA	6
JOSELYNE	6
JOSINE	6
JULIJANE	6
JULINA	6
JULLE	6
JURI	6
JYOTHSNA	6
KADDY	6
KADIRE	6
KAFA	6
KAFIYA	6
KALEY	6
KAMA	6
KANDA	6
KANNE	6
KANYARAT	6
KÁRA	6
KARIME	6
KASMIRA	6
KATHI	6
KATINA	6
KAVIYA	6
KAYAL	6
KAYALVILI	6
KAYLEY	6
KAYNAT	6
KAZHAL	6
KEESHA	6
KELA	6
KELSIE	6
KENDALL	6
KERRIN	6
KESINEE	6
KETEVAN	6
KETI	6
KEYA	6
KHADIGA	6
KHADOUJ	6
KHANSA	6
KHULUD	6
KHUSBU	6
KHUSHBU	6
KICKIE	6
KIE	6
KIFAYET	6
KIN	6
KÍRA	6
KITSA	6
KIYA	6
KIYANA	6
KLARE	6
KLAVDIIA	6
KLEIO	6
KOKAB	6
KOPILA	6
KRÍA	6
KRISHALA	6
KRISTENCE	6
KRISTVØR	6
KUDUSAN	6
KULUK	6
KULWANT	6
KUMIKO	6
KÜLLI	6
LAERKE	6
LAIALI	6
LAILLA	6
LAMIES	6
LARAH	6
LAREEN	6
LASMA	6
LAURA-MARIA	6
LAY	6
LELAF	6
LETTY	6
LEXA	6
LEYAN	6
LIARA	6
LIBIN	6
LIESE	6
LIEVE	6
LIGAYA	6
LIJIE	6
LILIANN	6
LILITA	6
LILOZ	6
LIMIN	6
LINE-MARIA	6
LINNETTE	6
LIOUBOV	6
LIQIN	6
LIRIE	6
LISABELL	6
LISAN	6
LISIE	6
LIS-MARI	6
LISSE-LOTTE	6
LITZI	6
LIVA-MARIE	6
LIWA	6
LIXIA	6
LIZANDRA	6
LIZHEN	6
LJINDITA	6
LOHTUZ	6
LOUCIA	6
LOUISE-MARIE	6
LOUISIANA	6
LOUKIA	6
LOVELYN	6
LUAH	6
LUBABA	6
LUBICA	6
LUKRECIJA	6
LUWAN	6
LWAM	6
LYANNA	6
LÝDIA	6
LYKA	6
LYKKEMAI	6
LYNA	6
MAAME	6
MAARJA	6
MADHAVI	6
MADOKA	6
MAEDA	6
MAGALIE	6
MAGIE	6
MAHAK	6
MAHDIYA	6
MAHESWARY	6
MAHINA	6
MAHMOODA	6
MAHREEN	6
MAHROKH	6
MAHVISH	6
MAHWASH	6
MAIJU	6
MAIZA	6
MAKDA	6
MAKIKO	6
MALAKEH	6
MALALI	6
MALIKE	6
MALKIA	6
MALUKKA	6
MALUU	6
MALVINE	6
MAMI	6
MAMIE	6
MAMUDIJE	6
MANAAL	6
MANASVI	6
MANEEWAN	6
MANELI	6
MANGALESWARY	6
MANIJA	6
MANIZHEH	6
MANOLYA	6
MANSI	6
MAO	6
MARE	6
MAREN-LIS	6
MARGITT	6
MARGOTH	6
MARIA-CHRISTINE	6
MARIA-CLAUDIA	6
MARIA-DANIELA	6
MARIA-DIANA	6
MARIA-ROXANA	6
MARICELA	6
MARICHU	6
MARICKA	6
MARICRUZ	6
MARIJE	6
MARINKA	6
MARITESS	6
MARJOLEIN	6
MARJORY	6
MARJUT	6
MARYUM	6
MASAKO	6
MASHAEL	6
MASUME	6
MATHIA	6
MATTEA	6
MAWA	6
MAYAH	6
MAYA-MARIA	6
MAY-LIS	6
MAYMOUNA	6
MAYSUN	6
MAZE	6
MAZIKEEN	6
MBARKA	6
MECHTHILD	6
MEHA	6
MEHMOONA	6
MEHRANGIZ	6
MELAHER	6
MELANIJA	6
MELIKKA	6
MELLANI	6
MELLY	6
MENAKA	6
