Fornavne til kvinder, 1. januar 2025
(kun navne med tre eller flere forekomster)

Navn	ANTAL
GUNNVØR	20
HANIEH	20
HARPREET	20
HEDY	20
IMANI	20
INARA	20
IVI	20
JAVERIA	20
JEANETH	20
JIAYI	20
JINGJING	20
JO-ANN	20
KADER	20
KALINKA	20
KAREN-MARGRETE	20
KARLINE	20
KAT	20
KEREN	20
KEZBAN	20
KHIN	20
KIFAH	20
KIWI	20
KRESTA	20
KRISTIANNA	20
KRITI	20
LANE	20
LAURENCE	20
LILIJA	20
LILJANA	20
LIYAN	20
LYNETTE	20
LYS	20
MAI-BRITH	20
MAJLIS	20
MARAL	20
MARGARETH	20
MARIKE	20
MARRY	20
MARYANNE	20
MASOOMA	20
MELAT	20
MENG	20
MERCAN	20
METTE-LINE	20
MIRJETA	20
MIRKA	20
MOIRA	20
MOUNIRA	20
MUSKAN	20
NAMRATA	20
NASIHA	20
NESREEN	20
NGAN	20
NICOLETTE	20
NICULINA	20
NIMRA	20
NOELL	20
NURIJE	20
OLIMPIA	20
OTTILIE	20
OYA	20
PAPAYA	20
PINJA	20
RAHA	20
RAYANA	20
RITAJ	20
RITAL	20
RONIA	20
ROSHAN	20
ROSINE	20
SABAHETA	20
SAHER	20
SELINAY	20
SETAYESH	20
SHANAZ	20
SHAYMA	20
SHELLY	20
SHRISTI	20
SHRUTI	20
SHU	20
SIRIWAN	20
SIVA	20
SOAD	20
SOLFRID	20
STAVROULA	20
SUAAD	20
SØSTER	20
TARJA	20
TAYYABA	20
TILIA	20
TILLIE	20
TIRZA	20
TONNA	20
TORHILD	20
TÜLIN	20
VIA	20
VIJAYA	20
WANIDA	20
WASAN	20
WERA	20
XENA	20
XIAOYU	20
XINYU	20
YUPHIN	20
AAKRITI	19
AARYA	19
ABEBA	19
AIMAN	19
ALBERTINE	19
ALEXANDRA-MARIA	19
ANABELL	19
ANABELLE	19
ANCHALEE	19
ANDRADA	19
ANEESA	19
ANGELIA	19
ANIFE	19
ANNA-KARIN	19
ANN-BETH	19
ANN-GRETHE	19
ANNIEZETTE	19
ANONG	19
APARNA	19
AREEBA	19
AREEJ	19
ARISA	19
ASDIS	19
ASRAA	19
ATIFA	19
AVERY	19
AYE	19
AYIA	19
BANG-ON	19
BENEDICHTE	19
BENJA	19
BENTHA	19
BERTE	19
BETUL	19
BIRGITT	19
BIRUTE	19
BISSAN	19
BRANKICA	19
CHAMILLA	19
CHATARINA	19
CINDI	19
COLLEEN	19
CONCEPCION	19
CRISTA	19
DAHAB	19
DANKA	19
DEIRDRE	19
DÉSIRÉE	19
DIVINE	19
DOROTHEE	19
ELDA	19
ELEN	19
ELÍSABET	19
ELITA	19
ELIZABET	19
ELOÏSE	19
ELVIN	19
ENI	19
EVGENIIA	19
FANI	19
FAUNA	19
FAUSTINA	19
FIYORI	19
FOROUGH	19
GELILA	19
GENET	19
GESKE	19
GRÉTA	19
GUNNVÁ	19
GÜNES	19
HAGAR	19
HAIYAN	19
HAVANNA	19
HEINKE	19
HELA	19
HEYAM	19
HILARY	19
ILANA	19
ILDIKÓ	19
IMOGEN	19
INESSA	19
IOANA-ALEXANDRA	19
ISRAT	19
JAEL	19
JANELLE	19
JIMENA	19
JINDA	19
JIYAN	19
JOSIANE	19
KAMURAN	19
KARUNA	19
KAZI	19
KENDRA	19
KHOLOUD	19
LALA	19
LALLA	19
LANYA	19
LÁRA	19
LIZI	19
LO	19
LUCJA	19
MAEVE	19
MAIYA	19
MALUKA	19
MAMATA	19
MANIJEH	19
MARGRETHA	19
MARITTA	19
MARIYANA	19
MASAL	19
MENSURA	19
METTELINE	19
MEVA	19
MIANNE	19
MIKAYLA	19
MILADA	19
MIOARA	19
MONE	19
MONIRA	19
NAASUNNGUAQ	19
NABEELA	19
NADEEN	19
NAIRA	19
NAWAAL	19
NAZA	19
NEELE	19
NEZIHA	19
NICOL	19
NIKE	19
NISRINE	19
NONA	19
NUUNU	19
OLIVIJA	19
ORIANA	19
PENNIE	19
RAHEELA	19
RAHELA	19
RALITSA	19
RANVA	19
RHINA	19
RINDA	19
RITU	19
ROSALIND	19
RUGILE	19
RUMYANA	19
SALSABIL	19
SAN	19
SANYA	19
SEHRIBAN	19
SELIHOM	19
SEMANUR	19
SERMIN	19
SEVINC	19
SHENAY	19
SI	19
SIFA	19
SIGRIÐUR	19
SINDY	19
SINTIJA	19
SISSAL	19
SLAVA	19
SONAM	19
STACEY	19
SUE	19
SUMITRA	19
SØLVA	19
TANISHA	19
TERNE	19
THEKLA	19
THINA	19
TRINH	19
URAIWAN	19
VALA	19
VEA	19
VIBECKE	19
VIGA	19
VILHELMINE	19
VIVIANNE	19
WEDAD	19
XU	19
YAMUNA	19
ÜMMÜGÜLSÜM	19
YORDANKA	19
YUXIN	19
ZELESTE	19
ZELINE	19
ZENNA	19
ZHI	19
ZSANETT	19
ADEL	18
ADRIJANA	18
AGNÉ	18
AIRI	18
ALANNA	18
ALAYNA	18
ALIMA	18
ALINA-ELENA	18
AMERA	18
AMI	18
ANALYN	18
ANEELA	18
ANELLA	18
ANISETTE	18
ANN-BRIT	18
ANN-CECILIE	18
ANNE-BIRGIT	18
ANNE-MAJ	18
ANSA	18
ARDIANA	18
ÁSDÍS	18
ASIJA	18
ASINAT	18
AVAN	18
AWATEF	18
BENGTA	18
BERINA	18
BERNADETA	18
BERRIN	18
BESA	18
BINTA	18
BJØRT	18
CAITLYN	18
CANSEL	18
CAREN	18
CAROLINE-MATHILDE	18
CHATRINE	18
CIRKEL	18
CLÉMENCE	18
CORAZON	18
DANGUOLE	18
DAREEN	18
DEANNA	18
DEENA	18
DEEPTHI	18
DENA	18
DESIRE	18
DICHTE	18
DIDI	18
DITA	18
DIVA	18
DO	18
DUSICA	18
EIA	18
ELAHE	18
ELVIA	18
ELVISA	18
EMILINE	18
ESPERANZA	18
EVRIM	18
FATMAH	18
FATNA	18
FETIJE	18
FRIDA-MARIE	18
GALA	18
GESA	18
GHADIR	18
GHULAM	18
GILDA	18
GORICA	18
GUDRÚN	18
HAFDIS	18
HAIDI	18
HAJRIJE	18
HEDEVIG	18
HEIDEMARIE	18
HÉLÈNE	18
HELMI	18
IDE	18
IDMAN	18
ILIA	18
INGRID-MARIE	18
ISIS	18
JACINTA	18
JAMUNA	18
JETTA	18
JOANN	18
JODIE	18
JOO	18
KALI	18
KANCHAN	18
KANNA	18
KATCHA	18
KAYLEIGH	18
KEIKO	18
KIRSI	18
KLAUDIJA	18
KOLBRUN	18
LAVANYA	18
LEO	18
LESYA	18
LIAT	18
LIRIJE	18
LÓA	18
LUCREZIA	18
LØNNE	18
MADELYN	18
MAHSHID	18
MAHYA	18
MAISHA	18
MALIHEH	18
MALLE	18
MAMTA	18
MANNY	18
MANPREET	18
MARIOARA	18
MEHAK	18
MEIKEN	18
MELBA	18
MELIHAT	18
MENNA	18
MERNA	18
MERYAM	18
MICHELINE	18
MIZGIN	18
MONALISA	18
MONTSERRAT	18
MUKADDES	18
MUMTAZ	18
MUSKA	18
MÄRTA	18
NADRA	18
NAGHMEH	18
NAIMO	18
NARCISA	18
NARDOS	18
NASIRA	18
NAZAR	18
NAZHA	18
NAZMIJE	18
NEIJA	18
NEYA	18
NIDHAL	18
NIENKE	18
NINON	18
NIPAPORN	18
NOELA	18
NONGLAK	18
NOOSHIN	18
NURSEN	18
OMAIMA	18
PALINA	18
PANIDA	18
PAVLA	18
PILUNNGUAQ	18
QUEEN	18
RACHELE	18
RAHSAN	18
RAVZA	18
RAYAAN	18
RO	18
ROUA	18
ROZ	18
RUKAYA	18
SABRIJE	18
SADIJE	18
SAIFON	18
SAJEDA	18
SAMANDA	18
SAMIKSHA	18
SAMIKSHYA	18
SEYHAN	18
SHAKEELA	18
SHIFA	18
SHRADDHA	18
SICKAN	18
SNEFRID	18
SNEZHANA	18
SOPHY	18
SUDARAT	18
SWETA	18
SØLVIG	18
TANITA	18
TASLEEM	18
TERESIA	18
TILLY	18
TINIE	18
TSVETELINA	18
URAI	18
VIKTORIE	18
YARYNA	18
YUANYUAN	18
ZANNA	18
ZAZA	18
ZIJADA	18
ZOFIE	18
ZOJA	18
AADHYA	17
AADYA	17
AAGOT	17
ADAMA	17
ADILA	17
AFREEN	17
AINOA	17
AITANA	17
AIVA	17
AKSA	17
AKSANA	17
ALLEGRA	17
AMANY	17
ANET	17
ANNA-ELISABETH	17
ANNA-LENE	17
ANNA-MAI	17
ANNASTACIA	17
ANNE-BETH	17
ANNETHE	17
ANNIA	17
ANNIKEN	17
ANN-KATRIN	17
ANUJA	17
ANURADHA	17
AREE	17
ARIELLE	17
ARMITA	17
ARNAQ	17
ARSHIYA	17
ASIFA	17
AUDUR	17
AURICA	17
AVEN	17
AYAKA	17
BADRIA	17
BAHRIJA	17
BASAK	17
BENIGNE	17
BERIL	17
BETINE	17
BIAK	17
BIBIANA	17
BIRCAN	17
BISERA	17
BONNI	17
CASSIA	17
CAT	17
CATHJA	17
CHUTIMA	17
CILKE	17
DAFNE	17
DENNIE	17
DERIN	17
DONA	17
DUBRAVKA	17
DZEMILA	17
EKHLAS	17
ELAHA	17
ELINBORG	17
ELLENORA	17
ELOISA	17
EMMA-MARIE	17
ERZA	17
ESEN	17
EVGENIYA	17
FAADUMO	17
FARIHA	17
FELIX	17
FLÓRA	17
GARIMA	17
GENTIANA	17
GIFTY	17
GINNA	17
GIUSEPPINA	17
GLENNA	17
GUDLAUG	17
GUÐNÝ	17
GULL-MAJ	17
GUNNHILDUR	17
GÜLISTAN	17
GÜLSÜN	17
GYRITH	17
GYULSHEN	17
HANAE	17
HASSEL	17
HEDDI	17
HENRIKKE	17
HIBBA	17
HIDAYA	17
ILJA	17
INÈS	17
INETA	17
INGERID	17
ISHRAT	17
ISLAM	17
IVAANA	17
JANAKI	17
JANAT	17
JEANITA	17
JENIFER	17
JUDITA	17
JØRGA	17
KADRA	17
KAMELIA	17
KAMILIA	17
KANEEZ	17
KANIZ	17
KAREN-SOFIE	17
KAROLA	17
KAROLÍNA	17
KATARÍNA	17
KEIRA	17
KELSEY	17
KENNA	17
KHATIRA	17
KIERA	17
KINNA	17
KINZA	17
KUSUM	17
KYLLE	17
LACRAMIOARA	17
LALITHA	17
LAUFEY	17
LEDA	17
LENNI	17
LEVI	17
LILLEMOR	17
LIPING	17
LISABETH	17
LISANN	17
LIS-LOTTE	17
LIZZETTE	17
LORETTA	17
LORI	17
LOTTI	17
LUCILA	17
LYNDA	17
MAAIKE	17
MADEEHA	17
MADITA	17
MADLEN	17
MAIGEN	17
MALIE	17
MANSOUREH	17
MARGARYTA	17
MARIA-MAGDALENA	17
MARIE-SOFIE	17
MARIE-THERESE	17
MARITZA	17
MARKÉTA	17
MARZANNA	17
MASOOMEH	17
MASUMA	17
MEGGIE	17
MEGUMI	17
MEISE	17
MELANNIE	17
MELANY	17
MELODI	17
MENSURE	17
MERRIT	17
MEVLIDA	17
MICHAL	17
MILINA	17
MINIRE	17
MIRLINDA	17
MOUNIKA	17
MULLE	17
MUNEVERA	17
MURAEL	17
MUSKAAN	17
NAFAS	17
NAJLAA	17
NAVRUZ	17
NAW	17
NEA	17
NEIA	17
NERMA	17
NICO	17
NIRA	17
NISVETA	17
NURHAYAT	17
NUZHAT	17
OMAYMA	17
OTILIE	17
PAIGE	17
PAM	17
PAULETTE	17
PERVIN	17
PETRICIA	17
QENDRESA	17
RIEKE	17
RISA	17
ROCHELLE	17
ROHINI	17
ROSALIN	17
ROSALINE	17
ROZE	17
SAFI	17
SAFIJE	17
SAHEL	17
SAJANA	17
SAMREEN	17
SARAH-LOUISE	17
SARRA	17
SATU	17
SAYEDA	17
SELVIJE	17
SERAFINA	17
SHAMILA	17
SHEIDA	17
SHEREN	17
SHINDA	17
SHOVA	17
SIE	17
SIGI	17
SIRINE	17
SISI	17
SKY	17
SOGHRA	17
SOLE	17
SOMMAI	17
SONIYA	17
SOUKAINA	17
SOUMIA	17
STYLIANI	17
SUKAINA	17
SUMAYYAH	17
SUN	17
SUSSY	17
TABASSUM	17
TALI	17
TAMMI	17
TASIA	17
TATIANE	17
THENNA	17
TINEKE	17
ÞÓRA	17
TRUC	17
TURKAN	17
VEENA	17
VESELINA	17
VIRÁG	17
VIVIE	17
VLADISLAVA	17
WASSANA	17
WILDA	17
ZAIRA	17
ZAKIYA	17
ZHENG	17
ZI	17
ZIMAL	17
ZOULIKHA	17
AALTJE	16
AARATI	16
ABBI	16
ABEERA	16
ADÉLA	16
ADRIANE	16
ADRIJA	16
AFIA	16
AGNA	16
ÁGÚSTA	16
AJO	16
ALEXANDRA-ELENA	16
ALEXANDRIA	16
ALIANA	16
ALIME	16
ALMILA	16
ALTINA	16
ALYAA	16
AMMARA	16
ANAMIKA	16
ANDRINE	16
ANIKÓ	16
ANNE-PIA	16
ANNETTA	16
ANNIJA	16
ANN-JEANETT	16
ANN-LISE	16
ANTOANETA	16
ARA	16
ARBENITA	16
ASEL	16
AUGUSTINE	16
AULONA	16
AURORE	16
AYCHA	16
AYDAN	16
AZIZ	16
BANAZ	16
BÁRBARA	16
BASMALA	16
BECKY	16
BEREN	16
BEVERLY	16
BOGLARKA	16
CATHIA	16
CEBRINA	16
CHADIA	16
CHANELLE	16
CHANNETTE	16
CHANTELLE	16
CHILLIE	16
CHITRA	16
CHRISTELL	16
CISSE	16
CRINA	16
CRISTIANE	16
CSENGE	16
DALIBORKA	16
DALMA	16
DANNI	16
DARINE	16
DARLENE	16
DARUNEE	16
DEMI	16
DIANA-ELENA	16
DIELLZA	16
DONG	16
ELIANNA	16
EMILLY	16
EMMA-SOPHIE	16
ESMANUR	16
FANNEY	16
FARHEEN	16
FARIA	16
FARJANA	16
FATEME	16
FATIN	16
FAUSTA	16
FELIZIA	16
FILSAN	16
FIORELLA	16
FRIIA	16
FURAHA	16
GAYATRI	16
GINNY	16
GRAZIELLA	16
GRETCHEN	16
GULNARA	16
HAFDÍS	16
HANNELISE	16
HARLEY	16
HEDDY	16
HERMINE	16
HIBAQ	16
HODO	16
IASMINA	16
ILLA	16
INGE-BIRTHE	16
INGE-GRETHE	16
INGE-VIBEKE	16
INIYA	16
IOULIA	16
ÍSABELLA	16
JAMILAH	16
JAMINA	16
JANAN	16
JANITA	16
JASLEEN	16
JAY	16
JELA	16
JELIZAVETA	16
JOHANA	16
JOSELINE	16
JULI	16
JÚLÍA	16
JULINE	16
JWAN	16
JØRGINE	16
KA	16
KADIRA	16
KARIANNE	16
KAVYA	16
KHANITTHA	16
KIKA	16
KIMETE	16
KIWA	16
KLEA	16
KOLBRÚN	16
KRISTÍNA	16
LENE-MARIE	16
LENIE	16
LEONARDA	16
LIDIYA	16
LIJUAN	16
LILIT	16
LINDI	16
LISE-MARIE	16
LIYANAH	16
LIZBETH	16
LUBA	16
LUMNIJE	16
MADDALENA	16
MADINAH	16
MAHBOUBEH	16
MAHDIEH	16
MALINI	16
MANDEEP	16
MANHA	16
MARICAR	16
MARIE-CHRISTINE	16
MARIE-CLAIRE	16
MARIETA	16
MARVA	16
MAYUMI	16
MEDEEA	16
MEHRNOOSH	16
MÉLANIE	16
MEREL	16
MILDRID	16
MILLI	16
MINNI	16
MIYA	16
MUNIBA	16
MUSSARAT	16
MYA	16
NADIFO	16
NAEMI	16
NAFEESA	16
NAIME	16
NAIYA	16
NALINI	16
NANG	16
NATASHJA	16
NATHALY	16
NATHIA	16
NAVARANA	16
NAVYA	16
NAYAH	16
NAYLA	16
NAZIRE	16
NEENA	16
NENE	16
NIINA	16
NITHYA	16
NIVETHA	16
ODETA	16
OLESEA	16
OUMAIMA	16
PARASTOO	16
PARIS	16
PATCHAREE	16
PATRÍCIA	16
PERVEEN	16
PRAGYA	16
PUTTE	16
QIN	16
RADKA	16
RAFIA	16
RAGHDA	16
RAGNHEIDUR	16
RAHELEH	16
RAN	16
RASEMA	16
RHODA	16
RIFFAT	16
RITT	16
ROAA	16
ROOS	16
ROXY	16
RUQIYA	16
RÜYA	16
SAADA	16
SADIYA	16
SAINA	16
SANIE	16
SANJIDA	16
SARANYA	16
SARIKA	16
SAULE	16
SAYAKA	16
SELIMA	16
SESILIE	16
SHAFIQA	16
SHAHANA	16
SHAMAILA	16
SHIKHA	16
SHIRA	16
SHUGRI	16
SIRKKA	16
SIYA	16
SOFYA	16
SÓLRÚN	16
SONAL	16
SOUHEIR	16
SOUSAN	16
STEFKA	16
SUDENAZ	16
SUNG	16
SUSHILA	16
SUVADA	16
SVETLA	16
SVIATLANA	16
SÜHEYLA	16
SÜMEYYA	16
TABASUM	16
TALAT	16
TAYEBEH	16
TEIA	16
THOMINE	16
TIBA	16
TÓRA	16
TUA	16
TUIJA	16
TURIÐ	16
VEDRANA	16
VEERA	16
VENERA	16
VENKE	16
WAJIHA	16
WANIA	16
WANJA	16
WATSANA	16
WICTORIA	16
WILHELMINE	16
XIAOLI	16
YDUN	16
YUMNA	16
YUPIN	16
YURDAGÜL	16
YVON	16
ZAFIRA	16
ZALINA	16
ZILJE	16
AGOSTINA	15
AHSEN	15
AIKO	15
ALDE	15
ALIC	15
ALMINE	15
ALVEENA	15
AMALI	15
AMAN	15
AMILYAH	15
AMINEH	15
AMINO	15
AMTUL	15
ANIE	15
ANNAH	15
ANNE-JULIE	15
ANNE-LIE	15
ANN-KRISTINA	15
ANN-PIA	15
ANSE	15
ANTHONIA	15
ANTONELA	15
ANZELIKA	15
ARIJETA	15
ARNANNGUAQ	15
ARNDIS	15
ARYAM	15
ARYANA	15
ASHMITA	15
ASHO	15
ASHWAK	15
ASLA	15
AVELINA	15
AWATIF	15
AYSEN	15
AYUMI	15
AZIN	15
BERYL	15
BI	15
BILYANA	15
BROOKE	15
CÉLIA	15
CHARINA	15
CHARLOT	15
CHUN	15
CINZIA	15
CONSTANTINA	15
CONSTANZE	15
CONSUELO	15
CRISTINA-MARIA	15
DAHABO	15
DALIDA	15
DANAIT	15
DIDDE-MARIE	15
DJAMILLA	15
DORKA	15
ECEM	15
EFNAN	15
EIMAN	15
EL	15
ELYANA	15
ELZE	15
ERNESTINA	15
ESTRELLA	15
EYD	15
FARHA	15
FATOS	15
FELIPPA	15
FERDA	15
FRØYA	15
GAIL	15
GAURI	15
GHAZALEH	15
GJERTRUD	15
GOLNAZ	15
GRAZINA	15
GUDRID	15
GUNDER	15
GUNNVA	15
GURPREET	15
GYDDA	15
GÖKCE	15
HALIMAH	15
HAMRIN	15
HANDE	15
HAYAM	15
HEBBA	15
HIDAYAH	15
HJÖRDIS	15
HUA	15
IDA-SOFIA	15
IÐUNN	15
ILKAY	15
ILYANA	15
INDIGO	15
INGE-BRITT	15
INHA	15
INTESAR	15
JANICA	15
JILAN	15
JOMANA	15
JOSEPHA	15
JUNKO	15
KALYANI	15
KANLAYA	15
KAREN-LIS	15
KARENLISE	15
KARLI	15
KASSIA	15
KATAYOUN	15
KATRI	15
KAZIMIERA	15
KE	15
KHLOÉ	15
KHUSHBOO	15
KIRJA	15
KIRSTY	15
KIRTI	15
KIVA	15
KLARA-SOFIE	15
KRAKA	15
KRISTIINA	15
LAIS	15
LAMYA	15
LARAIB	15
LAURA-MARIE	15
LAURIE	15
LÉNA	15
LIEPA	15
LIESELOTTE	15
LILAF	15
LINDY	15
LINET	15
LIORA	15
LISA-MARIA	15
LISSER	15
LJUDMILA	15
LOJAIN	15
LORE	15
LUCICA	15
LUCILE	15
LUZIA	15
MADHURI	15
MAGDALINE	15
MAKKA	15
MALAI	15
MALIYAH	15
MALOUCCA	15
MALOUE	15
MARIYAH	15
MARJAM	15
MASHAL	15
MATINA	15
MEDEA	15
MEENAKSHI	15
MEHREEN	15
MEHRET	15
MELANIIA	15
MELIN	15
MIA-MARIA	15
MILEA	15
MINERVA	15
MINI	15
MIREYA	15
MIRZA	15
MOLISE	15
MONIREH	15
MOUNIA	15
MUHUBO	15
MYRTO	15
MÜRÜVVET	15
NABINA	15
NAEEMA	15
NAKITA	15
NASTASSIA	15
NASTEHA	15
NAT	15
NETTI	15
NGUYET	15
NICHOLA	15
NIHADA	15
NINKA	15
NIRVANA	15
NOÉMIE	15
NONNI	15
NORHAN	15
NOUSHIN	15
NU	15
ODDNY	15
ORYNA	15
OVIYA	15
PARICHAT	15
PAYAL	15
PEI	15
PELLA	15
PEMBE	15
PERWIN	15
PLAMENA	15
RABEA	15
RAFFAELLA	15
RAIDA	15
RAIHANA	15
RAILI	15
RANJANA	15
RATCHANEE	15
RAVEN	15
REMZIE	15
REZAN	15
RHIANNON	15
RIANA	15
RICA	15
RIMMA	15
ROKSOLANA	15
ROSALYN	15
ROSELIL	15
ROSHANI	15
ROSSANA	15
ROZITA	15
RUKHSAR	15
RUQIA	15
RUWAYDA	15
SABAHAT	15
SAMIJA	15
SAMIRAH	15
SANGEETHA	15
SANVI	15
SARA-LOUISE	15
SAZAN	15
SAZIYE	15
SEERAT	15
SENTA	15
SHADAN	15
SHAILA	15
SHAKIBA	15
SHANICE	15
SHELBY	15
SHI	15
SIERRA	15
SIGRÍÐUR	15
SIGURBJÖRG	15
SIHAAM	15
SIRILAK	15
SKYLAR	15
SLAVKA	15
SOFFY	15
SOLVIG	15
SOMIA	15
SONGUL	15
SONI	15
STANKA	15
STASIA	15
SUCDI	15
SUMERA	15
SUWANNA	15
TANNAZ	15
TANSU	15
TEJA	15
THANAA	15
THEIA	15
THERA	15
THORUNN	15
TIN	15
TOOBA	15
TORILD	15
TRAM	15
TULAY	15
UILOQ	15
ULYANA	15
UMAIMA	15
URMILA	15
VALDIS	15
VALENCIA	15
VASVIJA	15
VIDYA	15
VITALIIA	15
VIVEKA	15
WAZHMA	15
XIU	15
YADIGAR	15
YAO	15
YILIN	15
ÜLKER	15
YORSALEM	15
YUKO	15
ZABINA	15
ZEBA	15
ZENJA	15
ZIFF	15
ZIGGY	15
ZILLA	15
AALIYA	14
AASA	14
AFIFA	14
AILIN	14
AIMI	14
AIO	14
AJLIN	14
AJSE	14
AKITA	14
ALEJNA	14
ALHED	14
ALICA	14
ALIJA	14
ALLI	14
AMEERAH	14
AMISHA	14
AMITA	14
ANAMARIJA	14
ANANDA	14
ANDREEA-GEORGIANA	14
ANDREEA-MIHAELA	14
ANISIA	14
ANNA-BELL	14
ANNA-CLARA	14
ANNA-FRIDA	14
ANNA-ROSA	14
ANNE-LISA	14
ANNINA	14
ANNINE	14
ARAFA	14
ARAYA	14
ARFA	14
ARIANNE	14
ASKA	14
ASTRI	14
ASUMAN	14
ATLA	14
AUKSE	14
AVRIN	14
AWAZ	14
AYANDA	14
AYCA	14
AYEZA	14
AYISHA	14
BEBIANE	14
BEDIA	14
BELEN	14
BELKIS	14
BERITAN	14
BESIMA	14
BETTINNA	14
BETZY	14
BEVERLEY	14
BIRDE	14
BIRTHE-MARIE	14
BISMA	14
BLENDA	14
BRANISLAVA	14
BRITTANY	14
CANA	14
CANDICE	14
CASTANIE	14
CHANIE	14
CHILA	14
CHRISTABEL	14
CICEK	14
CLEMENTINE	14
COLUMBINE	14
CORDULA	14
CORNELIE	14
CRISTINA-ELENA	14
DEEPTI	14
DEVIKA	14
DIKSHYA	14
DIL	14
DILA	14
DINARA	14
DINNIE	14
DIPA	14
DOGA	14
DUDDI	14
DUYEN	14
DZANA	14
EBTESAM	14
EDLA	14
EIRIN	14
ELAINA	14
ELENA-DANIELA	14
ELIE	14
ELLEN-SOFIE	14
ELMINA	14
EMILA	14
EMILJA	14
EMILLIA	14
EMY	14
ENIKÖ	14
ENRICA	14
ENRIKA	14
ERLE	14
ESHA	14
EUGENIE	14
EYJA	14
EZRA	14
FARINA	14
FARISHTA	14
FATMATA	14
FILUKKA	14
FLO	14
FOTEINI	14
FREWEYNI	14
FRÍÐA	14
FRITSE	14
GOHAR	14
GUN-BRITT	14
GUNDE	14
GWENDOLYN	14
HABEN	14
HADAS	14
HADIS	14
HALIDA	14
HAMSA	14
HANAR	14
HANNE-GRETE	14
HANSINA	14
HAO	14
HASNAA	14
HASNIJA	14
HIROKO	14
HOMAIRA	14
HÜSNIYE	14
IA	14
IDA-SOPHIE	14
IEVGENIIA	14
IFFAT	14
ILA	14
INALUK	14
INANNA	14
INDRÉ	14
INGEBJØRG	14
INGEBURG	14
INSAF	14
IRJA	14
ISALINA	14
ISATOU	14
IZABELE	14
JAANA	14
JANKA	14
JANNICKE	14
JARUWAN	14
JEANE	14
JELICA	14
JIAQI	14
JINA	14
JOA	14
JODI	14
JÓRUN	14
JOUD	14
JOWITA	14
JØRLI	14
KADIJA	14
KAITLIN	14
KANJA	14
KAORI	14
KAWTAR	14
KELLIE	14
KESHIA	14
KHALEDA	14
KIRKE	14
KISTA	14
KITTIE	14
KREMENA	14
KRISTYNA	14
KUDRET	14
KYRIAKI	14
LEENE	14
LEIRE	14
LEONE	14
LEONITA	14
LICIA	14
LIEU	14
LIINA	14
LILLIA	14
LIONA	14
LOBNA	14
LOUIS	14
LOVE	14
LUKKA	14
LULLU	14
LUZVIMINDA	14
MAGNHILD	14
MAHBOOBEH	14
MAHBUBA	14
MAHDIA	14
MAHEK	14
MAICA	14
MAISAM	14
MAJA-LOUISE	14
MALA	14
MANESA	14
MANOLA	14
MARIA-CRISTINA	14
MARLY	14
MAYMUNA	14
MAYUREE	14
MEILING	14
MELA	14
MELICA	14
MELIZZA	14
MENA	14
MESERET	14
MIKIE	14
MILAN	14
MILLICENT	14
MINELL	14
MINETTE	14
MINNAH	14
MIRABEL	14
MÓNIKA	14
MUNIIRA	14
NAJANNGUAQ	14
NAMI	14
NAOUAL	14
NAPAPORN	14
NAREE	14
NATHASIA	14
NAZEK	14
NENITA	14
NETTA	14
NICOLETTA	14
NISHAT	14
NOEL	14
NOUHAD	14
NÆLDE	14
ODDVØR	14
OLLIE	14
PANDORA	14
PAR	14
PATRICHA	14
PEMA	14
PHAM	14
PRISCA	14
PURNIMA	14
PUSPA	14
RABA	14
RACHEAL	14
RADOSLAVA	14
RAMIA	14
RAY	14
REHEMA	14
REMA	14
REMAS	14
RESMIJE	14
REYYAN	14
RICARDA	14
RIMAS	14
RIVA	14
ROGHIEH	14
ROJAN	14
RUCHI	14
RUKAN	14
RULA	14
RUWEYDA	14
RUXANDRA	14
SABIRIN	14
SADHANA	14
SAKURA	14
SAMAA	14
SAMRAN	14
SANJU	14
SAPNA	14
SARAFINA	14
SARIA	14
SEMSA	14
SEMSI	14
SENJA	14
SEVALA	14
SHANSHAN	14
SHANTA	14
SHARA	14
SHRUTHI	14
SIDIKA	14
SIRAD	14
SIRIRAT	14
SIRPA	14
SJANNE	14
SOFFIA	14
SONAY	14
SOON	14
SORAIA	14
SOUDABEH	14
SUK	14
SUMANA	14
SUMEJA	14
SUPHATTRA	14
SVANHILD	14
SVANNA	14
SVJETLANA	14
SÜREYYA	14
TAIMI	14
TAKAKO	14
TANZILA	14
TEDDY	14
TELLI	14
THANAPORN	14
TIDA	14
TIIA	14
TILJE	14
TIZIANA	14
TONG	14
TONYA	14
TOVA	14
TRISSE	14
TRUNTE	14
USA	14
UYEN	14
VALÉRIE	14
VERNY	14
VIKKA	14
VU	14
WANIYA	14
WANPEN	14
WATEEN	14
YANYAN	14
YASSMIN	14
YOGESWARY	14
YOHANNA	14
YONNA	14
YOUNG	14
YUI	14
YUTING	14
ZDRAVKA	14
ZEINEB	14
ZHILA	14
ZORKA	14
ZULAIKHA	14
ZÜMRA	14
ABENA	13
ABIER	13
ABIGAEL	13
ADÈLE	13
ALBIONA	13
ALEKSANDRINA	13
ALINA-MIHAELA	13
AMNAH	13
ANAAM	13
ANAIA	13
ANDREEA-ALEXANDRA	13
ANDREEA-MARIA	13
ANIELLA	13
ANIS	13
ANJILA	13
ANNA-CECILIE	13
ANNEDORTHE	13
ANNE-KARINA	13
ANNELISA	13
ANNEMAI	13
ANNEMARIA	13
