Efternavne, 1. januar 2025
(kun navne med tre eller flere forekomster)

Navn	ANTAL
HARBOESGAARD	14
HARDMAN	14
HARMASH	14
HARNE	14
HARNING	14
HARRITSHØJ	14
HARTZNER	14
HARZ	14
HASKOVIC	14
HASSOUNI	14
HAUGAARD-HANSEN	14
HAUGELUND	14
HAUGESEN	14
HAULRIG	14
HAUPT-HANSEN	14
HAUSCHULTZ	14
HAUTORP	14
HAVRE	14
HAVSTEEN-MIKKELSEN	14
HAVSTREYM	14
HAXHOLDT	14
HAYATLEH	14
HAYRULA	14
HAZIROVIC	14
HEBELTOFT	14
HEDEGREEN	14
HEDEHOLM	14
HEDE-JENSEN	14
HEDENVALL	14
HEEDAL	14
HEESCHEN	14
HEICKENDORF	14
HEIDELBERG	14
HEIKER	14
HEINER-LARSEN	14
HELDARSKARD	14
HELGEBY	14
HELMANN	14
HELMGAARD	14
HELMI	14
HELTBOE	14
HELVANG	14
HELWANI	14
HEMMELØFF	14
HENDEM	14
HENLOV	14
HERBEL	14
HERBERG	14
HERGET	14
HERLER	14
HERMARIJ	14
HERMES	14
HERNIG	14
HERSHØJ	14
HERSIG	14
HESSELBORG	14
HESSEN-SCHMIDT	14
HESTER	14
HIDA	14
HILLEBERT	14
HILLERSDAL	14
HILSTED	14
HILSØE	14
HINST	14
HJARDEMÅL	14
HJERONIMUS	14
HJERTOFT	14
HJORTSBALLE	14
HJÆLMHOF	14
HMOUDA	14
HOBSON	14
HODO	14
HODZIC-MEHIC	14
HOHMANN	14
HOKKERUP	14
HOLLUND	14
HÓLM	14
HOLM-ANDERSEN	14
HOLMHUS	14
HOLM-MORTENSEN	14
HOLMSTAD	14
HOLMSTRØM-HANSEN	14
HOLSMOSE	14
HOLTEN-LUND	14
HOLTOV	14
HONCHAROV	14
HONORÈ	14
HOSTE	14
HOVDE	14
HRYHORIEV	14
HRYSHCHENKO	14
HULMOSE	14
HUNGER	14
HUSEBØ	14
HUZELL	14
HVIDSØ	14
HYLDEKROG	14
HYLDRUP	14
HYLGAARD	14
HYLLEMOSE	14
HYRE	14
HÆSUMGAARD	14
HØFFLER	14
HØGSLUND	14
HØILAND	14
HØISGAARD	14
HØITBJERG	14
HØITE	14
HØJBORG	14
HØJDAHL	14
HØJGAARD-HANSEN	14
HØJTVED	14
HØNGE	14
HØNNING	14
HØRDAL	14
HØRK	14
HØST-AARIS	14
HØVIK	14
IBRAIMOV	14
IBRIQ	14
IFRIM	14
IFVERSSON	14
ILDAL	14
ILIASOFF	14
ILIN	14
ILVE	14
IMAM	14
IMBREA	14
INCEKARA	14
INCELIK	14
INGADÓTTIR	14
INGEBY	14
INGELSSON	14
INSELMANN	14
INVERNIZZI	14
IONICA	14
IPPOLITO	14
IRADUKUNDA	14
IRBY	14
IRELAND	14
ISAEV	14
ISALMAZ	14
ISBYE	14
ISHOLM	14
ISHTIAQ	14
ISLEV	14
IVANAUSKAS	14
IVANOF	14
JABARKHEL	14
JABLI	14
JABLONOWSKY	14
JACHMANN	14
JADI	14
JALKING	14
JALRIS	14
JALTOFT	14
JANOWSKI	14
JANSFORT	14
JANSONE	14
JANUZI	14
JARAD	14
JARBØL	14
JARKAS	14
JARLGREN	14
JARZABEK	14
JASIN	14
JASTRUP	14
JAYAKUMAR	14
JELNES	14
JENTSCH	14
JEREMINSEN	14
JEVRIC	14
JEYARUBAN	14
JOHNSLEV	14
JONDAHL	14
JORDALEN	14
JORDHØJ	14
JOSTY	14
JUELSGÅRD	14
JUGOVIC	14
JUHL-LAUGESEN	14
JUHL-SØRENSEN	14
JUNCU	14
JUNG-JENSEN	14
JUNKER-HANSEN	14
JUPIN	14
JÖHNK	14
JØNSTRUP	14
JØRGENSGAARD	14
KAARILL	14
KAARØE	14
KAATERUD	14
KACAMAZ	14
KACHKOUCH	14
KADAM	14
KAHLIL	14
KAIKAI	14
KAJIC	14
KALINOWSKI	14
KAMBY	14
KAMPLER	14
KANSING	14
KANWAR	14
KARANGI	14
KARECKI	14
KAREM	14
KARLI	14
KARLSFORT	14
KARLSHØJ-NIELSEN	14
KARLSTRÖM	14
KARM	14
KARPINSKA	14
KARVA	14
KARWOWSKI	14
KASAPI	14
KASSE	14
KAUSLUND	14
KEATING	14
KEISER	14
KELDKE	14
KENHOF	14
KENNET	14
KENTER	14
KETTING	14
KHADGI	14
KHALEGHI	14
KHALIFE	14
KHAMIS ORAHA	14
KHARAIBI	14
KHAROUB	14
KHARROUBI	14
KHASKIYEH	14
KHIDIR	14
KHOMYCH	14
KIELBASA	14
KILDBANE	14
KILDEBO	14
KILDSIG	14
KILSCHOW	14
KIMURA	14
KINASTOVSKI	14
KINDER	14
KIPLEV	14
KIRIK	14
KIRKESTRUP	14
KIRUD	14
KISIC	14
KISIEL	14
KISLING-MØLLER	14
KJELFRED	14
KJÆRNØ	14
KJÆRSDAM	14
KJÆRULF-MØLLER	14
KLACAR	14
KLAMMER	14
KLEDING	14
KLEINBERG	14
KLEINSØE	14
KLEMPIC	14
KLENOW	14
KLINDTWORTH	14
KLINGAA	14
KLINGEMANN	14
KLITVAD	14
KLOKHØJ	14
KLUSSMANN	14
KLØVGAARD	14
KNIPPEL	14
KNOX	14
KOBASLIC	14
KOBIALKA	14
KOBORG	14
KOERNER	14
KOFOED-SØRENSEN	14
KOGSTAD	14
KOKANOVIC	14
KOLASA	14
KOLBAK	14
KOLTERS	14
KOMI	14
KOMOROWSKI	14
KONBÆK	14
KONGEBO	14
KONGSTE	14
KONONENKO	14
KONRUP	14
KOPMAZ	14
KOPYTKO	14
KORHONEN	14
KOSIOR	14
KOUR	14
KOVACH	14
KOWALEWSKA	14
KOZACHENKO	14
KOZLOV	14
KRABBE-SØRENSEN	14
KRASTRUP	14
KRAUFELDT	14
KRAUNSØE	14
KRDZIC	14
KREJLUND	14
KRELL-JØRGENSEN	14
KRETZMANN	14
KRISHNASAMY	14
KRISTO	14
KROHNE	14
KRUSE-ANDERSEN	14
KRÜGEL	14
KRYGERMEYER	14
KRYL	14
KU	14
KUBO	14
KUCZA	14
KULLEBO	14
KUMARAN	14
KUNC	14
KUNDAL	14
KUNWALD	14
KUNØ	14
KURYLENKO	14
KUSHNIRENKO	14
KUTSAN	14
KUYUCU	14
KUZU	14
KVAMM	14
KVICH	14
KWIATEK	14
KÜCÜKKARACA	14
KYLLESBECK	14
KYRSTEIN	14
KYRYLIUK	14
KÆRAA	14
KØNIGSBERG	14
KØPPLER	14
KØRTING	14
KÅG	14
LADEKJÆR-MIKKELSEN	14
LAEBEL	14
LAHI	14
LAHM	14
LAILA	14
LAMBERTS	14
LAMPTEY	14
LAMRABET	14
LANDEX	14
LANDMOSE	14
LANDRUP	14
LANGBJERG	14
LANGENBERG	14
LANGERMANN	14
LANGHOFF-JENSEN	14
LANGWAGEN	14
LAPINSKI	14
LASKO	14
LATOCHA	14
LAU-JEPPESEN	14
LAUSTEN-THOMSEN	14
LAVINDSGAARD	14
LAVRYK	14
LEBEDEVA	14
LEBLANC	14
LECA	14
LEERBECH	14
LEHIM	14
LEJLAND	14
LEKTONEN	14
LEMBKE-JENSEN	14
LEMMICKE	14
LENDAGER	14
LENK	14
LEONI	14
LERCHE-SIMONSEN	14
LERHARD	14
LESHCHENKO	14
LESZKOWICZ	14
LEVSEN	14
LEWERISSA	14
LICHT-LARSEN	14
LIDANG	14
LIEDER	14
LIGNELL	14
LILALA	14
LILIENTHAL	14
LILTOFT	14
LINCOLN	14
LINDEK	14
LINDÉR	14
LINDEROD	14
LINDERSTRØM	14
LIND-RASMUSSEN	14
LINKHORST	14
LINNÆS	14
LINSAA	14
LIPSØ	14
LISHCHUK	14
LITTAU-JENSEN	14
LITTMANN	14
LIVINGSTONE	14
LJIMANI	14
LOEHR-PETERSEN	14
LOFTHEIM	14
LOKDAM	14
LOKESGAARD	14
LONKA	14
LORCKMANN	14
LORENTZ-PETERSEN	14
LORINCZ	14
LOS	14
LOTTENBURGER	14
LUBBAD	14
LUBINSKA	14
LUCKOW-NIELSEN	14
LUNDEBORG	14
LUNDIS	14
LUNIEWSKI	14
LUNNEMANN	14
LYCKHAGE	14
LYK-JENSEN	14
LYNGBORG	14
LYNGDAL-CHRISTENSEN	14
LYNGHARD	14
LYNGHUS	14
LYVING	14
LÆBRO	14
LÆGG	14
LÆNKHOLM	14
LÆNTVER	14
LÆTGAARD	14
LØKKEBØ	14
LØV	14
LÅNG	14
MAAGESØ	14
MAAT	14
MACKOWIAK	14
MADAN	14
MADIGAN	14
MAGLEMOSE	14
MAGNILD	14
MAHJOUB	14
MAJBORN	14
MAKARCHUK	14
MAKENHAUER	14
MAKIENOK	14
MALCOLM	14
MALESA	14
MALIQI	14
MALKI	14
MALMGREN-HANSEN	14
MAMAN	14
MAMEDOVA	14
MANDZO	14
MANE	14
MANNA	14
MANNAA	14
MANNERUP	14
MANNIK	14
MANSIA	14
MANSILUNGAN	14
MANZUR	14
MAQBOOL	14
MAQE	14
MAQSUDI	14
MARBJERG	14
MARBORG	14
MARCIMAK	14
MARKANDU	14
MARLO	14
MARQVERTSEN	14
MARTELLO	14
MARTYNENKO	14
MASSA	14
MASSEY	14
MATEIU	14
MATOVU	14
MAURITSON	14
MAWAD	14
MAZAHERI	14
MAZIARZ	14
MC INTOSH	14
MC MAHON	14
MCDERMOTT	14
MEDEDOVIC	14
MEEDER	14
MEHMEDOVA	14
MEHMORZADA	14
MEHRAN	14
MEISER	14
MEISNER-JENSEN	14
MEJLBJERG	14
MEJLGÅRD	14
MEJLSTED	14
MEJNDOR	14
MEKAWI	14
MELLMØLLE	14
MENENDEZ	14
MENEZES	14
MENGAL	14
MENGS	14
MENHEM	14
MENS	14
MERSAL	14
MERVED	14
MERZ	14
MESBAHI	14
MESTANOGLU	14
MESTER-CHRISTENSEN	14
METODIEV	14
MEX-JØRGENSEN	14
MICELI	14
MICHALOWSKI	14
MIDZIC	14
MIETKE	14
MIKELSONS	14
MIKLADAL	14
MIKULA	14
MILFELDT	14
MILKOWSKI	14
MILLERS	14
MILMAN	14
MILSTED	14
MINDBJERG	14
MING	14
MIRCHEV	14
MISHCHUK	14
MISSING	14
MITKOVA	14
MITURA	14
MOALIM	14
MOEGREEN	14
MOLDENHAWER	14
MONAGHAN	14
MONGER	14
MORGILS	14
MOSAVI	14
MOSTAPHA	14
MOSTEL	14
MOULIN	14
MOWINCKEL	14
MRZYGLOD	14
MUAL HLUN	14
MUHAREB	14
MUJEVIC	14
MUNKBERG	14
MURAWSKI	14
MURTEZAJ	14
MURTEZI	14
MUSLII	14
MUSTEATA	14
MUSZYNSKA	14
MUTADEL	14
MUURMAND	14
MÜERMANN	14
MÜHLBRANDT	14
MYRALF	14
MYRDAL	14
MYRLUND	14
MÆNNCHEN	14
MÆTZKE	14
MØLLE	14
MØLLENBORG	14
MØLLEVANG	14
MØLTORP	14
MØRN	14
MØRUM	14
MØRZ	14
N-A	14
NABE	14
NADAL	14
NADHAZI	14
NAFEES	14
NAIDU	14
NAKAI	14
NAMER	14
NAMMOURA	14
NAMROU	14
NARVEDSEN	14
NASEHI	14
NASR	14
NAUNDRUP-JENSEN	14
NAVAS	14
NAVRSTED	14
NAYEF	14
NEAMT	14
NEGRESCU	14
NESS	14
NESTOR	14
NIERHOFF	14
NIKOLAU	14
NILOU	14
NIRAULA	14
NIS-HANSEN	14
NISSAN	14
NIURE	14
NOLLIN	14
NORBRINK	14
NORDKLITGAARD	14
NORDSBORG	14
NORKING	14
NOWACKA	14
NSUBUGA	14
NUPPNAU	14
NYBOM	14
NYBÆK	14
NYFJELD	14
NYGREN	14
NYLUND	14
NYLYKKE	14
NYSKJOLD	14
NYSTEEN	14
NØKKENTVED	14
NØRREDAM	14
NØRREVIG	14
OBERLÄNDER	14
OBITSØ	14
ODER	14
ODIN	14
ODSGARD	14
OHGRØN	14
OHRBERG	14
OKOYE	14
OLCAY	14
OLDORF	14
OLISCHER	14
OLIVEROS	14
OLL	14
OMEYRAT	14
OPAUKA	14
OPHEIM	14
OPRIS	14
ORDELL	14
OREDSSON	14
ORHEIM	14
ORLAMUNDT	14
ORLANDO	14
ORLOWSKA	14
ORNEBORG	14
OROS	14
ORR	14
ORRIS	14
OSINSKI	14
OSIPOVA	14
OSSMAN	14
OTIENO	14
OTTERDAHL	14
OTURAI	14
OUTRUP	14
OXE	14
OYONG	14
PADOVAN	14
PAIS	14
PALMDAHL	14
PALNOV	14
PALSDOTTIR	14
PALVAD	14
PANCHAL	14
PANDA	14
PANGLER	14
PANGØ	14
PANJSHIRI	14
PANNELL	14
PANOVA	14
PANTIRU	14
PAPAKONSTANTINOU	14
PARAMASIVAM	14
PARNER	14
PARNOV	14
PARTOV	14
PASICHNYK	14
PASTOR	14
PATER	14
PATRA	14
PATRU	14
PAUDAL	14
PAVLIK	14
PEITZSCH	14
PEKALA	14
PELCK	14
PEPIN	14
PEREIRA DA SILVA	14
PERJU	14
PEROTTI	14
PEROVIC	14
PERTOU	14
PHILIPPON	14
PHIPPS	14
PICU	14
PIERRI	14
PIETSCH	14
PIHLKJER	14
PILIPOVIC	14
PILZ	14
PINEDA	14
PIPENBRING	14
PIRANI	14
PIRAPAHARAN	14
PLESA	14
PLEWA	14
PLOVST	14
PLUMHOFF	14
PLÖGER	14
POORTHUIS	14
POPALZAI	14
PORSFELT	14
POSNER	14
PRAEM	14
PRAGER	14
PREDESCU	14
PREISZ	14
PRESKOU	14
PRIMSØ	14
PRISECARU	14
PRISKE	14
PROKOPIUK	14
PRUS	14
PRZEKLASA	14
PUDASAINI	14
PUJOL	14
PULAWSKI	14
PUNTERVOLD	14
PURCEA	14
PURHUS	14
PURLUND	14
PUZIO	14
QADIRI	14
QAIS	14
QASIMI	14
QERIMI	14
QUINTO	14
QUIRINUS-JENSEN	14
QVESEL	14
RABENHØJ	14
RADEVA	14
RADSTED	14
RADULOVIC	14
RAFFING	14
RAFFN	14
RAGNSVALD	14
RAHIMIAN	14
RAHMATULLAH	14
RAHMATYAR	14
RAJESH	14
RAKLEV	14
RAMAKI	14
RAMLOW	14
RAM-PEDERSEN	14
RAMUS	14
RANDEL	14
RANDHAWA	14
RANTS	14
RASCH-CHRISTENSEN	14
RASHITI	14
RASHOU	14
RASLAN	14
RASTÉN	14
RAVENSBECK	14
RAVN-CHRISTENSEN	14
RAVNEBERG	14
RAVNSBECK	14
RAYAMAJHI	14
RAZBAN	14
READING	14
RECINELLA	14
REDING	14
REGENBOGEN	14
REHAL	14
REHAN	14
REHDIN	14
REHOLT	14
REICHL	14
REIHS	14
REINDORF	14
REINMARK	14
REITHER	14
REKLER	14
REKVE	14
REMARK	14
REMONTIUS	14
RESDAL	14
RETSLOV	14
REVITA	14
REYNISDÓTTIR	14
REZAEE	14
RIDDERMANN	14
RIGALL	14
RIGENSBORG	14
RIGHI	14
RINALDI	14
RINALDO	14
RISDAL	14
RISKJÆR	14
RITMANN	14
RITSLEV	14
RIVERO	14
RODE-MØLLER	14
ROG	14
ROGOVA	14
ROIG	14
ROLAJ	14
ROLIGGAARD	14
ROMAGNOLI	14
ROMANOWSKA	14
ROMEYKE	14
ROSDAM	14
ROSENVANG	14
ROSENØRN-DUE	14
ROTAR	14
ROTHEJSEN	14
ROTHGARDT	14
ROTVIT	14
RRAHIMI	14
RUDZKI	14
RUHØJ	14
RUNEBO	14
RUNGBORG	14
RUSTAD	14
RUTELL	14
RYNKEBJERG	14
RYOLF	14
RYTSEL	14
RYVARD	14
RZEPKA	14
RØDSKOV	14
RØDTJER	14
RØHRMANN	14
RØNNELUND	14
RØNNENTOFT	14
RØNNESTAD	14
RØRMAND	14
RÅDBJERG	14
SABAREDZOVIC	14
SABIH	14
SABRY	14
SADEQI	14
SAEI	14
SAHAK	14
SAHAR	14
SAHLMANN	14
SAIDIAN	14
SAKSØ	14
SALAZAR	14
SALDERN	14
SALLOUM	14
SALMARK	14
SAMALEH	14
SAMOILA	14
SANCAR	14
SANDERHUS	14
SANDFÆR	14
SANDKAMM	14
SANDRIS	14
SANDSTED	14
SANEA	14
SANKAR	14
SANNIG	14
SANTHIRASEGARAM	14
SANTORO	14
SAOUMA	14
SAPSWORTH	14
SARAJ	14
SARAN	14
SARAVANAN	14
SARON	14
SASAKI	14
SAVI	14
SAVYCH	14
SAXIL	14
SAYEGH	14
SAYIN	14
SCHAAL	14
SCHALECK	14
SCHEFTELOWITZ	14
SCHENSTRØM	14
SCHERRER-TANGEN	14
SCHIFFHAUER	14
SCHLAMOWITZ	14
SCHLEIN	14
SCHLEMMER	14
SCHMOLDT	14
SCHNEEFELDT	14
SCHNETLER	14
SCHOBER	14
SCHOLDAN	14
SCHOU-LARSEN	14
SCHREYER	14
SCHULEIT	14
SCHULIAN	14
SCHULTZ-LORENTZEN	14
SCHWARTS	14
SCHWENDSON	14
SCHWERDFEGER	14
SCHÄRER	14
SCHØNSTED	14
SCKALETZ	14
SCURTU	14
SEBBEL	14
SEDIGH	14
SEEWALDSEN	14
SEGERSTRØM	14
SEHOLT	14
SEIERØE	14
SEIM	14
SEJDI	14
SELCHAU-HANSEN	14
SELCUK	14
SELIMAN	14
SELNÆS	14
SEMAK	14
SEMENENKO	14
SEMSEN	14
SENNENVALD	14
SERIC	14
SERNER	14
SETTNES	14
SHAHIDI	14
SHAHPAR	14
SHAIRZAD	14
SHALABY	14
SHASWAR	14
SHEIN	14
SHEMSIU	14
SHIRIPOUR	14
SHWAN	14
SICHKAR	14
SIDAL	14
SIEGFRIED	14
SIELSTED	14
SIGBRAND	14
SIGURDARSON	14
SILASSEN	14
SILAU	14
SILLAH	14
SINDBY	14
SINDBÆK	14
SIRICH	14
SISON	14
SIVANATHAN	14
SIVAPATHAM	14
SKAADEGAARD	14
SKAB	14
SKAK-IVERSEN	14
SKARSØ	14
SKARUM	14
SKIBSHOLT	14
SKIBYE	14
SKIØTH	14
SKJERNØ	14
SKJOLDLUND	14
SKOCZYLAS	14
SKOK	14
SKORÁ	14
SKOU-NIELSEN	14
SKOUW	14
SKYDAN	14
SKÆRRIS	14
SKÅNING	14
SKÅRUP	14
SLAIMAN	14
SLATANACH	14
SLAVOV	14
SLETTEGAARD	14
SLEZAK	14
SLIWINSKI	14
SLOTTVED	14
SLOTØ	14
SMITSDORF	14
SNEDLED	14
SNEL	14
SNORRADÓTTIR	14
SOHRBECK	14
SOLDATH	14
SOLEEN	14
SOLEMA	14
SONSUZ	14
SOSE	14
SOUBAK	14
SPANGSVIG	14
SPARRING	14
SPOTTOG	14
STAAK	14
STACHURA	14
STAMMER	14
STANGEGÅRD	14
STANSTRUP	14
STAPEL	14
STARZEC	14
STAUNÆS	14
STAUR	14
STEEL	14
STEELTOFT	14
STEENHOFF	14
STEGMAN	14
STEINBOCK	14
STEINFATH	14
STEINITZ	14
STELZER	14
STENBJØRN	14
STENHOLDT	14
STENLED	14
STERNDORF	14
STIEF	14
STILOV	14
STOKIC	14
STOLERU	14
STOPA	14
STOUENBERG	14
STRAABERG	14
STRALENDORFF	14
STRANDSBY	14
STREUBEL	14
STRYNØ	14
STRØGER	14
STRØMBLAD	14
STYKKEL	14
STYVER	14
STÆRK-NIELSEN	14
SUBCLEFF	14
SULEYMAN	14
SULUK	14
SUMAR	14
SUNDAY	14
SUNDORPH	14
SUNDQVIST	14
SURUGIU	14
SUSE	14
SUUSGAARD	14
SUWALSKI	14
SVAHN	14
SVALE	14
SVANEMOSE	14
SVEDSTRUP	14
SVEJBORG	14
SWEID	14
SYVERTSEN	14
SZABADOS	14
SZAFRAN	14
SZANTO	14
SZCZESNY	14
SZÜCS	14
SÆTTEM	14
SÆVARSDÓTTIR	14
SØBJÆRG	14
SØJDIS	14
SØLSNES	14
SØNDERDAHL	14
SØVIK	14
SÖYLEMEZ	14
TABUDA	14
TAHMASEBI	14
TAKLO	14
TALLERUPHUUS	14
TAMBE	14
TAMSTRUP	14
TAWADROS	14
TAWBE	14
TAYA	14
TAYLAN	14
TCHIKAI	14
TECHEN	14
TEINVIG	14
TEKLEAB	14
TEKMEN	14
TELANDER	14
TELCS	14
TESFAGABER	14
TESLENKO	14
THAMBIPILLAI	14
THAPALIYA	14
THARMARAJAH	14
THELBORG	14
THELLEMANN	14
THELLESSEN	14
THERKILSEN	14
THESBØL	14
THIERRY-CARSTENSEN	14
THILSTED	14
THINGSGAARD	14
THINTER	14
THISSENIUS	14
THIYAGARAJAH	14
THORNBÆK	14
THORSBRO	14
THORSHØJ	14
THORSTENSON	14
THORTZEN	14
THORVILDSEN	14
THOUMY	14
THRANE-OLSEN	14
THU	14
THUN-RASMUSSEN	14
THYE-PETERSEN	14
THYLANDER	14
THÜRMER	14
THYSGAARD	14
TIBÆK	14
TIDEMAND-DAL	14
TILJESET	14
TILLING	14
TITUSSEN	14
TOLSTOY	14
TON	14
TOPLU	14
TORKAMANI	14
TORPDAHL	14
TORSBAKKE	14
TOSKA	14
TOURELL	14
TRAASDAHL	14
TRAJANO	14
TRANDUM	14
TRAYNOR	14
TRENSKOW	14
TRIER-MØRCH	14
TRINIDAD	14
TROFIN	14
TRONBJERG	14
TRUSH	14
TRYDAL	14
TSVETKOV	14
TUBORG	14
TUEGAARD	14
TUFAIL	14
TUFT	14
TUNÇ	14
TURAY	14
TURCAN	14
TURIN	14
TURNBULL	14
TUTUIANU	14
TWUMASI	14
TYNDESKOV	14
TÜRKER	14
ULDALL-HANSEN	14
ULDBRANDT	14
UL-HASSAN	14
ULLETVED	14
ULSE	14
ULSIG	14
ULVBJERG	14
UMAROVA	14
UNNA	14
URSEM	14
USTA	14
USTYMENKO	14
UTHMAN	14
VACHER	14
VADMAN	14
VAGNKILDE	14
VAINER	14
VALBO	14
VALK	14
VALLING	14
VALLIPURAM	14
VAMOS	14
VAN BERKEL	14
VAN DAM	14
VAN DER LINDEN	14
VAN DER MADE	14
VAN DER WEIDEN	14
VAN KOOTEN	14
VAN SOEST	14
VAS	14
VASANTHAN	14
VASEEM	14
VASTILA	14
VEDEBY	14
VEGENER	14
VEILSTRUP	14
VEJ-HANSEN	14
VEJLAND	14
VEJLESBY	14
VELAUTHAM	14
VELDT	14
VELTH	14
VEMMER	14
VEMMING	14
VENBJERG	14
VENKATESH	14
VERMØ	14
VERNER-LASSEN	14
VESTENAA	14
VESTERAA	14
VESTERGAARD-POULSEN	14
VIBE-PEDERSEN	14
VIBERT	14
VIDA	14
VIDIMLIC	14
VIGILIUS	14
VIKJÆR	14
VIKSØE	14
VILLARBA	14
VILLITS	14
VILMUN	14
VILSBÆK	14
VINDBÆK	14
VINDEBALLE	14
VINDELIN	14
VINDHEIM	14
VINLØV	14
VINOTH	14
VINTEN-JOHANSEN	14
VINTHER-LARSEN	14
VINZENTSEN	14
VISFELDT	14
VLAHOVIC	14
VLK	14
VOITKO	14
VON BARNEKOW	14
VON CAPPELEN	14
VON LINDHOLM	14
VON THUN	14
VORDING	14
VOROBIOV	14
VORSØE	14
VUCELIC	14
VYSNIAUSKAS	14
VÆLDS	14
VÆRGMAN	14
VØGG	14
VØHLERT	14
VØLDIKE	14
VØLVER	14
WAHLSTEN	14
WAKABAYASHI	14
WALDBJØRN	14
WALIA	14
WALID	14
WALLBRIDGE	14
WALO	14
WANGSGAARD	14
WANSTRUP	14
WARDEH	14
WARDING	14
WARIS	14
WARNING	14
WARRAD	14
WARTH	14
WASZKIEWICZ	14
WAWERU	14
WAZIRE	14
WECKESSER	14
WEDERSØE	14
WEILBORG	14
WEILGUNY	14
WELDEMARIAM	14
WELSIEN	14
WENNEVOLD	14
WESSELGREEN	14
WESTERHOLT	14
WESTMANN	14
WEYE	14
WHELAN	14
WIBERG-JØRGENSEN	14
WICKELGREN	14
WICKMAN	14
WIDAHL	14
WIECKER	14
WILDER	14
WILDNER	14
WILES	14
WILKENSKJELDT	14
WILKKI	14
WILLERS-MADSEN	14
WILLMS	14
WILSKY	14
WILSTED	14
WINDBERG	14
WINDFELD-LUND	14
WINDIG	14
WINGE-PETERSEN	14
WINGSTED	14
WINTERSØ	14
WINTHEREIG	14
WISHOFF	14
WODARKA	14
WOLEK	14
WOOLLHEAD	14
WORCK	14
WORMSLEV	14
WORUM	14
WORZIGER	14
WULFF-JØRGENSEN	14
WYZYKOWSKI	14
WÆDEGAARD	14
YABAROW	14
YADGARI	14
YALAHOW	14
YASSER	14
YATAN	14
YEO	14
YEVTUSHENKO	14
YNDDAL	14
YONIS	14
YOSSEF	14
YOUSFI	14
YOUSUFZAI	14
YUE	14
YURTSEVEN	14
YUSUFZAI	14
YVEN	14
ZABOLI	14
ZACHODNIK	14
ZAHORUIKO	14
ZAHTI	14
ZAITER	14
ZAKHAROVA	14
ZAMIRI	14
ZARANDI	14
ZARROK	14
ZEKOVIC	14
ZENNER	14
ZERAY	14
ZERE	14
ZERU	14
ZEYBEK	14
ZEYMER	14
ZHAI	14
ZHUKOV	14
ZIELONKA	14
ZIMINO	14
ZINNER	14
ZOORI	14
ZOZULIA	14
ZURAWSKI	14
ZYGMUNT	14
ZÜRCHER	14
ZYSKIND	14
ZØYLNER	14
ØDEGÅRD	14
ÖGEN	14
ØRNSKJOLD	14
ØSTERFELT	14
ØSTRUP-JEPPESEN	14
ØSTRUP-MØLLER	14
ØXENBERG	14
ÖZPOLAT	14
ÖZTUNC	14
Á RÓGVI	13
AABOER	13
AADAHL	13
AAGAARD-HANSEN	13
AASAND	13
AASE	13
AASMUL	13
ABAWI	13
ABBADI	13
ABBONDIO	13
ABDIRISAQ	13
ABDULHANNAN	13
ABDULJABAR	13
ABDUL-MAWLA	13
ABDULRAHIM	13
ABELE	13
ABKJER	13
ABOU AOUN	13
ABOU EL-SAAD	13
ABOU SABHA	13
ABOU TAHA	13
ABOU-ARAB	13
ABU	13
ACHIREI	13
ADLY	13
ADSTOFTE	13
AFRANIE	13
AFSHARI	13
AGAPE	13
AGIRMAN	13
AGNHOLT	13
AGTBØL	13
AGUIRRE	13
AHLÉN	13
AHLUWALIA	13
AHMED ALI	13
AHMEDOV	13
AI	13
AIES	13
AJSTRUP	13
AKMESE	13
AKRAWY	13
AL DIRAWI	13
AL FARAJ	13
AL OTHMAN	13
AL RIFAI	13
AL SHAABNI	13
ALAKUS	13
AL-AMIRI	13
AL-ASFAR	13
AL-ASMAR	13
ALAY	13
AL-BAKAA	13
AL-DAFAEE	13
AL-DHAHIRI	13
AL-DIJELY	13
AL-DOWAIRI	13
AL-EASA	13
ALEMPIEW	13
ALEXANDRE	13
AL-GHANDOUR	13
AL-GHERIBAWI	13
AL-HAMAMI	13
AL-HUMAID	13
ALI AHMED	13
ALI DIB	13
ALIM	13
ALJAMAL	13
AL-KABALAWI	13
ALKABBANI	13
AL-KASEB	13
ALKAYEM	13
ALKEN	13
ALKHAFAJI	13
AL-KHAMISI	13
ALLON	13
ALMAFALANI	13
AL-MANSOURI	13
AL-MESHAIKI	13
AL-MUSAED	13
AL-NAEEF	13
AL-NAKEEB	13
ALSALHANI	13
AL-SENYANI	13
AL-SHEMARY	13
AL-TAEE	13
ALTHOEHN	13
ALTO	13
ALUSH	13
ALVEEN	13
ALVING	13
AMARIEI	13
AMELAND	13
AMEUR	13
AMMING	13
AMONOO	13
ANDE	13
ANDER	13
ANDERSEN-MØLLER	13
ANDERSONS	13
ANDRASON	13
ANDRIIENKO	13
ANISIMOV	13
ANKERAA	13
ANKER-PETERSEN	13
ANTONELLI	13
ANTONESCU	13
ANTONI	13
ANVIG	13
APADANA	13
ARAPOVIC	13
ARBJØRN	13
ARBORG	13
ARCTANDER	13
ARENA	13
ARENDTTORP	13
ARILD	13
ARRAHAOUI	13
ARSKOG	13
ARTE	13
ARUNI	13
ARVIG	13
ÁSGEIRSSON	13
ASKLER	13
ASKÆR	13
ASPHOLM	13
ASPMAN	13
ASSENTORP	13
ASSINGBO	13
ATRACH	13
