Efternavne, 1. januar 2025
(kun navne med tre eller flere forekomster)

Navn	ANTAL
ASSOV	5
ASSTRUP	5
ASTAFANOS	5
ASTORP-SCHEEL	5
ASTRAUSKAITE	5
ASTRAUSKAS	5
ATANESIAN	5
ATARI	5
ATASOY	5
ATATRI	5
ATCHUTHAN	5
ATEF	5
ATHANASOPOULOU	5
ATHAR	5
ATHAVAN	5
ATHITHAN	5
ATIENO	5
ATIFI	5
ATIQUE	5
ATKIN	5
ATLUNG	5
ATOUI	5
ATTAB	5
ATTAEE	5
ATTILA	5
ATTOH-MICAH	5
ATWAL	5
ATWAT	5
AUDON	5
AUDUN	5
AUER	5
AUGUSCIK	5
AUGUSTINUS-JENSEN	5
AUGUSTINUS-LARSEN	5
AUGUSTYN	5
AUGUSTYNEWICZ	5
AUHAR	5
AUKER	5
AUKSUTAT	5
AULKJÆR	5
AULUM	5
AUNDRUP	5
AUNING-ECKHOFF	5
AUPKE	5
AURDAL-NÆRVIG	5
AURVANDIL	5
AUSHANA	5
AUSRØD	5
AUSSENTHAL	5
AUSTEVOLL	5
AV HÚSABRÚGV	5
AVADANEI	5
AVASIN	5
AVDEEVA	5
AVDIHODZIC	5
AVELAND	5
AVENDANO	5
AVETA	5
AVETISYAN	5
AVNBERG	5
AVOLLAJ	5
AWADALKARIM	5
AWAGA	5
AWAH	5
AWALEH	5
AWAREK	5
AWDAH	5
AWESOMÉ	5
AWIJA	5
AXELHOLM	5
AYANOUVI	5
AYENI	5
AYIK	5
AYITEY	5
AYIVOH	5
AYMARD	5
AYOTTE	5
AYUK	5
AYWAZ	5
AZADFAR	5
AZARMIPOUR	5
AZER	5
AZEVEDO	5
AZIMI POUR	5
AZIZIAN	5
AZIZOV	5
AZNAVY	5
AZRAM	5
AZROMLI	5
AZUZ	5
AZZA	5
B C	5
BA THAWNG	5
BAAD-JENSEN	5
BAAKE-HANSEN	5
BA-ALI	5
BAALOUSHA	5
BAARDSEN	5
BAARÉ	5
BAASTAD	5
BAATTRUP-ANDERSEN	5
BABADI	5
BABAGOULIAN	5
BABAIASL	5
BABAIEVA	5
BABAI-TUSKI	5
BABAKHAN	5
BABALICI	5
BABALOLA	5
BABAOGLU	5
BABIKER	5
BABIY	5
BABRAKZAI	5
BABRAKZAI ZADRAN	5
BABUTA	5
BACAOANU	5
BACAR	5
BACCALINI	5
BACHAU	5
BACH-BÜLOW	5
BACH-CHRISTIANSEN	5
BACHEVOLD	5
BACH-FRIIS	5
BACH-HINGE	5
BACHMAN	5
BACHNER	5
BACH-OLESEN	5
BACHOUA	5
BACH-VALEUR	5
BACKX	5
BACZYNSKI	5
BADALIAN	5
BADAN	5
BADAOUI	5
BADAWY	5
BADDAH	5
BADELEK	5
BADIANE	5
BADICEANU	5
BADINA	5
BADOCHA	5
BADONI	5
BADOWSKI	5
BADSKJÆR	5
BAFTIARI	5
BAGAKASHVILI	5
BAGAS	5
BAGASHA	5
BAGDADI	5
BAGER-LINDHOLDT	5
BAGGE-HANSEN	5
BAGGE-RAU	5
BAGGER-HAUSTRØM	5
BAGGER-LARSEN	5
BAGHAEI	5
BAGHERIFARAHBAKHSH	5
BAGHERZADEH	5
BAGHERZADEH-TABRIZI	5
BAGHLANI	5
BAGLIONI	5
BAGNIUK	5
BAGULEY	5
BAHAGIA	5
BAHAT	5
BAHCIVAN	5
BAHLOU	5
BAHLS	5
BAHRAN	5
BAHRY	5
BAHT	5
BAIARDELLI	5
BAIAS	5
BAIN	5
BAJARE	5
BÂJARE	5
BAJIMAYA	5
BAJLOVIC	5
BAJNA	5
BAJO	5
BAKALOV	5
BAKANOVIC	5
BAKARE	5
BAKBACH	5
BAK-BERNTH	5
BAKBO	5
BAKDASH	5
BAKHIT	5
BAKHSHPOUR	5
BAKHTIYAR	5
BAKHØJ	5
BAKIRAL	5
BAKKAN	5
BAKKE-JACOBSEN	5
BAKKEVIG	5
BAKLARO	5
BAKLUND	5
BAK-NYHUS	5
BAKRAIE	5
BAK-RIEMER	5
BAKUTA	5
BALABA	5
BALACHANTHIRAN	5
BALAGUL	5
BALAJAN	5
BALANIUK	5
BALASEI	5
BALAU	5
BALAWI	5
BALBISI	5
BALCELLS	5
BALCHA	5
BALDÉ	5
BALDEREN	5
BALDERSTON	5
BALDING	5
BALDUCCI	5
BALDUR-FELSKOV	5
BALDURSDOTTIR	5
BALDYGA	5
BALEANU	5
BALHARA	5
BALINA	5
BALINT-PALANDOR	5
BALITCHI	5
BALKEMOSE	5
BALKO	5
BALLARIN	5
BALLESHEIM	5
BALLING-DAMGAARD	5
BALLO	5
BALMACEDA	5
BALMFORTH	5
BALOU	5
BALSBY-THOMSEN	5
BALSEVICIUS	5
BALSIZAN	5
BALSLEV-ERICHSEN	5
BALTARETU	5
BALTHASAR	5
BALU	5
BALURA	5
BALVIG-PHILLIPS	5
BAM	5
BAMANDI	5
BAMBER	5
BAMHISOON	5
BAMUKHTAR	5
BÁN	5
BANAGA	5
BANARU	5
BANCER	5
BANCESCU	5
BANCK-HAMMERUM	5
BANCROFT	5
BAND	5
BANDARA	5
BANDLA	5
BANDONA	5
BANDOVIC	5
BANE	5
BANE SHAMSH	5
BANEBORG	5
BANFIELD	5
BANG-ANDREASEN	5
BANG-GRANDAHL	5
BANG-KARGO	5
BANG-KRISTENSEN	5
BANG-ORTMANN	5
BANGSBERG	5
BANG-THYGESEN	5
BANGTRUP	5
BANGULZAI	5
BANI	5
BANI ODEH	5
BANIYA CHHETRI	5
BANJARA	5
BANKA	5
BANKMAR	5
BANNERGÅRD	5
BANNON	5
BANSOV	5
BANY ODEH	5
BAPTISTE	5
BAQERI	5
BARACZ	5
BARADAN	5
BARAKE	5
BARAKHOEVA	5
BARAKOTI	5
BARALE	5
BARANAUSKAITE	5
BARANESCU	5
BARANNYK	5
BARANOWICZ	5
BARANYAI	5
BARASA	5
BARASI	5
BARATVAND	5
BARBON	5
BARBOU DES PLACES	5
BARBUTA	5
BARCELOS	5
BARCHA	5
BARCHMANN	5
BARCOS	5
BARCZYK	5
BARCZYNSKI	5
BARDAS	5
BARDEVIG	5
BARDIIER	5
BAREKZAY	5
BAREYAH	5
BARGEMAN	5
BARHAN	5
BARHOMA	5
BARILLER	5
BARIN	5
BARKENTIN	5
BARKHOLT-SØNDERGAARD	5
BARKHOLZ	5
BARKVED	5
BARKY	5
BARLET	5
BARLIAN	5
BARMAWI	5
BARNDORPH	5
BARNELL	5
BARNO	5
BARNSTEIN	5
BARONAS	5
BARQADLE	5
BARRAZA CANDAS	5
BARREN	5
BARRIO	5
BARRION	5
BARRIOS	5
BARRIOS BOTTGER	5
BARRITH	5
BARSEGYAN	5
BARSI	5
BARSLUND-GADE	5
BARTELINGS	5
BARTELS-PETERSEN	5
BARTH-HØJGAARD	5
BARTHOLD	5
BARTKÆR	5
BARTNES	5
BARTNIKOWSKI	5
BARTYLA	5
BARYEH	5
BARYLA	5
BARYLIAK	5
BARZ	5
BARZAK	5
BASARA	5
BASARAB	5
BASCARA	5
BASHEV	5
BASHIGE	5
BASHOUR	5
BASIRI	5
BASKHANOVA	5
BASKO	5
BASSAL	5
BASSE-O'CONNOR	5
BASSOLI	5
BASTEN	5
BASTIAANNET	5
BASTIN	5
BASTMAN	5
BASYOUNY	5
BATCHILLY	5
BATHILY	5
BATLAK	5
BATRAK	5
BATTAGLIA MASINI	5
BAUCHAU	5
BAUDACH	5
BAUDINO	5
BAUDO	5
BAUER-NILSEN	5
BAUERS	5
BAULOVIC	5
BAUMANE	5
BAUMANN-JØRGENSEN	5
BAUMGARTNER-NIELSEN	5
BAUSON	5
BAUSTERT	5
BAVANDI	5
BAVCIC	5
BAVNHOLT	5
BAWADI	5
BAWALSA	5
BAWI HRIN	5
BAWK KHENG	5
BAYASSI	5
BAYATI-MOQADAM	5
BAYAZID	5
BAYBIR	5
BAY-CALLESEN	5
BAY-FYHR	5
BAY-GERTSEN	5
BAYKAL	5
BAYLESS	5
BAYOUD	5
BAYRAMALI	5
BAYRAY	5
BAZ	5
BAZAOU	5
BAZEL	5
BAZELA	5
BAZENA	5
BAZRAFKAN	5
BAZSIK	5
BEACH	5
BEAINY	5
BEATO	5
BEAUCHAMP	5
BEAUMONT	5
BEBAWI	5
BECH-AZEDDINE	5
BECH-CHRISTENSEN	5
BECHEAN	5
BECHGREN-JENSEN	5
BECH-HYLDGAARD	5
BECH-KORSGAARD	5
BECH-OUTZEN	5
BECH-THOMSEN	5
BECH-TOLSTRUP	5
BECIREVIC	5
BECIRHODZIC	5
BECKEDORF	5
BECKEMAN	5
BECKER-BRANDT	5
BECK-PEDERSEN	5
BECKVARD	5
BEDAN	5
BEDERSLEV	5
BEDJAOUI	5
BEEDHOLM-EBSEN	5
BEELL	5
BEENBJERG	5
BEEPAT	5
BEERES	5
BEGA	5
BEGBORG	5
BEGHEAN	5
BEHBOUDZADEH	5
BEHLULOVIC	5
BEHMANESH	5
BEHNAM-ESMAILIAN	5
BEHNIA	5
BEHRAVESH	5
BEHRENDS	5
BEHR-RASMUSSEN	5
BEHRSIN	5
BEIAN	5
BEIER-HOLGERSEN	5
BEIERHOLT	5
BEIER-SIMONSEN	5
BEIJERING	5
BEIRAKDAR	5
BEISTER	5
BEJI	5
BEKAN	5
BEKAS	5
BEKDIK	5
BEKER	5
BEKESI	5
BEKHOEV	5
BEKI	5
BEKIROVSKA	5
BEKKER-CHRISTENSEN	5
BEKKER-GREGERSEN	5
BEKKER-SØBERG	5
BEK-NISSEN	5
BÉLANGER	5
BELDEN	5
BELDIE	5
BELDNER	5
BELDZINSKI	5
BELEA	5
BELGAU	5
BELGHAZI	5
BELHAJI	5
BELIK	5
BELKHDAR	5
BELLABARBA	5
BELLAMY	5
BELLAND	5
BELLE	5
BELLING-NAMI	5
BELLON	5
BELMAJDOUB	5
BEN ABDERRAHMEN	5
BEN AFIA	5
BEN AMOTZ	5
BEN CHAABANE	5
BEN CHERIFA	5
BEN HADJ AMMAR	5
BEN M'BAREK	5
BENATTIA	5
BENBRAHIM	5
BEN-DAHMAN	5
BENDER-JACOBSEN	5
BENDIKAS	5
BENDIK-POULSEN	5
BENDSEN-JENSEN	5
BENDT-HEDAL	5
BENFIELD	5
BENGANA	5
BENIE	5
BENJAA	5
BENKRAIAM	5
BENLEMKAWNSSA	5
BENLEVY	5
BENNEDSGÅRD	5
BENNI	5
BENOIST	5
BENSTED	5
BENTHOLM-PEDERSEN	5
BENTOUHAMI	5
BENTS	5
BENTSEN-PETERSEN	5
BENTZIEN	5
BENYAHYA	5
BENZARTI	5
BENZIJA	5
BERBATI	5
BERBEN-GRØSFJELD	5
BERBIEC	5
BERBUNSCHI	5
BERELEJIS	5
BERENTHZ-JENSEN	5
BERENYI	5
BERESCU	5
BERETTA	5
BERGENDAL	5
BERGENE	5
BERGHOLDT-DAMGAARD	5
BERGMAN-COATES	5
BERGMANN-JOHANSEN	5
BERG-OLSEN	5
BERGSTRAND-STEIN	5
BERG-SVENDSEN	5
BERGÞÓRSSON	5
BERGULFF	5
BERIHU	5
BERKHOFF	5
BERLADEAN	5
BERMANN-QUIST	5
BERNAS	5
BERND	5
BERNEKE	5
BERNHARD-THAMS	5
BERNIC	5
BERN-LINDRUP	5
BERNOTAITE	5
BERNOTAS	5
BERNY	5
BERRE	5
BERRING-POULSEN	5
BERRING-ULDUM	5
BERTAWI	5
BERTHY	5
BERTMAN	5
BERTO	5
BERTRAM-JAKOBSEN	5
BERTUCCI	5
BERVANG	5
BERWARI	5
BES	5
BESAHA	5
BESBORG	5
BESIROVIC	5
BESKA	5
BESKOW	5
BESLER	5
BESLIC	5
BESLIJA	5
BESSARAB	5
BESSEBERG	5
BESSEGHIER	5
BESSO	5
BESTE	5
BESWAYAN	5
BETHE	5
BETHENCOURT	5
BETHKE	5
BETKOWSKI	5
BETTI	5
BETTO	5
BEUKEBOOM	5
BEUTLER	5
BEUTORU	5
BEVER	5
BEVER-GIMSING	5
BEVORT	5
BEVZIUK	5
BEXHETI	5
BEYAN	5
BEYARSLAN	5
BEYDOUN	5
BEYER-JENSEN	5
BEYER-NIELSEN	5
BEYOGLU	5
BEYSIM	5
BEYTULA	5
BEYTUZUN	5
BEZHENAR	5
BEZZAROUGI	5
BEZZELT	5
BEZZI	5
BHAGAVATULA	5
BHALLA	5
BHAN	5
BHARI	5
BHATTACHARYYA	5
BHAVE	5
BHIMRA	5
BHOWMIK	5
BHUIYA	5
BHURTEL	5
BIAK CUNG	5
BIAK ZUAL	5
BIALUNSKI	5
BIATEL	5
BICA	5
BICHTAWI	5
BICKI	5
BIDANY	5
BIEGER	5
BIELAK	5
BIELAS	5
BIELER-RASMUSSEN	5
BIELIAUSKAS	5
BIELIEVTSOVA	5
BIELIKOVA	5
BIEL-NIELSEN	5
BIELOUS	5
BIELOUSOVA	5
BIELOZOROVA	5
BIENIAS	5
BIENIEK-CHRISTENSEN	5
BIENKO	5
BIER	5
BIERBAUM-BOLDT	5
BIERBERG-CHRISTENSEN	5
BIERBERG-PETTERSON	5
BIERING-FOLKERSEN	5
BIGGAS	5
BIGU	5
BIGUN	5
BILACZ	5
BILDERBEEK	5
BILDGAARD	5
BILIK	5
BILIS	5
BILKERDÜK	5
BILLABONG	5
BILLE-AHMT	5
BILLE-SANDØ	5
BILLINGSTED	5
BILLINGSØE	5
BILLIS	5
BILOKON	5
BILORUS	5
BILSBO	5
BILYAYEV	5
BIN ABDUL MAJID	5
BINAS	5
BIND	5
BINDAL	5
BINDERSLEV	5
BINDERUP-ERNSTSEN	5
BINDERUP-NIELSEN	5
BINESSE	5
BINET	5
BINGEN-JAKOBSEN	5
BINIGAY	5
BINØ	5
BIOUE	5
BIPLOB	5
BIRANELL	5
BIRCHHOLDT	5
BIRDI	5
BIRDIAN	5
BIRGERTOFT	5
BIRHEL	5
BIRKHOLM-FALSHØJ	5
BIRK-PETERSEN	5
BIRKSTED	5
BIRKSTRØM	5
BIRKVANG	5
BIRSKI	5
BISGAARD-BOBNER	5
BISGAARD-JESPERSEN	5
BISLIMI	5
BISPESKOV	5
BISSALA	5
BITI	5
BITSAKOS	5
BITSCH-CHRISTENSEN	5
BITSCH-JENSEN	5
BITSCH-OLSEN	5
BITZ-THORSEN	5
BIVOL	5
BIYIKLI	5
BIZET	5
BIØRNSTAD	5
BJALER	5
BJARKEL	5
BJARNI-KORNBECH	5
BJARVANG	5
BJARØY	5
BJELICIC	5
BJERGBO	5
BJERGGREN	5
BJERG-HOLM	5
BJERGLYKKE	5
BJERGMARK	5
BJERKANDER	5
BJERKELUND	5
BJERKENSJØ	5
BJERKER	5
BJERKESMOEN	5
BJERKVIG	5
BJERKVOLD	5
BJERNØ	5
BJERREFELT	5
BJERREGAARD-MICHELSEN	5
BJERREGAARD-SKYTTE	5
BJERRE-OLESEN	5
BJERVA	5
BJORHEIM	5
BJORKLUND	5
BJORKMAN	5
BJULF	5
BJØL	5
BJØNNES	5
BJØRGMOSE	5
BJØRGVINSSON	5
BJØRKA	5
BJØRKHOLT	5
BJØRKING	5
BJÖRKQVIST	5
BJØRLING-POULSEN	5
BJØRN-ERIKSEN	5
BJØRNESKJOLD	5
BJØRNESKOV	5
BJØRNHAUG	5
BJØRNHOLK	5
BJØRN-JØRGENSEN	5
BJØRNKJÆR-NIELSEN	5
BJØRNSIG	5
BJØRNSKOU	5
BJØRNSKOV-KRISTENSEN	5
BJØRNSTJERNE	5
BJÖRNVAD	5
BJØRNVIK	5
BJØRSUM-MEYER	5
BJØRUMSLET	5
BLAABJÆRG	5
BLAAFALK	5
BLAAUW-MØLBÆK	5
BLACKETT	5
BLACK-JENSEN	5
BLADH	5
BLAIS	5
BLAKAJ	5
BLAKEY	5
BLAKSTAD	5
BLAL	5
BLANCHARD	5
BLANCO-HANSEN	5
BLANKENSTEIN	5
BLANKLEY	5
BLANNÉ	5
BLASHCHUK	5
BLASIUS	5
BLAZ	5
BLAZE	5
BLAZEJCZYK	5
BLAZEJEWSKA	5
BLAZEVSKI	5
BLEGAGER	5
BLEHER	5
BLEIJERVELD	5
BLEKIC	5
BLENDVIG	5
BLENKOV	5
BLENSTORP	5
BLIAUT	5
BLICHER-KOCH	5
BLICHER-MORITZ	5
BLICHER-NORDKVIST	5
BLICHER-PETERSEN	5
BLICHERT-REFSGAARD	5
BLICHFELDT-ECKHARDT	5
BLICKER	5
BLIDAR	5
BLIDAREVIC	5
BLIDARIU	5
BLINDU	5
BLIRUP-PLUM	5
BLIRUP-VODDER	5
BLIXENFELDT	5
BLIXENKRONE	5
BLIXEN-THIELE	5
BLOCHER	5
BLOCH-KRARUP	5
BLOCH-KRISTIANSEN	5
BLOCK-FREDERIKSEN	5
BLOIS	5
BLOKBO	5
BLOM-BLOCH	5
BLOMKVIST-LASSEN	5
BLOND-VILDERSBØLL	5
BLOOMFIELD	5
BLOOMQUIST	5
BLOSEN	5
BLUMOW	5
BLUNDELL	5
BLUS-PEDERSEN	5
BLYTSØ	5
BLÄSING	5
BNARIS	5
BNEYAN	5
BOADU	5
BOAKYE-YIADOM	5
BOALLAL	5
BOAS BONDESEN	5
BOB	5
BOBRO	5
BOBROW	5
BOBROWSKI	5
BOCANET	5
BOCHARDT	5
BOCHAROVA	5
BOCHNIA	5
BOCK-JENSEN	5
BOCKMANN	5
BODAL-LAURIDSEN	5
BODEUX	5
BODUROV	5
BODZIOCH	5
BOECKMANN	5
BOEL-CHRISTENSEN	5
BOEL-HAMMAR	5
BOELSBJERG	5
BOELSKIFTE-JENSEN	5
BOERMAN	5
BOESGAARD-KJER	5
BOEVE	5
BOE-WHITEHORN	5
BOE-WILCKEN	5
BOGADÓTTIR	5
BOGATTKE	5
BOGDANIC	5
BOGHIU	5
BOGOVIC	5
BOGSNES	5
BOGULAS	5
BOGUS	5
BOGUTA	5
BOHACH	5
BOHDANOVA	5
BOHÉ	5
BOHNI	5
BOHN-MIKKELSEN	5
BOHN-RASMUSSEN	5
BOHOMOL	5
BOHOMOLOV	5
BOIGUES	5
BOILEAU	5
BOIRO	5
BOISKAU	5
BOISSEAU	5
BOJADZIC	5
BOJANOWSKA	5
BOJARS	5
BOJEK	5
BOJLÉN	5
BOJTÁS	5
BOKVIST	5
BOLBJERG	5
BOLDING-JENSEN	5
BOLDT-JØRGENSEN	5
BOLDVIG	5
BOLGER	5
BOLGERS	5
BOLLO	5
BOLOUKI	5
BOLSETH	5
BOLSING	5
BOLUND-BACH	5
BOMBACI	5
BOMMARIUS	5
BOMMEN	5
BONDARIEV	5
BONDE-MADSEN	5
BONDE-MORTENSEN	5
BONDEVEN	5
BONDE-VESTH	5
BONEA	5
BONEV	5
BONGARD	5
BONIAN	5
BONNEY	5
BONO	5
BONTOFT	5
BÓNUS	5
BONZALES	5
BOOK	5
BOOR	5
BOOTSMA	5
BOOTS-NIELSEN	5
BO-PEDERSEN	5
BORCAK	5
BORCHELD	5
BORCH-KONGSHAUG	5
BORCH-KRISTENSEN	5
BORCH-OLSEN	5
BORCH-RASMUSSEN	5
BORCILA	5
BORDIANU	5
BORDONARO	5
BOREALIS	5
BOREIKO	5
BORELLI-KJÆR	5
BORENSTEIN	5
BORG CARDONA	5
BORGENHOLT	5
BORGES-NIELSEN	5
BORGNAKKE	5
BORGNY	5
BORGSTAD	5
BORHI	5
BORIK	5
BORINAGA	5
BORK-FISCHER	5
BORKOWSKY	5
BORNHOLM	5
BORNØ-AARSETH	5
BOROICA	5
BOROZAN	5
BORREGAARD-CLARKE	5
BORRESØ	5
BORSCHAU	5
BORSHOLT	5
BORTA	5
BORUMANDI	5
BORYCA	5
BORZA	5
BOSETTI	5
BOSIE-BOATENG	5
BOSKO	5
BOSOLD	5
BOSSA	5
BOSSARD	5
BOSSEN-RASMUSSEN	5
BOSSMAN	5
BOSTANI	5
BOSTLUND	5
BOSTRUP-SØRENSEN	5
BOTANI	5
BOTES	5
BOTIC	5
BOTIS	5
BOTNER	5
BOTTAGE	5
BOTTERHUIS	5
BOTTINO	5
BOTTRUP	5
BOTVED	5
BOU HAIDAR	5
BOU ZEID	5
BOUABBAS	5
BOUALI	5
BOUCENNA	5
BOUCHIKHI	5
BOUDON	5
BOUFNICHEL	5
BOUGATTAYA	5
BOUGHENDA	5
BOUHANIA	5
BOUHIRI	5
BOUHOUCH	5
BOUIDAR	5
BOUJU	5
BOUKAFFAL	5
BOUKHALFA	5
BOURABA	5
BOURALE	5
BOURBAA	5
BOURUC	5
BOUSSIF	5
BOUTAF	5
BOUTIBA	5
BOUTKOURT	5
BOUVIN	5
BOUYAKHRICHAN	5
BOUYLUD	5
BOVELL	5
BOVIM	5
BOVOLDEN	5
BOWN	5
BOWYER	5
BOYACIOGLU	5
BOYADZHIEV	5
BOYANOV	5
BOYBORG	5
BOYLAN	5
BOZGA	5
BOZGAN	5
BOZHKOV	5
BOZORGI	5
BRAA	5
BRAAM	5
BRAATTING	5
BRADAL	5
BRADERUP	5
BRAGANCA	5
BRAGEGAARD	5
BRAHAJ	5
BRAHAM	5
BRAHIM	5
BRAJER	5
BRAMFORD	5
BRAMSBYE	5
BRAMSFORT	5
BRANDENBURGER	5
BRANDIC	5
BRANDI-PEDERSEN	5
BRANDORF	5
BRANDSGÅRD	5
BRANDSNES	5
BRANDT-ANDERSSON	5
BRANDT-HAURITZ	5
BRANDT-HENRIKSEN	5
BRANDT-LIGAARD	5
BRANICKI	5
BRANSHØJ	5
BRANTLEY	5
BRANTNER	5
BRASANNAH	5
BRASBY	5
BRASK-LINDEMANN	5
BRASK-RASMUSSEN	5
BRASK-THOMSEN	5
BRASNER	5
BRASSO	5
BRATOSIN	5
BRATULESCU	5
BRAUER-JOHNSEN	5
BRAULT	5
BRAYKOV	5
BRAZAUSKAS	5
BREAA	5
BREAU	5
BREBØL	5
BREDAHL-JENSEN	5
BREDBJERG	5
BREDKÆR-SØRENSEN	5
BREDORF	5
BREDOW	5
BREEM	5
BREGNER	5
BREGNSDAL	5
BREGNVED	5
BREGU	5
BREIMCO	5
BREINHOLDT-STORM	5
BREITLING	5
BREITOW	5
BREITZKE	5
BREIØ	5
BREJNEGAARD-MADSEN	5
BREMSØE	5
BRENDER-SLOTH	5
BRENDHOLT-LARSEN	5
BRENET	5
BRENNICHE	5
BRENTEBJERG	5
BREUNESE	5
BREVIG	5
BREYEN-VINDING	5
BREZOI	5
BRIAND DE CRÈVECOEUR	5
BRIDGENS	5
BRIDGWATER	5
BRIEVA	5
BRIGE	5
BRIGHS	5
BRIGUE	5
BRIKSIS	5
BRILLANTE	5
BRIM	5
BRINC	5
BRINCH-FISCHER	5
BRINCK-OLESEN	5
BRINDAR	5
BRINDT	5
BRINELS	5
BRINGSHOLM	5
BRINISSI	5
BRINKBORG	5
BRINKING	5
BRINK-LARSEN	5
BRINKMANN-MANDRUPSEN	5
BRINK-OLESEN	5
BRINT-NIELSEN	5
BRIONES PINO	5
BRISEVAC	5
BRISTAN	5
BRISTOL	5
BRITIZ	5
BRIXGAARD	5
BRIX-JAKOBSEN	5
BRIX-MOURITSEN	5
BRIX-RIISAGER	5
BRIZET	5
BRKANOVIC	5
BROAD	5
BROBBEY	5
BROBERG-JEPSEN	5
BROCHOWSKI	5
BROCK-HANSEN	5
BROCKMEIER	5
BROCKMEYER-BARTHOLIN	5
BROCK-MØLGAARD	5
BROCK-NANNESTAD	5
BROCK-NIELSEN	5
BROERSEN	5
BROERSON	5
BROE-SCHERREBECK	5
BROE-WESTH	5
BROGAN	5
BROHUS-KRISTIANSEN	5
BRO-JEPPESEN	5
BROK-HARTVIG	5
BROK-NIELSEN	5
BROKSIDE	5
BROLLE-SØRENSEN	5
BRO-MØRKEBERG	5
BRONDER	5
BRONNIKOVA	5
BRONSKI	5
BRONSZTEJN	5
BRORHOLT-PETERSEN	5
BROS	5
BROSBØLL	5
BROSBØL-RAVNBORG	5
BROSHOLM	5
BROSZE	5
BROUV	5
BROVCENCO	5
BROVKO	5
BROWNUM	5
BRUHN-BILSTRUP	5
BRUHN-PEDERSEN	5
BRUHN-SCHMIDT	5
BRUJ-FLOREA	5
BRUNDSTEDT	5
BRUNELLI	5
BRUNGAARD	5
BRUNHØI	5
BRUN-JENSEN	5
BRUNKÆR	5
BRUNMARK	5
BRUN-POULSEN	5
BRUN-RASMUSSEN	5
BRUNSBJERG	5
BRUNSE-OTTOSEN	5
BRUNVED	5
BRURBERG	5
BRUSGARD	5
BRUSK	5
BRUST	5
BRUTTIN	5
BRUUN-CLAUSEN	5
BRUUN-FORRESTER	5
BRUUN-OLSEN	5
BRUUN-SCHRØDER	5
BRUUN-VILLADSEN	5
BRUVOLL	5
BRUZAITE	5
BRÜCHER	5
BRÜCKER-KRISTENSEN	5
BRYDE-JACOBSEN	5
BRYDHOLM	5
BRÜGGE-FRANDSEN	5
BRYGGEMAND	5
BRYGGER-DAMGAARD	5
BRÜLD	5
BRYN	5
BRYNJULFSEN	5
BRYSSING	5
BRYZHATYUK	5
BRZOSTEK	5
BRÄNDLE	5
BRØGGER-CARSTENSEN	5
BRÖKING	5
BRØKMANN	5
BRÖMAUER	5
BRØND-JENSEN	5
BRØNNO	5
BRØNNUM-JENSEN	5
BRØNSGAARD-WINTHER	5
BRØNS-HANSEN	5
BRØTKER	5
BRÅTHE	5
BUCCI	5
BUCH-DOLBY	5
BUCHI	5
BUCH-JAKOBSEN	5
BUCH-NIELSEN	5
BUCHWALD-MIKKELSEN	5
BUCINSCHI	5
BUCK-ARENTSEN	5
BUCKENS	5
BUCKNELL	5
BUCK-NIELSEN	5
BUCOS	5
BUCOVANU	5
BUCZMA	5
BUDAKOV	5
BUDAKOVA	5
BUDNYK	5
BUDREIKA	5
BUDRYTE	5
BUDTZ-LILLY	5
BUDULICA	5
BUDZIAK	5
BUGAI	5
BUGDACI	5
BUGDAY	5
BUGGE-SØRENSEN	5
BUHAUER	5
BUHERA	5
BUHL-JENSEN	5
BUHURCU	5
BUIVYDAITE	5
BUKDAL	5
BUKHANETS	5
BUKOVAC	5
BUKURU	5
BULACIO	5
BULACU	5
BULALE	5
BULANOVA	5
BULEKHOVETS	5
BULINSKA	5
BULLEN	5
BULLOCH	5
BULSKOV-WICHMANN	5
BULTOFT	5
BUNDES	5
BUNDGAARD-KNUDSEN	5
BUNDUC	5
BUNHOR	5
BUNIEK	5
BUNKEFLOD	5
BUNMA	5
BUQINCA	5
BUQMETI	5
BURADA	5
BURAGA	5
BURAK	5
BURAU	5
BURCHHARDT-WINTHER	5
BURCUTEAN	5
BURDULEA	5
BURGSØ	5
BURHANUDDIN	5
BURHARDT	5
BURHOLM	5
BURIAK	5
BURII	5
BURILO	5
BURK	5
BURKA	5
BURKE-HANSEN	5
BURLAKOF	5
BURLEV	5
BURN	5
BURNELL	5
BURNES	5
BURSAN	5
BURSLEM	5
BURUEANA	5
BUSACKER	5
BUSCH-MADSEN	5
BUSEMANN	5
BUSKE	5
BUSKO	5
BUSOKE	5
BUSSEY	5
BUSSI	5
BUST-HANSEN	5
BUTARU	5
BUTE	5
BUTNARIUC	5
BUTRIMAS	5
BUTROMBUN	5
BUTRUS	5
BUTTERFIELD	5
BUTTERY	5
BUTTEUX	5
BUTTGEREIT	5
BUUR-HANGHØJ	5
BUURMAN	5
BUUR-THOMSEN	5
BUWEMBO	5
BUYUKKAHVECI	5
BUZADZIC	5
BUZAN	5
BUZINCU	5
BUZNEA	5
BYBJERG-GRAUHOLM	5
BÜCHMANN-SLORUP	5
BÜCKING	5
BYCZKOWSKI	5
BYE-JENSEN	5
BYEL	5
BYFOGED	5
BYKOV	5
BYKÆR-JØRGENSEN	5
BÜLOW-JENSEN	5
BYRCKEL	5
BYRDAM	5
BYRFELT	5
BYRIAN	5
BYRSKOV	5
BYRVANG	5
BYS	5
BYSTED-SECHER	5
BYSTRUP-KJÆR	5
