Fornavne til mænd, 1. januar 2025
(kun navne med tre eller flere forekomster)

Navn	ANTAL
HANS-KURT	29
HASEEB	29
HENRICH	29
HESHAM	29
HOWARD	29
HUSSIEN	29
IEVGENII	29
IVIK	29
JACOBUS	29
JARED	29
JENS-JACOB	29
JENS-MARTIN	29
JETON	29
JONN	29
JUNES	29
KAREL	29
KEEN	29
KEYVAN	29
KHADAR	29
KIMMY	29
KYRYL	29
LAI	29
LAUE	29
LAXMAN	29
LI	29
LOKI	29
LOUAY	29
M	29
MADALIN	29
MATHÆUS	29
MATTHIEU	29
MUJTABA	29
NAHUEL	29
NAIL	29
OZZY	29
PANKAJ	29
RASHED	29
RASIT	29
RIDA	29
SAFA	29
SAHEL	29
SALI	29
SEFER	29
SEM	29
SERCAN	29
SHARMARKE	29
SOHAIB	29
SOREN	29
SUBASH	29
SUSHIL	29
TEMESGEN	29
TEOMAN	29
TIBERIU	29
TIMON	29
TØGER	29
UTKU	29
VALERIU	29
VINAY	29
WARD	29
YAMA	29
YAMEN	29
YOUNUS	29
ABDALRAHMAN	28
ABDERRAHIM	28
ACE	28
AIDAS	28
ALBION	28
ARMAAN	28
ARNDT	28
ARNEL	28
ARNTH	28
ARTIS	28
AUGUSTAS	28
AYDEN	28
AYUSH	28
BAWI	28
BENIAMIN	28
BENT-OLE	28
BERKANT	28
BOWIE	28
BULLER	28
CARTER	28
CUNO	28
CYRUS	28
DECLAN	28
DOGUKAN	28
DONNY	28
DRISS	28
EBENEZER	28
EDVARDAS	28
EIMANTAS	28
ELIE	28
ELMIR	28
EMILIUS	28
FENG	28
FENRIS	28
FLAMUR	28
FRANCISCUS	28
GIANNI	28
GULED	28
GYÖRGY	28
HAISSAM	28
HAKEEM	28
HILBERT	28
JANO	28
JASPAR	28
JELLE	28
JEVGENIJS	28
JIRI	28
JOACIM	28
JOKUBAS	28
JOWAN	28
JURIJ	28
KARWAN	28
KASRA	28
KEM	28
LAURENS	28
LOKMAN	28
MANSUR	28
MARTIJN	28
MARTON	28
MASIH	28
MATE	28
MATIS	28
MENSUR	28
METEHAN	28
MIECZYSLAW	28
MUAZ	28
MUHANNAD	28
MUSSA	28
NAJIBULLAH	28
NECMETTIN	28
NEDAL	28
NICKIE	28
NOURI	28
OLCAY	28
OSKARS	28
POUL-HENRIK	28
PRASHANT	28
RADOMIR	28
RAFET	28
RAMY	28
RANDY	28
RODION	28
SAED	28
SEFA	28
SHIAR	28
SHUAIB	28
STIVEN	28
SVEINN	28
TAJ	28
TOMA	28
TROY	28
UZAIR	28
VAIDOTAS	28
VALIANT	28
WALDER	28
ZDRAVKO	28
ZULFIQAR	28
ABDERRAHMANE	27
ABDILLAHI	27
ABDULRAZAK	27
ABHINAV	27
ABOLFAZL	27
ALA	27
ALMEDIN	27
ARAFAT	27
ARNAU	27
AURELIAN	27
BA	27
CLAUDI	27
CLEMEN	27
DALIL	27
DANÍEL	27
DANY	27
DAVOOD	27
DJORDJE	27
ELITH	27
ENDRE	27
FAZAL	27
FERID	27
GUSTAS	27
HAYRETTIN	27
HOOMAN	27
HUXIE	27
ISHAN	27
IURIE	27
JEP	27
JUUL	27
KALOYAN	27
KASEM	27
KIBROM	27
KLAUS-DIETER	27
KORNEL	27
LAJOS	27
LANCE	27
LARS-CHRISTIAN	27
LAURENCE	27
LE	27
LEGOLAS	27
LIAQAT	27
LLOYD	27
MAK	27
MARKOS	27
MAURITZ	27
MÜCAHIT	27
NALI	27
NICOLEI	27
NIELS-OVE	27
NIKOLEJ	27
OCEAN	27
POUYA	27
PRAMOD	27
QUSAI	27
RAIMONDS	27
REMUS	27
RIAN	27
RICKEY	27
RINOR	27
ROJAN	27
RONY	27
SADIQ	27
SÉBASTIEN	27
SHAHRIAR	27
SHAKER	27
SUHAIL	27
TAM	27
TITUS	27
TORRY	27
TORSTEIN	27
TUMMAS	27
WILFRIED	27
WLADYSLAW	27
YANNIK	27
YAW	27
YILDIRIM	27
YOEL	27
ZAHIR	27
ZYGIMANTAS	27
ABDELHAMID	26
ABDUL-RAHMAN	26
ALEXANDRU-MARIAN	26
ALFIE	26
ALGIRDAS	26
ALIAS	26
ARJAN	26
AVDO	26
BAHA	26
BALDRIAN	26
BEDIRHAN	26
BRIAND	26
DIPENDRA	26
ESROM	26
EYUP	26
FARAZ	26
FEDOR	26
GERDT	26
HABEN	26
HABIBULLAH	26
HALID	26
HANS-ULRIK	26
HARDING	26
HARISH	26
HAUKUR	26
HESAM	26
HJALDE	26
HÅKAN	26
IAROSLAV	26
IBRAHEEM	26
INGI	26
ISRAEL	26
JADEN	26
JENS-OVE	26
JOAH	26
JOB	26
JOVICA	26
JØRN-ERIK	26
KADRI	26
KINAN	26
KIRK	26
KLAUS-JØRGEN	26
KOFI	26
KOUROSH	26
LÉON	26
LIANG	26
LIOR	26
LUCIEN	26
LUCKA	26
MAMADOU	26
MANI	26
MANNE	26
MÁRK	26
MECIT	26
MILLAS	26
MIRWAIS	26
MO	26
MUSLIM	26
MØLLER	26
MÅNS	26
NANA	26
NAWZAD	26
NEZAR	26
NITESH	26
OMED	26
PHOENIX	26
PHONG	26
RAFIK	26
RAIMONDAS	26
RAJENDRA	26
RAMIRO	26
RAS	26
REUBEN	26
ROCCO	26
S	26
SAIT	26
SALKO	26
SANAD	26
SÁNDOR	26
SASAN	26
SATISH	26
SERVAN	26
SMAIL	26
SRI	26
STYLIANOS	26
TANVEER	26
TAUTVYDAS	26
THEJS	26
THONY	26
TIN	26
TORLEIF	26
URS	26
VAIBHAV	26
WANDY	26
WOODY	26
YOSUF	26
ZAYAN	26
ZENON	26
ØIVIND	26
ABDERRAHMAN	25
ABDIMALIK	25
ABDULHAKIM	25
ABDULWAHAB	25
ABIEL	25
ABSHIR	25
AKAM	25
AKIM	25
AKOS	25
ALEKSA	25
ALEKSEJ	25
AMEEN	25
AN	25
ARAD	25
ARES	25
ASADULLAH	25
BABAR	25
BACHIR	25
BAKIR	25
BARZAN	25
BASSEL	25
BOBAN	25
BORAN	25
CARL-AAGE	25
CARL-HENRIK	25
CARL-OTTO	25
CÉSAR	25
CHANG	25
CHENG	25
CORNELIU	25
DALLAS	25
DAVOUD	25
DMITRIJ	25
DUARTE	25
EDON	25
EIRIKUR	25
ELHAM	25
ERGÜN	25
ERIKS	25
ERSAN	25
EVANDER	25
FETHI	25
GIULIANO	25
GRACJAN	25
GURPREET	25
GÜVEN	25
HALLDOR	25
HANIF	25
HANS-WERNER	25
HAYATI	25
HERMON	25
HYUSEIN	25
ILIYAN	25
JAXON	25
JENS-AAGE	25
JIE	25
KAIS	25
KEANU	25
KHURAM	25
LAVAND	25
LOVE	25
MAC	25
MAN	25
MARIUS-DANIEL	25
MARKUSS	25
MASUD	25
MEHO	25
MERGIM	25
MIRAÇ	25
MYKHAYLO	25
NAOD	25
NICOLAAS	25
NIRAJ	25
NITIN	25
NJAL	25
NOUH	25
OBAIDA	25
OGNYAN	25
OLLE	25
OM	25
OSTAP	25
PATRIC	25
PHUOC	25
RADOVAN	25
RAIF	25
RÉMI	25
RENATAS	25
RIZA	25
RODNEY	25
SACHA	25
SAKIR	25
SIMO	25
SIYAR	25
SULIMAN	25
TESFALEM	25
TIHOMIR	25
TITAS	25
WAI	25
WARREN	25
WESTER	25
YASSIR	25
YOGESH	25
ZAIM	25
ZEBASTIAN	25
AAKASH	24
AASHISH	24
ABDIQANI	24
ABDIRAHIM	24
ABDULQADIR	24
ADAR	24
AKI	24
ÁKOS	24
ANAND	24
ANASS	24
ANDRIJA	24
ARDIAN	24
ARMANDAS	24
ASKILD	24
ATHARV	24
BAS	24
BERHANE	24
BILLAL	24
BJARTUR	24
BOTAN	24
CHAO	24
CIM	24
DAOUD	24
DARIUSH	24
DIPESH	24
EUGENIO	24
FAROOQ	24
FERGUS	24
FOAD	24
GIA	24
GÜNAY	24
HAJI	24
HAMZEH	24
HANAN	24
HEIN	24
HEJNE	24
HIMANSHU	24
HOTHER	24
ILHAMI	24
JASEM	24
JENS-JAKOB	24
JESSIE	24
JIBREEL	24
JIN	24
JOHNSON	24
JOSTEIN	24
JØREN	24
KIDANE	24
KLEMENS	24
KOLJA	24
KRISTIYAN	24
KRISTÓF	24
KUBA	24
KURTH	24
LEIVUR	24
LESTER	24
LJUBOMIR	24
LUÍS	24
MACK	24
MILIUS	24
MUBARAK	24
NATE	24
NAWAF	24
NICCO	24
NICOLAY	24
NILS-ERIK	24
NIMBUS	24
NOAR	24
NOUREDDINE	24
NUH	24
ÓLI	24
PAVAN	24
PIERO	24
QI	24
RESAT	24
RICARD	24
ROCKY	24
RYTIS	24
SAFI	24
SAVA	24
SEIF	24
SEIR	24
SEMERE	24
SEPEHR	24
SEVKET	24
SHAKEEL	24
SHAKIL	24
SHIVAN	24
SHUBHAM	24
SIGITAS	24
SIVERT	24
SUNAY	24
SURYA	24
SVERRI	24
SØREN-PETER	24
TAVS	24
TEM	24
THILO	24
TOMMIE	24
VANJA	24
VINICIUS	24
VINZENT	24
WILHELMUS	24
YACOUB	24
YOUSAF	24
ZEKERIYA	24
ZIAN	24
ÖNDER	24
ABDULAH	23
ABUKAR	23
AFIF	23
AKIL	23
ALADDIN	23
ÁLVARO	23
AMADEUS	23
ANIK	23
ANSGAR	23
ARIE	23
ARNFRED	23
ASAF	23
AYMEN	23
AZLAN	23
BARDIA	23
BENDY	23
BENNET	23
BERGUR	23
BERNHARDT	23
BESIR	23
BILLIE	23
BINH	23
BLEND	23
CÉDRIC	23
CHEN	23
CHRISTIAAN	23
CHUN	23
CIHAT	23
CIWAN	23
COLLINS	23
COSTICA	23
DALE	23
DAT	23
DOGUS	23
DOREL	23
ELOF	23
EMILS	23
EOIN	23
ERNAD	23
FILIPPOS	23
FINLEY	23
FLORENTIN	23
GAEL	23
GATIS	23
GINTAUTAS	23
GYUNAY	23
HALLDÓR	23
HAMDAN	23
HAMZE	23
HANIFI	23
HANUS	23
HOSSAIN	23
HUSAIN	23
HUSSIN	23
IJAZ	23
IMDAT	23
IRMANTAS	23
JABRIL	23
JALTHE	23
JAMEEL	23
JEEVAN	23
JERRIK	23
JIA	23
KARL-AAGE	23
KASSIM	23
KHAN	23
KNUD-AAGE	23
KUJTIM	23
KUSHTRIM	23
LANDER	23
LYSANDER	23
MAIWAND	23
MALO	23
MARCUZ	23
MARJAN	23
MATEEN	23
MICHEAL	23
MILENKO	23
MIQUEL	23
MIREL	23
MUDASSAR	23
MUJO	23
MUNIB	23
NEDAS	23
NIJAZ	23
NOÉ	23
ODDUR	23
ORIOL	23
ORION	23
PAVLE	23
PAVLOS	23
RAIVIS	23
RALFS	23
RASUL	23
REINHARDT	23
REINHOLD	23
RENZO	23
REYANSH	23
RIDHA	23
RUBIN	23
RUPERT	23
SAJAN	23
SAMIH	23
SAN	23
SELMAN	23
SHAD	23
SHAHROKH	23
SHANKAR	23
SHWAN	23
SIAM	23
SILVIO	23
SOL	23
STEFF	23
STÉPHANE	23
STEWART	23
SUFIAN	23
SUFYAN	23
THIBAULT	23
THIJS	23
TRAN	23
TRYM	23
TURGUT	23
TUSHAR	23
VINOD	23
WALAT	23
WEN	23
YEHYA	23
ZARKO	23
ZEYD	23
ZSOMBOR	23
AARUSH	22
ABDIHAKIM	22
ABDULHADI	22
ACHRAF	22
ÁGÚST	22
AIDIN	22
AKHTAR	22
ALEK	22
ALPAY	22
ANIRUDH	22
ANTE	22
ANUP	22
ARMEN	22
AVINASH	22
AYDAN	22
BAHATTIN	22
BAILEY	22
BALINT	22
BARAA	22
BASRI	22
BASTIEN	22
BEHROOZ	22
BENTH	22
BERNTH	22
BERTHIL	22
BETIM	22
BIJAY	22
BRHANE	22
BULUT	22
BYRON	22
CAIO	22
CARL-FREDERIK	22
CARL-OSCAR	22
CASTOR	22
COSTIN	22
CUNG	22
DAGUR	22
DARIN	22
DENISS	22
DORU	22
DRAGOMIR	22
DRILON	22
EBUBEKIR	22
ELVAR	22
EMAL	22
ENOCH	22
ERDZHAN	22
EUGENIUSZ	22
EVREN	22
EYOB	22
FAHD	22
FERIT	22
FRASER	22
FYNN	22
GALIP	22
GIANCARLO	22
GIANMARCO	22
GONCALO	22
GONÇALO	22
GUILLEM	22
GÜRSEL	22
HALDOR	22
HAN	22
HASIM	22
HAYDEN	22
HAYTHAM	22
HENOS	22
HLYNUR	22
HUBERTUS	22
HUI	22
HUSO	22
IASON	22
IQBAL	22
ISMAR	22
IZAK	22
JACKI	22
JÁN	22
JÓZEF	22
JÓZSEF	22
JUKKA	22
JUNO	22
JURIJS	22
KAMIRAN	22
KAYA	22
KENNO	22
KUNAL	22
KUNUK	22
LENNON	22
LEVIN	22
LIN	22
LUKÁS	22
LYUBOMIR	22
MANAS	22
MARINKO	22
MARSHALL	22
MEHARI	22
MEVLUDIN	22
MICHA	22
MOHAMMADALI	22
MOHIT	22
MOKHTAR	22
MOSTAPHA	22
MUSTAF	22
NABI	22
NAWID	22
NEZIR	22
NIELS-AAGE	22
NILAN	22
NOE	22
ÓLAVUR	22
PA	22
QUAN	22
RAAFAT	22
RABIE	22
RAFAT	22
RAJAB	22
RAKAN	22
RAMO	22
RAUF	22
REINHOLDT	22
RHYS	22
RIHARDS	22
ROI	22
ROWAN	22
RUPESH	22
SADEGH	22
SAMAD	22
SEBASTIÁN	22
SEBASTIANO	22
SIEM	22
SIGURT	22
SOBHI	22
SOROUSH	22
STENER	22
SUBHI	22
SUHAYB	22
SURENDRA	22
TIAN	22
TITO	22
TODD	22
TUFAN	22
VARNY	22
VEGARD	22
VIDMANTAS	22
VLADIMIRS	22
WIGGO	22
WISTI	22
YOSIEF	22
ZETH	22
ZIMON	22
ADRIANUS	21
ADVIK	21
AJIT	21
AKO	21
ALEXANDRU-CONSTANTIN	21
ANATOLIY	21
ANDREI-IONUT	21
ANURAG	21
ARCHIBALD	21
AREN	21
ARION	21
ARMINAS	21
ARTON	21
AVYAAN	21
AYTEKIN	21
AZIM	21
BALTAZAR	21
BENEDEK	21
BERHAN	21
BIN	21
BIPIN	21
BODO	21
CAO	21
CENK	21
CLAUS-JØRGEN	21
DARDAN	21
DEEN	21
DERICK	21
DIMITRIS	21
DMITRIY	21
EBU	21
EDEN	21
EDUARDS	21
EMAN	21
ERMIAS	21
ESA	21
ESBJØRN	21
FAHMI	21
FAHRETTIN	21
FEDIR	21
FESTIM	21
FIDEL	21
FINNI	21
FITIM	21
FRITHJOF	21
GAETANO	21
GAZMEND	21
GILLES	21
GIRTS	21
GRAEME	21
HAGOS	21
HANS-JOACHIM	21
HEDIN	21
HEKMAT	21
HEMMING	21
HENDRIKUS	21
HERI	21
HILAL	21
HJARNE	21
HOSAM	21
HÅVARD	21
IBRO	21
IKER	21
IKRAM	21
IMER	21
INDRA	21
IONUT-CATALIN	21
ISHAAN	21
JAHANGIR	21
JENS-PEDER	21
JOAS	21
KARL-HENRIK	21
KASPIAN	21
KHAC	21
KHIZAR	21
KHOSROW	21
KOSTAS	21
KRISH	21
KRISTUPAS	21
LAIMONAS	21
LEART	21
LEROY	21
LOTFI	21
LUCIO	21
LUDOVIC	21
MAGOMED	21
MARAT	21
MAREKS	21
MARS	21
MATHÉO	21
MATUS	21
MAZIAR	21
MAZIN	21
MENDERES	21
MICHAELL	21
MIHAJLO	21
MILLADS	21
MIRNES	21
MIRZET	21
MOMIN	21
MUTLU	21
NARCIS	21
NASEEM	21
NEEL	21
NIRMAL	21
NÓA	21
NUMAN	21
OBADA	21
OWAIS	21
PARLY	21
PETRI	21
RADE	21
RAID	21
RAJIV	21
RAWAD	21
REXHEP	21
RODIN	21
RÓGVI	21
ROLANDO	21
SAMAL	21
SAMIULLAH	21
SEBAHATTIN	21
SEZAI	21
SHAFIQ	21
SHIVANSH	21
SIMUN	21
SÍMUN	21
SRINIVAS	21
STAFFAN	21
STYRBJØRN	21
TAYM	21
THAMER	21
THIBAUT	21
THOR-BJØRN	21
TOPRAK	21
VIRGINIJUS	21
VURAL	21
WARNY	21
WESSAM	21
WILAS	21
YAFET	21
YASH	21
YASHAR	21
YURY	21
ZIDANE	21
ZOHAIB	21
AAHIL	20
AARIZ	20
AAYANSH	20
ABDIRISAQ	20
ABDULSALAM	20
ADRIÁN	20
ADRIEL	20
AGID	20
AMRAN	20
ANTO	20
ANTTI	20
ANUJ	20
ARMANDS	20
ARSIM	20
ART	20
ARVIND	20
ASO	20
AYTAC	20
BAHTIYAR	20
BERTRAND	20
BESAR	20
BHIM	20
BOBBI	20
BOGDAN-ALEXANDRU	20
CARMINE	20
CAY	20
CIANO	20
CINAR	20
COSTA	20
CÖMERT	20
DAMJAN	20
DANIELIUS	20
DANJAL	20
DIPAK	20
DORDE	20
DURAN	20
DUSKO	20
EBRIMA	20
EMIAS	20
ERLAN	20
ESMAIL	20
ETHEM	20
FARIBORZ	20
FRIDOLIN	20
GARRY	20
GIANFRANCO	20
GINTS	20
GÜNEY	20
GZIM	20
GÖRKEM	20
HAMIDULLAH	20
HASSEN	20
HIEU	20
HUNOR	20
ILYAAS	20
ISAH	20
JABBAR	20
JAFFAR	20
JEAN-LUC	20
JEAN-PAUL	20
JOËL	20
JOOS	20
JOSIAH	20
JOUSEF	20
JUOZAS	20
KANNAN	20
KAPIL	20
KARL-GUSTAV	20
KAYHAN	20
KHABAT	20
KIEHN	20
KRISTIANS	20
LABINOT	20
LAL	20
LASS	20
LAUTARO	20
LENNOX	20
LOU	20
LUCJAN	20
LUCKY	20
MAJDI	20
MATI	20
MAXENCE	20
MEYSAM	20
M'HAMED	20
MIHAI-GABRIEL	20
MIHAILO	20
MIKHAEL	20
MILJAN	20
MOMODOU	20
MOUHAMMAD	20
MUBARIK	20
MUHITTIN	20
NASEER	20
NAYEF	20
NEAL	20
NEHAT	20
NICH	20
NIKAN	20
ÓLIVER	20
OUSAMA	20
OVIDIJUS	20
PETER-EMIL	20
PETKO	20
PETRAS	20
RAMEZ	20
RANA	20
RASHAD	20
RIMAS	20
ROMAS	20
SAKIB	20
SHABBIR	20
SHAYAAN	20
SHENG	20
SHENOL	20
SHER	20
SHERAZ	20
SHERKO	20
SHERZAD	20
SKENDER	20
SOTIRIOS	20
SURINDER	20
SVETOSLAV	20
TAWFIK	20
TU	20
UDAY	20
UMER	20
URI	20
VILSON	20
VIVAAN	20
VOLMER	20
VYACHESLAV	20
WAIS	20
WILMAR	20
WINTER	20
YEHIA	20
YUKSEL	20
YULIYAN	20
YUMER	20
YUSSEF	20
YÜCEL	20
ZANE	20
ABDIKADIR	19
ABDISALAN	19
ABTIN	19
ABUBAKER	19
AFONSO	19
AGHA	19
AGON	19
ALBERTH	19
ALBERTUS	19
ALEKSI	19
ALEXANDRU-DANIEL	19
ALEXANDRU-MIHAI	19
ALONSO	19
ALVYDAS	19
AMANULLAH	19
AMIRALI	19
ANATOLIE	19
ANDIS	19
ANTAL	19
AQIB	19
ARENT	19
ARNAV	19
ARNBJØRN	19
ARTJOMS	19
ASAN	19
ASIER	19
AZAM	19
AZAT	19
BARDUR	19
BARNABÁS	19
BASTIAAN	19
BELA	19
BERNDT	19
BERNER	19
BESART	19
BIKRAM	19
BJARNO	19
BJORN	19
CAGRI	19
CAMIL	19
CARMELO	19
CHAD	19
COSKUN	19
CÜNEYT	19
CZESLAW	19
DAINIS	19
DAVIN	19
DENZEL	19
DEV	19
DIMITRIJE	19
DOMINICK	19
DRAZEN	19
DZHAN	19
EMILO	19
ENDER	19
ERASMUS	19
ERION	19
FABIEN	19
FARRUKH	19
FAUSTO	19
FIKRI	19
FISNIK	19
FLORIM	19
FREDERICO	19
FREYR	19
GABRIELIUS	19
GELU	19
GEORGIAN	19
GEZIM	19
GISLE	19
GÖSTA	19
HAKKI	19
HANS-PEDER	19
HIDAYET	19
HUA	19
I	19
JAIDEN	19
JARNO	19
JASIM	19
JAWID	19
JONA	19
JOST	19
JÖKULL	19
KANI	19
KARL-KRISTIAN	19
KARLOS	19
KARRAR	19
KENZO	19
KHALDOUN	19
KISHOR	19
KLAAS	19
LADISLAV	19
LUTFI	19
MANOUCHEHR	19
MAXIMO	19
METE	19
MIHALY	19
MIKAEEL	19
MILLO	19
MIRKAN	19
MOUHAMAD	19
MULLA	19
MUSHTAQ	19
MYRON	19
NAJI	19
NAWRAS	19
NECDET	19
NICKOLEI	19
NIELS-HENNING	19
NILAUS	19
NIRANJAN	19
OZKAN	19
PAYMAN	19
PHELIX	19
PHU	19
PHUONG	19
PRANAV	19
PÄR	19
QAISAR	19
QASEM	19
RABI	19
RANKO	19
RAWAND	19
REJAN	19
RENNY	19
RIKKO	19
ROHAT	19
ROMANS	19
RONALDO	19
SAKARIA	19
SANJEEV	19
SARI	19
SARTHAK	19
SASHO	19
SAUD	19
SEMEN	19
SEMSETTIN	19
SHAKIR	19
SHAMS	19
SHYAM	19
SIVAKUMAR	19
SRDAN	19
STAN	19
STANIMIR	19
STEFAN-ALEXANDRU	19
STELIAN	19
STEVIE	19
SVEN-AAGE	19
THEODORUS	19
THIES	19
THINO	19
THORFINN	19
TORD	19
TRAIAN	19
TUNA	19
TUNDZHAY	19
UMBERTO	19
UNI	19
VALDIMAR	19
VASCO	19
VEACESLAV	19
VENTSISLAV	19
VETON	19
VIKRAM	19
XENIUS	19
YAVOR	19
YULIAN	19
ZHENG	19
ABDELKRIM	18
ABIDIN	18
ADONIS	18
AITOR	18
ALWIN	18
AMADOU	18
ANSAR	18
AREND	18
ARIJAN	18
ARNÓR	18
ASEF	18
AURELIJUS	18
AZEM	18
BAKI	18
BARTAL	18
BASHARAT	18
BEDRAN	18
BIRKIR	18
BRAGI	18
CALUM	18
CLINTON	18
COLE	18
CORENTIN	18
DAVIDS	18
DIESEL	18
DILSHAD	18
DUONG	18
ELIJAS	18
EMIEL	18
ENNO	18
ENOCK	18
ESAM	18
ESER	18
ESEY	18
FANNAR	18
FLORIS	18
FRITJOF	18
GENT	18
GEORGII	18
GERARDUS	18
GIGI	18
GREG	18
GREGORIO	18
HAISAM	18
HANNAN	18
HANNO	18
HANY	18
HARDI	18
HAROUN	18
HEMEN	18
HUMAN	18
HUZAIFA	18
IOAN-ALEXANDRU	18
IONUT-DANIEL	18
IRVIN	18
JACE	18
JARNE	18
JIYAN	18
JO	18
JÓNATAN	18
JOUDI	18
KAVIN	18
KHEM	18
KIAAN	18
KINGSTON	18
KRISZTIÁN	18
LORAND	18
LORIS	18
MARDIN	18
MATÍAS	18
MIDHAT	18
MIRCO	18
MISCHA	18
MOSHE	18
MOURITZ	18
MOUSTAPHA	18
MUKTAR	18
MUZAFER	18
NARENDRA	18
NDERIM	18
NEDZAT	18
NEVEN	18
NICKEY	18
NICOLO	18
NIELS-OTTO	18
NIELS-ULRIK	18
NIKS	18
NIMROD	18
NOH	18
OLFERT	18
OLIVÉR	18
OUSMAN	18
PAV	18
PETE	18
POULI	18
POURIA	18
RAMTIN	18
RAMZAN	18
RAOUL	18
REBIN	18
REDHA	18
REDWAN	18
REZGAR	18
RIAZ	18
RISHI	18
RODERICK	18
ROSEN	18
RUMI	18
SAFDAR	18
SAMAR	18
SANTHOSH	18
SAURAV	18
SEÁN	18
SIAN	18
SLEIMAN	18
SVAJUNAS	18
THERKILD	18
THONNY	18
TIMME	18
TOBIAZ	18
TOKI	18
TORKEL	18
TOUFIC	18
TUGAY	18
ULAS	18
VASILIJE	18
VIGO	18
VINOTH	18
VISAR	18
VSEVOLOD	18
ZACHARIAH	18
ZACKARIAS	18
ZOUHEIR	18
ABDELMALEK	17
ABDISALAM	17
ABDOLREZA	17
ABDULLATIF	17
ABHAY	17
ABRAR	17
ABUL	17
AFZAL	17
AHIL	17
ALIAKSANDR	17
ALPASLAN	17
AMEN	17
ANATOLI	17
ANDREI-CRISTIAN	17
ANEES	17
APOLLO	17
ARSHIA	17
ASIR	17
ASKIL	17
AUDUN	17
AUGUSTINE	17
AVAN	17
AXL	17
AYYUB	17
BECIR	17
BERTAN	17
BJØRKE	17
BOZHIDAR	17
BRAYAN	17
BRENT	17
BRICE	17
BRIGHT	17
BULDUK	17
CARLSON	17
CARLTON	17
CEVAT	17
CEVIN	17
CSONGOR	17
DAI	17
DANIËL	17
DAUT	17
DIAA	17
DIMA	17
DMITRO	17
DURGA	17
DWAYNE	17
EJAZ	17
ELAN	17
ELEFTHERIOS	17
ELÍAS	17
EMRULLAH	17
ENO	17
ERDINC	17
ERMAN	17
ERNO	17
ESMIR	17
EUGENIU	17
EVGENI	17
EZZAT	17
FATEH	17
FEHIM	17
FREDIE	17
GAUTAM	17
GODFREY	17
HA	17
HAMISH	17
HANIBAL	17
HANS-JACOB	17
HANS-JAKOB	17
HARON	17
HARPREET	17
HEIDAR	17
HELIOS	17
HERKUS	17
HIEN	17
HOUMAN	17
HOUSHANG	17
HUDSON	17
HUSSEN	17
ILIAN	17
ISMAEEL	17
JAMAAL	17
JAMSHED	17
JANNE	17
JAN-OLE	17
JAZZ	17
JÉRÔME	17
JOSUE	17
JUMA	17
JUSEF	17
KAREN	17
KARL-CHRISTIAN	17
KARZAN	17
KASMIR	17
KEENAN	17
KENNITH	17
KEVAN	17
KHAI	17
KHOSRO	17
KIELD	17
KIEN	17
KIMMO	17
LARS-JØRGEN	17
LAVDRIM	17
LINCOLN	17
LUAI	17
LULZIM	17
MAHAMAD	17
MANDEEP	17
MANOAH	17
MARCKUS	17
MARINO	17
MARKS	17
MATTHI	17
MATTHIJS	17
MATVEI	17
MEISAM	17
MESSI	17
MIKAZ	17
MIKKJAL	17
MILOVAN	17
MODI	17
MUAD	17
MUBASHAR	17
MURIS	17
MUZAFFAR	17
NADI	17
NASAR	17
NAZIH	17
NEWTON	17
NIC	17
NICHLAES	17
NICOLÒ	17
NORI	17
NURADIN	17
OLIVAR	17
OLIVERS	17
ORSON	17
OSKARAS	17
PARTH	17
PATRICE	17
PEHR	17
PETRISOR	17
QIANG	17
RADISA	17
RAGN	17
RAJKUMAR	17
RANJIT	17
REHNÉ	17
REINIS	17
REMON	17
REYNALDO	17
ROBBY	17
RODOLFO	17
ROHAM	17
ROLANDS	17
RUDRA	17
SADEQ	17
SADI	17
SAIED	17
SAKARIYA	17
SALAHUDDIN	17
SAMEH	17
SATTAR	17
SAUL	17
SEAMUS	17
SEID	17
SHAAN	17
SHAHEEN	17
SHAHZAIB	17
SHANO	17
SHAURYA	17
SHEVAN	17
SHIRAZ	17
SIGVARD	17
SIRAJ	17
SWAPNIL	17
SYLVAIN	17
TAJUS	17
TALIB	17
TEKLIT	17
THÉODORE	17
TIMMIE	17
TOAN	17
TÓKI	17
TRÓNDUR	17
TRULS	17
UDAYA	17
UGO	17
UMIT	17
VALERI	17
VI	17
VILLIE	17
VITALI	17
VOJTECH	17
WILL	17
WILLIAN	17
XIAO	17
YOUCEF	17
YOUSOF	17
YUKI	17
ABDELHAKIM	16
ABDIL	16
ADOLFO	16
ADONAY	16
AIHAM	16
ALAZ	16
ALGOT	16
ALIN-GABRIEL	16
ALLAND	16
ALON	16
ANCHER	16
ANDERSON	16
ANMOL	16
ANOOP	16
ANOUAR	16
AQIL	16
ARDESHIR	16
ARONAS	16
ARPAD	16
ARVE	16
ASTRIT	16
AZEEM	16
BAKHTIAR	16
BAKR	16
BARNABAS	16
BASSE	16
BENT-ERIK	16
BERG	16
BEYHAN	16
BIMAL	16
BJÖRGVIN	16
BORJA	16
BREDO	16
BUGGE	16
BURKHARD	16
BÅRD	16
CAHIT	16
DAAN	16
DEYAN	16
DMYTRII	16
DRAGOSLAV	16
DZHANER	16
DZMITRY	16
EBERT	16
ECEVIT	16
EDIP	16
EFRAIM	16
EFSTATHIOS	16
ERJON	16
EUAN	16
EVGENY	16
EVIN	16
FABRICIO	16
FAKHRI	16
FARAJ	16
FINLAY	16
FLAVIUS	16
FREDERIK-EMIL	16
