Fornavne til mænd, 1. januar 2025
(kun navne med tre eller flere forekomster)

Navn	ANTAL
OMRAN	79
RIAD	79
RIKARD	79
ROSTYSLAV	79
ØMER	79
ABU	78
BARRY	78
BATUHAN	78
BERKAY	78
CASSIUS	78
EGIDIJUS	78
FARZAD	78
GEIR	78
GUILHERME	78
HAMILTON	78
HUY	78
ISLAM	78
JUSUF	78
LEV	78
LUAN	78
MAZE	78
MOUNIR	78
SEDAT	78
TOMMASO	78
VINCENZO	78
WEI	78
ADHAM	77
ALEKSANDRS	77
ARNT	77
BJARKI	77
CAI	77
CONG	77
DANIYAL	77
ERAY	77
ERGIN	77
ERSIN	77
ESAD	77
JENS-HENRIK	77
JENS-KRISTIAN	77
KIYAN	77
MAGNI	77
MEHRAN	77
ROHIT	77
TROND	77
VAIDAS	77
VOLKER	77
WALEED	77
WASSIM	77
YAN	77
YOUSUF	77
ABSALON	76
BORYS	76
CHI	76
CSABA	76
DOVYDAS	76
EDGARS	76
ELIA	76
FADIL	76
FARES	76
HARLEY	76
ILIE	76
JESUS	76
LUIGI	76
MASSIMO	76
NAVEED	76
NEDIM	76
SAGAR	76
SALAR	76
SAMMI	76
SOLOMON	76
SURESH	76
TAN	76
ZAHID	76
ABDULLA	75
AKBAR	75
ASHISH	75
ASSER	75
DON	75
EINER	75
EIRIK	75
ERNESTO	75
FINI	75
GHOLAM	75
IURII	75
MAHMUD	75
MICHAIL	75
NEDZAD	75
OWEN	75
RENATO	75
SAHIL	75
SALOMON	75
TYMUR	75
ABHISHEK	74
DIMITRI	74
EDVINAS	74
KESTUTIS	74
NORMANN	74
REDA	74
SALAM	74
TAMER	74
TURE	74
ALEXANDAR	73
ANIS	73
AYAD	73
CAMERON	73
DANYAL	73
FRANCOIS	73
GUILLAUME	73
LEVENTE	73
MADDOX	73
MARTINS	73
MINIK	73
MORRIS	73
ODD	73
QASIM	73
RENAS	73
SAIM	73
SANDOR	73
SERGEY	73
TAO	73
UNO	73
AGUSTIN	72
BEHZAD	72
DÁVID	72
EJGILD	72
ELDIN	72
ERHARDT	72
FERENC	72
GIANLUCA	72
ISAAK	72
JONAH	72
JUN	72
LAURENTIU	72
OGUZ	72
ROKAS	72
SERGEI	72
TAUS	72
VEGAS	72
ALEXZANDER	71
ALVAR	71
BESIM	71
BOE	71
EVEN	71
FACUNDO	71
HALIT	71
ILIA	71
MUHAMAD	71
NOÉL	71
PATRICH	71
PÉTER	71
SABAN	71
SAJAD	71
SASCHA	71
SINA	71
TAMAS	71
TANER	71
ZAFER	71
AJAY	70
ALIJA	70
ALPER	70
HANS-OLE	70
JASIN	70
KARL-ERIK	70
LIVIU	70
MAHMOOD	70
RAVI	70
ROSHAN	70
SAULIUS	70
TOMISLAV	70
TRUNG	70
VILIUS	70
BENEDIKT	69
BRAHIM	69
DAINIUS	69
DINESH	69
EDIS	69
ESPER	69
FILMON	69
GEDIMINAS	69
GIDEON	69
HAITHAM	69
IRENEUSZ	69
JAN-ERIK	69
JOSIP	69
LINAS	69
MHD	69
NIHAD	69
SANJAY	69
THIAGO	69
UBBE	69
ZLATKO	69
ALMIN	68
ANDRAS	68
ANGUS	68
ASGAR	68
ASHKAN	68
BASIL	68
BOJAN	68
DÁNIEL	68
DICK	68
EDOARDO	68
ELLIS	68
GAZI	68
GUY	68
JAKUP	68
JAYSON	68
KAMEL	68
KLINT	68
LIAS	68
MAX-EMIL	68
MUZAFFER	68
NIGEL	68
RAMIZ	68
SAXE	68
SHAHZAD	68
SOHAIL	68
VITALIY	68
WILLIE	68
YASSINE	68
YOUNIS	68
YUNES	68
ARNAR	67
ATLI	67
EDDI	67
FERAS	67
JAVAD	67
LAURENT	67
MICAH	67
NIZAR	67
SILVIU	67
UDO	67
VADIM	67
VIET	67
ZEKI	67
AFSHIN	66
DUSAN	66
EJ	66
EJVIN	66
LONG	66
LUCKAS	66
MAJD	66
MICAEL	66
MOJTABA	66
OLLI	66
PRAKASH	66
REINHARD	66
SANDEEP	66
SPENCER	66
THORMOD	66
AL	65
BJERNE	65
CEDRIC	65
CRAIG	65
DIOGO	65
JANOS	65
JÓNAS	65
MALIAS	65
MARIANO	65
MATAS	65
MICKLAS	65
NEVZAT	65
NIDAL	65
SANEL	65
SEIER	65
SEZGIN	65
SÜKRÜ	65
VEYSEL	65
WASEEM	65
ABDELAZIZ	64
ABDELRAHMAN	64
BRUCE	64
CONOR	64
COSMO	64
ERHARD	64
HUSEYIN	64
LORENS	64
MEIK	64
NAZARII	64
NICAS	64
OLIWIER	64
RABIH	64
SELAHATTIN	64
YANG	64
ZACK	64
ABDULKARIM	63
ADOLF	63
ANEL	63
BERK	63
EDIZ	63
ELIAN	63
ERDEM	63
ERDOGAN	63
ERICK	63
ESTEBAN	63
GIEDRIUS	63
HRISTO	63
IHAB	63
JOAN	63
JOAQUIN	63
LARS-OLE	63
MAKAR	63
MAXWELL	63
NAEEM	63
NOJUS	63
ROSS	63
SUAD	63
YAQUB	63
ÖZGÜR	63
AHSAN	62
AREF	62
CAMILO	62
KRISTIJAN	62
KYLE	62
LARS-PETER	62
NECATI	62
SANDRO	62
SHAHRAM	62
SLOBODAN	62
STEPAN	62
SURAJ	62
SVIATOSLAV	62
ABDIFATAH	61
ADIN	61
ALFREDO	61
ARIEL	61
ATIF	61
AUDRIUS	61
CHADI	61
DALIBOR	61
DETLEF	61
EVANGELOS	61
FABRIZIO	61
GAURAV	61
GEOFFREY	61
ILIR	61
JANEK	61
JANIK	61
JIBRIL	61
RAMON	61
SERVET	61
SZABOLCS	61
THOMMAS	61
ABDELKADER	60
ABDELLAH	60
ADEEL	60
BOSSE	60
DUNCAN	60
EDISON	60
FRED	60
HARI	60
JOSH	60
KAZIM	60
KAZIMIERZ	60
RADWAN	60
RIO	60
ROBERTAS	60
SANTINO	60
SHAH	60
SUMAN	60
THIAS	60
TUNE	60
ZIYA	60
ANDREY	59
ANISH	59
BALTHAZAR	59
EMMETT	59
GERHARDT	59
JUSTAS	59
KARL-HEINZ	59
LATIF	59
LAZAR	59
MILAZ	59
PETR	59
REMZI	59
REX	59
SETH	59
SIGVALD	59
TREVOR	59
VEDAT	59
YAHIA	59
AARAV	58
ANTONIOS	58
ASLE	58
BERKAN	58
DIAN	58
DMITRI	58
EVALDAS	58
GANESH	58
GERRIT	58
GIULIO	58
HAI	58
HONG	58
ILIJA	58
ISAIAH	58
KALEB	58
LÁSZLÓ	58
MADS-PETER	58
MASS	58
MIKLO	58
NAJIB	58
RODI	58
SACHIN	58
TIEN	58
ZOLTÁN	58
AKIN	57
ALPEREN	57
ANDRIS	57
ARUNAS	57
BAHRAM	57
BENEDICT	57
BERT	57
BIBEK	57
BOGUSLAW	57
ERTUGRUL	57
FADEL	57
GABOR	57
GUDMUNDUR	57
HANNES	57
HELGI	57
HØGNI	57
JØRN-OLE	57
KAREEM	57
KASHIF	57
KEYAN	57
MAGNÚS	57
MAURICE	57
OCTAVIAN	57
PARVIZ	57
RIDVAN	57
SUJAN	57
SVENNE	57
VISHAL	57
AMDI	56
ANDRÁS	56
AYHAM	56
BEHNAM	56
BJØRK	56
BOY	56
ELON	56
FALK	56
HAMIDREZA	56
HAMIT	56
HJALTI	56
HUSAM	56
INGEMANN	56
JAX	56
JOZSEF	56
JUNIOR	56
MELIK	56
MEMET	56
NADIM	56
RANE	56
RARES	56
SEZER	56
SIGURDUR	56
STEIN	56
SUBHAN	56
THOM	56
TILL	56
WAHID	56
WISAM	56
YURIY	56
ADI	55
ADITYA	55
AKIF	55
ALLEN	55
AUGUSTIN	55
BOAS	55
CHARLEY	55
DAUD	55
DORIN	55
ELMAR	55
ERMIN	55
FARAH	55
HAMZAH	55
HIKMET	55
ILKER	55
JANNEK	55
LENNY	55
MAIK	55
MAKS	55
MERHAWI	55
MLADEN	55
MOUSA	55
NADIR	55
OTHMAN	55
SIPAN	55
VINH	55
ANDRÉS	54
ARSEN	54
ASGHAR	54
ATILA	54
AYUUB	54
CALLUM	54
EMANUELE	54
EMILIAN	54
FAIK	54
FERDI	54
FILIPE	54
HAMDI	54
HEIKO	54
IGNAS	54
JÁKUP	54
JAMSHID	54
JÓHANN	54
JONES	54
JONNI	54
KENNEY	54
KIERAN	54
LAURYNAS	54
MACE	54
MOHD	54
NAZMI	54
NIELS-JØRN	54
REIDAR	54
REINER	54
SAI	54
SAKARIAS	54
SINUS	54
TEVFIK	54
THÉO	54
THIERRY	54
USAMA	54
YNGVE	54
ZLATAN	54
ABID	53
AJMAL	53
ALDO	53
BALÁZS	53
CARIT	53
CEMIL	53
CIAN	53
DEVRAN	53
EMILE	53
FAROUK	53
FUAT	53
HARRIS	53
IANIS	53
JEROME	53
JÓGVAN	53
LAMIN	53
LION	53
MATHIEU	53
MAURICIO	53
MOHAMMADREZA	53
MUHAREM	53
NASIM	53
NESTOR	53
NIELS-KRISTIAN	53
QUENTIN	53
SERGEJS	53
SUMIT	53
TAHSIN	53
VICENTE	53
YOUNAS	53
YU	53
ADRIANO	52
AIMAN	52
AKASH	52
ALEXEI	52
AMANUEL	52
AMRIT	52
ARBEN	52
ASSAD	52
BAJRAM	52
BISHAL	52
BRENDAN	52
CORNEL	52
INUK	52
IWAN	52
KRISTOPHER	52
LAURS	52
LUIZ	52
MATTIE	52
NEMANJA	52
NGUYEN	52
NIKHIL	52
PETROS	52
STOYAN	52
TAU	52
TEXAS	52
UFUK	52
VILMAR	52
YORDAN	52
ZION	52
ÖZKAN	52
ADIAN	51
AMOS	51
BERNARDO	51
CAFER	51
DAWIT	51
DENNY	51
DOMENICO	51
EGGERT	51
ELMIN	51
EYÜP	51
GUNNI	51
HALIS	51
HLIB	51
ILAN	51
INGMAR	51
JOHNI	51
JUSTUS	51
KERN	51
KILLIAN	51
KIRILL	51
KRISTJÁN	51
MICO	51
MITCHELL	51
MYUMYUN	51
NAZIM	51
NEBOJSA	51
PEYMAN	51
PLAMEN	51
POUL-HENNING	51
RADOSLAV	51
RAMUNAS	51
RAMZI	51
REHAN	51
RIZWAN	51
SIGGI	51
SUAT	51
THERKEL	51
THORSTEIN	51
TURAN	51
VASIL	51
VIJAY	51
ZEESHAN	51
ADRIEN	50
AMIL	50
ANDREJS	50
ANDRI	50
ARSLAN	50
AVNI	50
BERTHEL	50
BESNIK	50
DAVUD	50
ERYK	50
ESSAM	50
FATHI	50
GÁBOR	50
GERTH	50
GREGOR	50
HANS-KRISTIAN	50
HAO	50
HASHEM	50
HAZEM	50
IMAN	50
IYAD	50
IZET	50
MOHANAD	50
QAIS	50
RAHMAN	50
RAKESH	50
RAVN	50
REZAN	50
ROBEL	50
ROLANDAS	50
SAJID	50
SERGEJ	50
SHABAN	50
TAI	50
VALON	50
YI	50
ZEAN	50
AWAIS	49
BASSEM	49
DAVE	49
EMILIANO	49
EMRAN	49
EUGENE	49
EYAD	49
FJOR	49
GEORGES	49
GERMAN	49
GIAN	49
ILJA	49
JUDE	49
JUSTINAS	49
KASPARS	49
KILIAN	49
KUBILAY	49
MERVAN	49
NEMO	49
NUSRET	49
RAED	49
RAJ	49
REMIGIJUS	49
RUSSELL	49
SEBASTIEN	49
STEFÁN	49
SULEIMAN	49
TEITUR	49
THOMMY	49
YASEEN	49
ABDINASIR	48
AFRIM	48
AGIM	48
ALEXANDR	48
ANKIT	48
BAO	48
CYRIL	48
ELVEDIN	48
FRANKLIN	48
HILMER	48
IMMANUEL	48
ISTVÁN	48
IVAYLO	48
JOHNAS	48
JORIS	48
JURI	48
KRASIMIR	48
LEONEL	48
MATIJA	48
MAXIMILIANO	48
MIKKO	48
MUHARREM	48
NAVEEN	48
NAZIR	48
RICKO	48
SIGURÐUR	48
SIMEN	48
SKIPPER	48
SON	48
ULRICK	48
WESLEY	48
WICTOR	48
WITOLD	48
A	47
AMEER	47
ARIA	47
ARMANDO	47
ARSENII	47
ASMIR	47
AUREL	47
AUSTIN	47
BRANKO	47
BURIM	47
DANUT	47
DARA	47
DAVUT	47
DRITON	47
ENOK	47
FEHMI	47
GYNTHER	47
JANNIC	47
JARLE	47
JEROEN	47
JUNAID	47
KORAY	47
LAWAND	47
LUQMAN	47
MAARTEN	47
MATHEW	47
MICHLAS	47
MOHANNAD	47
MUSTAFE	47
NAHOM	47
OLIWER	47
ONDREJ	47
PREDRAG	47
RANI	47
RIDWAN	47
SHAHAB	47
SHARIF	47
TAMIM	47
THAI	47
THIEN	47
TORMOD	47
ABDO	46
ABDULKADER	46
AIVARAS	46
ANDRE'	46
ASHOK	46
BRAGE	46
COLUMBUS	46
DORIAN	46
ELDAR	46
EWALD	46
FARSHAD	46
GOTFRED	46
IAIN	46
ÍSAK	46
IZZET	46
JAAFAR	46
JENS-JØRN	46
KIRAN	46
KRESTIAN	46
MAHESH	46
MAILO	46
MAZLUM	46
MICKIE	46
NABIN	46
NUKA	46
PLATON	46
RÓBERT	46
SABIN	46
THOKE	46
WAGN	46
WAYNE	46
YOHANNES	46
YUSEIN	46
ADAN	45
ALEM	45
ALEXSANDER	45
AMINE	45
ARSALAN	45
AZAAN	45
BLAZEJ	45
BOGI	45
CEVDET	45
EDMOND	45
FATMIR	45
FEVZI	45
JACKY	45
KRISTOF	45
LEONIDAS	45
MANSOOR	45
MARKAS	45
MAZHAR	45
MICH	45
NAM	45
NISHAN	45
OUSSAMA	45
PETRUS	45
RAAD	45
RINO	45
ROMAIN	45
SALVADOR	45
SEYIT	45
SHEIKH	45
SIEGFRIED	45
STEPHANE	45
SVEIN	45
TED	45
VIHAAN	45
WALDE	45
YANN	45
ZAHER	45
ARNI	44
BAHMAN	44
BAHRI	44
BRADLEY	44
CRISTIANO	44
DANA	44
DENI	44
DOMINYKAS	44
EDI	44
EDRIS	44
EGZON	44
ERIKAS	44
ESBERN	44
GARETH	44
HAJRUDIN	44
HALVOR	44
HAMAD	44
HAMSE	44
HAVAL	44
HOZAN	44
ILYA	44
JEREMIAS	44
JIAN	44
LOTHAR	44
MAHAN	44
MALICK	44
MICKEL	44
MING	44
MUAMMER	44
RUDDI	44
RUNI	44
SARUNAS	44
SHOAIB	44
SIAVASH	44
STIIG	44
SUNNY	44
TERENCE	44
VITALIJUS	44
VIVEK	44
WILBUR	44
YAMAN	44
ZANA	44
ABDIRASHID	43
ALEKSEI	43
ANGELOS	43
ARCHIE	43
ARIS	43
ARNAS	43
ASMUND	43
ATANAS	43
AWET	43
BALAZS	43
BINOD	43
DAVOR	43
DELSHAD	43
FLAVIO	43
GHAITH	43
GHOLAMREZA	43
GINTARAS	43
HANS-JÜRGEN	43
HAUKE	43
HAZIM	43
JENS-OTTO	43
LARRY	43
LIRIDON	43
MAURIZIO	43
MICKAEL	43
MIRALEM	43
MOURAD	43
NIK	43
NURETTIN	43
PAUL-ERIK	43
RON	43
RUFUS	43
SERGHEI	43
SULEYMAN	43
THEODOROS	43
VENKATA	43
VILADS	43
ZAKHAR	43
ÖZCAN	43
ABDELKARIM	42
ALBUS	42
ARTURO	42
ASAAD	42
AYKUT	42
BART	42
BEREKET	42
DAHIR	42
DASTAN	42
EIVIN	42
ETIENNE	42
FABRICE	42
GERGELY	42
GUSTAF	42
HABTOM	42
HEORHII	42
JEF	42
JOAQUIM	42
JOOST	42
JOUD	42
JURAJ	42
KAISER	42
KAJUS	42
KAZI	42
KELLY	42
KRISTINN	42
LORAN	42
LUCAZ	42
MAISON	42
MIKLOS	42
MOHAMOUD	42
MORAD	42
NECULAI	42
NICOLÁS	42
NICU	42
OLI	42
PETRICA	42
POVILAS	42
RAJAN	42
REMY	42
RILEY	42
RÚNI	42
SALIK	42
SINISA	42
SOHEIL	42
STEINAR	42
STELLAN	42
SULEJMAN	42
TURGAY	42
VALDAS	42
VITOR	42
YURI	42
YVES	42
AMR	41
ATEF	41
BRETT	41
CARL-GUSTAV	41
CATO	41
EGOR	41
EMMANOUIL	41
ERTAN	41
FAHRI	41
FAWAZ	41
GUÐMUNDUR	41
GYTIS	41
HAMMAD	41
HRYHORII	41
JANICH	41
JETMIR	41
JORDI	41
KÁRI	41
LJUBISA	41
LUAY	41
MIMOUN	41
MIODRAG	41
MIRO	41
MUAMER	41
MUKHTAR	41
MUSSIE	41
PHI	41
PÅL	41
STEVAN	41
TODOR	41
TYMON	41
VU	41
YONES	41
ZDZISLAW	41
ZUBAIR	41
ABDURAHMAN	40
ANDRÈ	40
ANTANAS	40
ARSHAD	40
ARVYDAS	40
BASIM	40
BELMIN	40
BENAS	40
BORISLAV	40
BOTOND	40
CANER	40
DEMIAN	40
DOMAS	40
EFREM	40
EIGILD	40
EWAN	40
FAHIM	40
FAYEZ	40
FAYSAL	40
FLORENT	40
HALIM	40
HAROLD	40
IVICA	40
JAVED	40
LAS	40
MAHAMUD	40
MODESTAS	40
MOHSIN	40
PARSA	40
PAVIA	40
PONTUS	40
REFIK	40
RONAN	40
SAMUELE	40
SANDY	40
SARDAR	40
SIAMAK	40
TIAS	40
URBAN	40
VINCE	40
WAQAR	40
YAHYE	40
YONATAN	40
AGRON	39
AKSHAY	39
ANDRIAS	39
ARHAM	39
BADER	39
BENNIE	39
BLERIM	39
BRANISLAV	39
CEBASTIAN	39
CLÉMENT	39
CONNY	39
DEVRIM	39
DOMINIQUE	39
DUNG	39
EHAB	39
ELMO	39
ERFAN	39
FARDIN	39
HARTMUT	39
HENOK	39
JAMA	39
JÓHAN	39
KALVIN	39
KAZEM	39
KLEMENT	39
KRISTAPS	39
MERON	39
MIHAITA	39
NASSIM	39
NILO	39
OLLIVER	39
PATRICIO	39
RAFI	39
RAYYAN	39
RENEE	39
RIFAT	39
RO	39
SABER	39
SIGMUND	39
STAVROS	39
THEISS	39
UMAIR	39
UMESH	39
VETLE	39
YONG	39
ZEIN	39
ZIJAD	39
ZYDRUNAS	39
ÁDÁM	38
ARAN	38
ARDIT	38
ATA	38
CEBRAIL	38
DANIELS	38
DJON	38
DZENAN	38
DZEVAD	38
ELIOTT	38
ELIS	38
ERNESTAS	38
FAIZAN	38
GASTON	38
GHAZI	38
GINO	38
GRANT	38
HASIB	38
HASNAIN	38
IFTIKHAR	38
IONUT-ALEXANDRU	38
JABER	38
JANNIS	38
JEAN-PIERRE	38
JEREMIAH	38
JULES	38
KRISTER	38
LORIK	38
LUKAZ	38
MAKSIMS	38
MANU	38
MARIOS	38
MARTEN	38
MATEUS	38
MATTHIS	38
MAURITS	38
MEDIN	38
MIAN	38
MIN	38
NIKAS	38
NIYAZI	38
NUR	38
ÓLAFUR	38
PRADEEP	38
RAJU	38
REIMER	38
RICHO	38
RIKKI	38
RIMANTAS	38
SAHAND	38
SONER	38
SØLVE	38
TRUELS	38
UVE	38
VISHNU	38
ÜNAL	38
ZAYD	38
ZILVINAS	38
ØYSTEIN	38
AGGE	37
ALP	37
AMRO	37
ARNAUD	37
ASHLEY	37
ATAKAN	37
AUGUSTUS	37
BISHNU	37
CHRISTOF	37
DARIS	37
DESMOND	37
DOMANTAS	37
ELMEDIN	37
EMILIS	37
ENDRIT	37
FAHED	37
FAIZ	37
FLINT	37
FRIDTJOF	37
GÜRKAN	37
HILMI	37
JAHN	37
KARLIS	37
MARTINO	37
MASOOD	37
MÁTÉ	37
MICKAS	37
MILORAD	37
MUHSIN	37
NABEEL	37
OLAU	37
PÁLL	37
POYRAZ	37
RICK	37
ROD	37
SAROJ	37
SENOL	37
SHERIF	37
SIMONAS	37
STÅLE	37
TÓMAS	37
TOMS	37
TRONG	37
VASILICA	37
VEDRAN	37
VESELIN	37
VITTUS	37
YACQUB	37
YALCIN	37
ZAFAR	37
ZIYAD	37
ABAS	36
ABUBAKAR	36
ALISTAIR	36
ALPHA	36
ANASTASIOS	36
ANTONIUS	36
ARMEND	36
AUGUSTO	36
BASHKIM	36
BIRGIR	36
BRYNJAR	36
CHARLI	36
CHAUDHRY	36
CUONG	36
DAVY	36
EILER	36
FELIKS	36
FREDY	36
GHEORGHITA	36
HAFIZ	36
JAROSLAV	36
JEHAD	36
JOGVAN	36
KARAN	36
KAVEH	36
KRÆN	36
MASSIMILIANO	36
MASSOUD	36
MATTHEUS	36
MILE	36
NAEL	36
NATANIEL	36
NEBI	36
ODAI	36
OLEKSIY	36
PRATIK	36
RUSTAM	36
SALEEM	36
SAMY	36
SANDI	36
SANDIP	36
SANG	36
SAQIB	36
SEFIK	36
SERIF	36
SEYHAN	36
SHAN	36
SNORRI	36
STEFANOS	36
TEKIN	36
THANG	36
AFTAB	35
ARYA	35
BADR	35
BIKASH	35
CETIN	35
CEZAR	35
CLIFFORD	35
DAVIS	35
DIYAN	35
DUSTIN	35
EGILL	35
GYULA	35
HAUGE	35
HAYDER	35
HENNADII	35
HENRIQUE	35
HUNTER	35
IGNACY	35
ILIYA	35
IOSIF	35
IRAJ	35
IRVING	35
JACOPO	35
JOCHEN	35
KABIR	35
KRISZTIAN	35
MARIS	35
MILIAN	35
NATNAEL	35
NOVAK	35
PAWAN	35
PAYAM	35
PEDRAM	35
RASOUL	35
RAY	35
RIYAD	35
SABIR	35
SABIT	35
SAMED	35
SAMIM	35
SERHIY	35
SHERWAN	35
SIMAS	35
SINDRE	35
SINDRI	35
SIRAC	35
SRDJAN	35
SULAYMAN	35
TAJS	35
TEDDI	35
TOBIASZ	35
TRAVIS	35
TRUONG	35
VARUN	35
VITTORIO	35
WESAM	35
YAKOB	35
YUNIS	35
ZIDAN	35
AAMIR	34
ABDESLAM	34
ADOMAS	34
AGNAR	34
ANTÓNIO	34
APOSTOLOS	34
ARAZ	34
ARLO	34
ÁRNI	34
ASHWIN	34
BENOIT	34
BHARAT	34
CHARALAMPOS	34
CHESTER	34
DERVIS	34
DILAN	34
DMITRY	34
DONG	34
DURMUS	34
DURSUN	34
ELION	34
FARSHID	34
FÉLIX	34
HARRISON	34
JALIL	34
JÁNOS	34
JOHN-ERIK	34
KAMBIZ	34
KARTHIK	34
KHURRAM	34
KUZEY	34
LENNIE	34
LINO	34
MARTHIN	34
MONIR	34
MUHANAD	34
MURTAZA	34
NATHANAEL	34
NAZIF	34
PAULUS	34
PERRY	34
PREM	34
QAMAR	34
RAFFAELE	34
RAPHAËL	34
RAZA	34
RONAS	34
SERGE	34
SHIVA	34
SIDDHARTH	34
SOFIAN	34
SOHRAB	34
SPYRIDON	34
SUDIP	34
TAHER	34
TAREQ	34
TERRY	34
VICKTOR	34
VITALIE	34
WAHEED	34
XIN	34
ZIA	34
AAYUSH	33
ABDELLATIF	33
ABDIKARIM	33
ABDULHAMID	33
ADIB	33
APUTSIAQ	33
ARMAND	33
BÁLINT	33
BOAZ	33
BORA	33
BUJAR	33
DANISH	33
DÁNJAL	33
DANYIL	33
DRAGISA	33
DRES	33
ELIYAS	33
ESAT	33
FAWZI	33
FLEMING	33
FRANKIE	33
FREI	33
GANI	33
GERARDO	33
GRIGORE	33
HIWA	33
HUGH	33
JAVID	33
JOS	33
JURIS	33
JØRG	33
KARAR	33
KARI	33
KRISTOFER	33
KRISTÓFER	33
LAUNY	33
LÉO	33
LIRIM	33
MADS-CHRISTIAN	33
MALVIN	33
MASTER	33
MATHI	33
MIHAI-ALEXANDRU	33
MIKEL	33
MOURITS	33
NARAYAN	33
NICUSOR	33
NOËL	33
OLOF	33
PENG	33
PHUC	33
PRABIN	33
RABIN	33
RICARDAS	33
RICKIE	33
ROAN	33
RORY	33
SABAHUDIN	33
SADEK	33
SARMAD	33
SASHA	33
SAURABH	33
SHERVIN	33
SHIYAR	33
SHUKRI	33
SIDNEY	33
SLAVISA	33
SONDRE	33
TAYLOR	33
VIGGE	33
VINTER	33
YUSSUF	33
YÜKSEL	33
AAYAN	32
ABDIAZIZ	32
ABDIRIZAK	32
ACHIM	32
AJAN	32
AMIRHOSSEIN	32
ANTONINO	32
ASGE	32
ASHER	32
AWAD	32
BAHAA	32
BATTAL	32
CILIUS	32
CLAS	32
CLAUDE	32
CRISTINEL	32
DANE	32
DHRUV	32
EZEKIEL	32
FATON	32
FRÉDÉRIC	32
GLEB	32
HAMSA	32
HANAD	32
HARALDUR	32
HATEM	32
HERNAN	32
HUGIN	32
IDRIZ	32
IMTIAZ	32
JENS-EMIL	32
KARL-OTTO	32
KION	32
KJETIL	32
KOSTA	32
KUMAR	32
KWAME	32
LAURIS	32
LOAY	32
LORENTZ	32
MAHMOD	32
MANH	32
MÁRTON	32
MIDAS	32
MIKEY	32
MIKO	32
MILEN	32
MIRON	32
MOHAN	32
MONTY	32
MUHAMET	32
MYROSLAV	32
NICKO	32
NOMAN	32
ODAY	32
ORLANDO	32
ÓSKAR	32
RADIN	32
SEWERYN	32
SHAHBAZ	32
SILAZ	32
SORAN	32
SULEMAN	32
TALAT	32
TANVIR	32
TEDROS	32
THAER	32
THE	32
VALERIO	32
VILDFRED	32
WALI	32
YACOB	32
ZUHAIR	32
ABDUR	31
ADEN	31
AHAD	31
ALEXEY	31
ALPARSLAN	31
ANNAS	31
AZHAR	31
BEHROUZ	31
BERTHRAM	31
BOYAN	31
BRODER	31
CALIN	31
CHAN	31
CLARK	31
CLIVE	31
DAMON	31
DANG	31
DANIELL	31
DANIL	31
DAWOOD	31
DMITRII	31
FAHRUDIN	31
FAWAD	31
FINNUR	31
GOKHAN	31
GØSTA	31
HALLUR	31
HANS-HENNING	31
IEVGEN	31
IMRE	31
INUNNGUAQ	31
IUSTIN	31
JUSSI	31
KINGSLEY	31
LEI	31
LUE	31
LUKMAN	31
LUTZ	31
MICKE	31
MIKKAS	31
PARHAM	31
PERCY	31
POL	31
PRAVEEN	31
PÆTUR	31
ROBBIN	31
ROBERTS	31
RUMEN	31
RÜDIGER	31
SAKARIYE	31
SANDESH	31
SANJIN	31
SAVAS	31
SERDAL	31
SEREF	31
SILLAS	31
SLAVKO	31
SOUFIAN	31
SÖREN	31
TALEB	31
TAYFUN	31
TRI	31
VIKAS	31
VIKTORAS	31
VILE	31
WAIL	31
WLODZIMIERZ	31
WOUTER	31
ZACH	31
ZESHAN	31
ØSTEN	31
ABDELMAJID	30
ABDOL	30
ABDU	30
AIGARS	30
ALASTAIR	30
ALEXANDRU-IONUT	30
ARIYAN	30
ÁRON	30
ASHTON	30
ASTOR	30
BAKER	30
BASEM	30
BEDRI	30
BIJAN	30
BINIAM	30
BIROL	30
BLAKE	30
BRAM	30
CAMILLO	30
CASEY	30
CLINT	30
DEMIR	30
DERRICK	30
DEVIN	30
DIAKO	30
DIAR	30
DIDIER	30
DIETMAR	30
DMITRIJS	30
EDOUARD	30
ESAJAS	30
FALAH	30
GODTFRED	30
HANS-MARTIN	30
HANS-OTTO	30
HOSSAM	30
HOUSSAM	30
IGORS	30
JAKOV	30
JEDRZEJ	30
JENS-ULRIK	30
JÓHANNES	30
JOSUA	30
JÖRN	30
KENNETT	30
KHANH	30
KLAS	30
LAM	30
LAWIN	30
LEONHARD	30
LORD	30
MAZON	30
MICHAS	30
NARESH	30
NHAT	30
NIALL	30
OLAFUR	30
OTIS	30
PALL	30
PASQUALE	30
PETRE	30
PRADIP	30
REMIGIUSZ	30
RIJAD	30
SAFWAN	30
SAW	30
SIRWAN	30
SONNICH	30
STURE	30
SUHAIB	30
TYMOTEUSZ	30
VEDAD	30
VUK	30
WAGNER	30
YANIS	30
YEMANE	30
ZAHEER	30
ZYGMUNT	30
ABDIRISAK	29
ABDOLLAH	29
ALEKSEJS	29
ALEXANDRU-GABRIEL	29
ALFONSO	29
ALIM	29
ALTIN	29
AMAAN	29
ARKAN	29
ARLIND	29
ARTAN	29
ASEN	29
AUNG	29
BAPTISTE	29
BERDAN	29
BERKE	29
BERZAN	29
BRANDUR	29
CHANDRA	29
COLLIN	29
DARIAN	29
DZEMAL	29
EIKE	29
EMMET	29
ERLEND	29
ESMAEIL	29
ETEM	29
EZEQUIEL	29
FARAMARZ	29
GERGO	29
GIL	29
GISLI	29
GØKHAN	29
