269;Lacroix;2983
270;Massart;2982
271;Blomme;2975
272;De Paepe;2973
272;Decoster;2973
274;Boone;2968
275;Baeten;2964
276;Van Looy;2962
277;Ooms;2944
278;Moerman;2934
279;Gilson;2929
280;Meunier;2927
281;Piette;2924
282;Helsen;2919
283;Desmedt;2897
284;De Greef;2890
285;Driesen;2883
286;Bonte;2880
287;Jacob;2860
288;De Jonghe;2858
288;Everaert;2858
290;Van Belle;2848
290;Vincent;2848
292;Torfs;2837
293;Govaerts;2834
294;Nguyen;2833
295;Kaya;2832
296;De Laet;2823
296;De Roeck;2823
298;Van Herck;2819
299;Vanderstraeten;2815
300;Van Driessche;2805
301;Schepens;2793
302;Vranken;2784
303;Tanghe;2779
304;Leys;2777
305;Vandekerckhove;2776
306;Van Roy;2773
307;Jonckheere;2771
308;Piron;2757
309;Georges;2752
310;De Block;2751
311;Vrancken;2749
311;Yildirim;2749
313;Delhaye;2747
314;Van de Voorde;2746
315;Merckx;2743
316;Bodart;2739
316;Van Assche;2739
318;De Bie;2737
319;Verbist;2733
320;Bourgeois;2732
321;Hardy;2690
322;Roland;2686
323;D'Hondt;2670
324;Baetens;2655
325;Tack;2649
326;De Maeyer;2647
327;Borremans;2638
328;Poppe;2636
329;Carpentier;2632
330;Boulanger;2630
331;Naessens;2624
332;Verelst;2622
333;Van de Walle;2609
334;Masson;2603
335;Theys;2600
336;Leysen;2596
337;Gilles;2580
337;Pierre;2580
339;Van Loo;2568
340;Daniels;2557
341;Hoste;2550
341;Renders;2550
343;D'hondt;2546
343;Dobbelaere;2546
343;Pattyn;2546
346;Staelens;2545
347;Van Laere;2544
348;De Baets;2535
349;Dufour;2529
349;Vandecasteele;2529
351;Sow;2527
352;Collignon;2526
352;Philips;2526
354;Cox;2524
355;Delfosse;2521
355;Moors;2521
357;Vansteenkiste;2514
358;Wellens;2510
359;Etienne;2509
360;Viaene;2503
361;Pollet;2498
362;Vanderheyden;2497
363;Van Rompaey;2487
364;De Sutter;2484
364;Demir;2484
364;Van den Bosch;2484
367;De Vuyst;2483
368;Geeraerts;2481
369;Buelens;2450
370;Van Dessel;2449
371;Vanderlinden;2438
372;Colson;2436
373;Lefevre;2435
374;Roelandt;2427
375;Mestdagh;2420
376;Marchand;2416
377;Lippens;2412
378;Brasseur;2403
379;Callebaut;2398
380;Denys;2379
381;Laenen;2365
382;De Neve;2357
383;Melis;2356
384;Depoorter;2347
385;Smolders;2344
386;Dethier;2334
387;Olivier;2328
388;Verboven;2326
389;Mercier;2321
390;Lecocq;2320
391;Berger;2318
392;Michielsen;2312
393;Willaert;2306
394;Dewitte;2305
395;Jacquet;2302
396;Casier;2301
397;Samyn;2300
398;De Graeve;2299
399;Stroobants;2291
400;Allard;2290
401;Roose;2288
402;Heyvaert;2286
403;Urbain;2274
404;Van Gorp;2270
405;Demuynck;2265
406;Colin;2258
407;Rutten;2244
408;Cambier;2242
408;Nicolas;2242
410;Delcourt;2239
411;Loos;2238
412;Pirard;2231
413;Laureys;2230
414;Deconinck;2228
415;Van Looveren;2225
416;Buysse;2223
417;Lammens;2222
418;Khan;2219
419;Op de Beeck;2214
420;Seghers;2210
420;Timmerman;2210
422;Bruggeman;2209
423;De Cuyper;2205
423;Stas;2205
425;Bertels;2204
426;Van Dijck;2201
427;Adams;2196
428;Dekeyser;2193
428;Pirotte;2193
430;Dillen;2191
431;Yildiz;2181
432;Vereecken;2179
433;Hellemans;2171
434;Steyaert;2170
435;Goovaerts;2166
436;Horemans;2156
436;Rosseel;2156
438;Dejonghe;2146
438;Feys;2146
440;De Ryck;2142
441;Van Laer;2139
442;Bodson;2138
443;De Meester;2133
444;Delmotte;2129
445;De Wachter;2127
446;Depuydt;2120
447;Bruyninckx;2115
448;Deleu;2113
449;Buyse;2110
450;Knockaert;2107
451;Boon;2104
451;De Rycke;2104
453;Franck;2101
454;Heremans;2095
454;Proost;2095
456;Degryse;2094
457;Camara;2090
457;Mees;2090
459;Barbier;2087
459;Roosen;2087
461;Dumoulin;2085
462;Colpaert;2082
463;Bruneel;2081
464;Arnould;2079
465;Brouwers;2077
466;Gillis;2067
467;Gevaert;2063
467;Van Impe;2063
469;Gobert;2062
470;De Bondt;2060
471;Huys;2057
472;Faes;2056
472;Rogiers;2056
474;Schoofs;2054
474;Van Gestel;2054
476;Sabbe;2052
477;Gillard;2042
478;Reynaert;2041
479;Put;2040
480;Braem;2039
481;Van Campenhout;2038
482;Jacquemin;2037
482;Sanders;2037
484;Moreels;2034
485;Durieux;2031
486;Demoulin;2030
487;De Schutter;2027
488;Holvoet;2026
489;Joos;2016
490;Vermeir;2015
491;Van Lierde;2012
492;Liekens;2008
493;De Bruycker;2007
493;Vanhee;2007
495;Sahin;2002
496;Pirson;2000
496;Vissers;2000
498;Raeymaekers;1999
499;Vereecke;1998
500;De Mey;1994
501;Fierens;1993
502;Kaur;1988
502;Thirion;1988
504;Van Loon;1983
505;Celis;1982
505;De Wulf;1982
507;Verfaillie;1980
508;Bossuyt;1979
508;Lucas;1979
508;Mouton;1979
511;Fransen;1977
512;Verbiest;1974
513;Piret;1973
514;Franssen;1970
515;Derycke;1969
515;Hanssens;1969
517;Muller;1968
518;Sels;1965
519;Van der Auwera;1962
520;Minne;1958
521;Ramaekers;1954
522;Lenoir;1949
523;Safi;1947
523;Theunis;1947
523;Willekens;1947
526;Bourguignon;1946
527;Chevalier;1943
528;Rombouts;1940
529;De Mulder;1939
530;Berghmans;1931
531;Godefroid;1928
532;Collet;1924
533;Rombaut;1921
534;Chen;1919
535;Marien;1915
536;Bouckaert;1912
537;Dierick;1911
538;Legros;1909
539;Kerkhofs;1906
540;Delaere;1902
541;Meersman;1898
542;Dupuis;1895
543;Demeyer;1894
544;Meyers;1893
545;Charles;1888
546;Van Nuffel;1885
547;Demeyere;1883
548;Blondeel;1882
548;De Leeuw;1882
550;Dewilde;1880
550;Vranckx;1880
552;Vervaet;1877
553;Devriendt;1876
554;De Schryver;1873
555;Remacle;1871
556;Degroote;1869
557;Orban;1864
558;Deceuninck;1862
559;Neyens;1861
559;Vinck;1861
561;Neirynck;1857
562;Devolder;1855
563;Adriaensen;1850
564;Godart;1849
565;Wynants;1848
566;Cordier;1846
566;Standaert;1846
566;Thibaut;1846
569;Paquet;1839
570;Beyens;1838
571;Beernaert;1836
572;Dardenne;1832
573;Beeckman;1830
573;Poelmans;1830
575;Van Landeghem;1829
576;De Roover;1828
577;Vermeylen;1827
578;Van Hoecke;1823
579;Gilis;1820
580;Coene;1815
581;Blommaert;1813
582;Tielemans;1811
583;Albert;1806
584;Boeckx;1805
584;Voet;1805
586;Özdemir;1804
587;De Weerdt;1802
588;Van Genechten;1796
588;Van Laethem;1796
590;Aydin;1792
591;Belmans;1787
591;Ceuppens;1787
593;Deman;1785
594;Machiels;1775
595;Vandersmissen;1773
596;Lahaye;1770
597;Vanbrabant;1769
598;Van Loock;1768
599;Breugelmans;1758
600;Galle;1757
601;Delforge;1752
601;Vervaeke;1752
603;Baele;1751
604;Meyer;1745
605;Paulus;1742
606;Clément;1740
607;Jadot;1739
608;De Mol;1737
609;Demeulenaere;1735
609;Geudens;1735
611;Simoens;1732
612;Druart;1731
612;Vandenbulcke;1731
614;Vergauwen;1730
615;Kenis;1726
616;Vandermeulen;1723
617;Neven;1722
618;Moonen;1721
618;Mustafa;1721
618;Slegers;1721
621;Cardon;1720
622;Dumortier;1719
623;De Schrijver;1718
623;Philippe;1718
623;Schreurs;1718
626;Bosman;1717
626;Verstappen;1717
628;Troch;1714
629;Malfait;1710
629;Verwimp;1710
631;Dockx;1708
632;Van Praet;1703
633;Gerard;1700
634;Nelissen;1697
634;Swennen;1697
636;Demeulemeester;1693
637;Delporte;1690
638;De Muynck;1688
639;Seynaeve;1687
640;Hofman;1686
641;Claesen;1685
642;Lemoine;1678
643;De Baere;1676
644;Saelens;1675
645;Van Poucke;1670
646;Eggermont;1666
647;Parent;1665
648;Vandenabeele;1663
649;Broeckx;1662
650;Matthijs;1661
651;Van Dooren;1660
652;Flament;1658
653;Van der Linden;1655
654;Dogan;1653
655;Lallemand;1649
656;Hens;1644
656;Sacré;1644
658;Theunissen;1643
659;Casteleyn;1642
660;Wang;1634
661;Van Parys;1633
662;Richard;1631
663;Snauwaert;1628
664;Van Baelen;1627
665;Praet;1626
665;Wyns;1626
667;Vlaeminck;1621
667;Wolfs;1621
669;Becker;1618
669;De Roo;1618
669;Van Hulle;1618
672;Henrard;1617
673;Arslan;1616
674;Gustin;1611
674;Maris;1611
676;Verbrugghe;1610
677;Staes;1608
678;Bal;1607
679;Rottiers;1605
680;Walravens;1595
681;Demaret;1594
682;De Groof;1591
683;Van Vaerenbergh;1590
684;Paquay;1583
685;Thienpont;1579
686;Schuermans;1578
687;Renier;1577
688;Vandeput;1573
689;Vleugels;1566
690;Cooreman;1563
691;Colman;1561
692;Adriaenssens;1560
693;Noppe;1558
694;Goemaere;1557
695;De Vriendt;1556
696;Bellens;1553
696;Grandjean;1553
696;Kasmi;1553
699;Meulemans;1550
700;Joly;1548
701;Cuyvers;1545
702;Schollaert;1543
703;Van Cauwenberghe;1541
704;Swerts;1540
705;Scheers;1539
705;Vandenbosch;1539
707;Delcroix;1538
708;Geuens;1535
709;Bernaerts;1533
709;De Cooman;1533
711;Vanden Berghe;1530
712;Buys;1528
712;Van Renterghem;1528
714;Collette;1526
714;Polfliet;1526
714;Van Raemdonck;1526
717;Van Mol;1525
717;Vanlerberghe;1525
719;Valcke;1524
720;Benoit;1523
720;Billen;1523
720;Vandevoorde;1523
720;Vandeweyer;1523
724;Gabriels;1519
724;Van Bogaert;1519
726;Goyvaerts;1515
726;Öztürk;1515
728;Naert;1513
728;Van Kerckhove;1513
730;Demey;1512
731;Smekens;1506
732;Dhont;1501
733;Smeyers;1499
734;De Corte;1496
735;Hendrikx;1491
736;Laeremans;1490
737;Clement;1489
737;Haegeman;1489
739;Braeckman;1488
740;Croes;1487
741;Duchateau;1486
742;Vanhoof;1484
743;Diels;1479
743;Serneels;1479
745;De Jaeger;1478
746;Maenhout;1477
746;Volders;1477
748;Storms;1476
749;Bervoets;1473
749;De Neef;1473
749;Poncin;1473
752;Hansen;1472
753;Aelbrecht;1471
754;Roman;1464
754;Verstrepen;1464
756;Van Opstal;1463
756;Van der Veken;1463
758;Six;1461
759;Jordens;1460
760;Soenen;1459
761;Celik;1458
762;Bruyneel;1457
762;Verbraeken;1457
764;Couvreur;1455
764;Gijbels;1455
766;Elsen;1454
767;Velghe;1450
767;Willem;1450
769;Pire;1444
770;Huygens;1443
771;Govaert;1441
771;Van Gucht;1441
